timestamp_fr,datetime_utc,country,export_fr_to_country,import_country_to_fr,net_fr_to_country
2022-04-01 07:00:00,2022-04-01 05:00:00,BE,0.0,1287.645,-1287.645
2022-04-01 07:00:00,2022-04-01 05:00:00,CH,0.0,1214.0,-1214.0
2022-04-01 07:00:00,2022-04-01 05:00:00,DE-LU,0.0,2202.913,-2202.913
2022-04-01 07:00:00,2022-04-01 05:00:00,ES,0.0,2160.17,-2160.17
2022-04-01 07:00:00,2022-04-01 05:00:00,GB,0.0,1977.0,-1977.0
2022-04-01 07:00:00,2022-04-01 05:00:00,IT-North,0.0,74.0,-74.0
