timestamp_fr,datetime_utc,country,export_fr_to_country,import_country_to_fr,net_fr_to_country
2022-08-14 20:00:00,2022-08-14 18:00:00,BE,458.6925,0.0,458.6925
2022-08-14 20:00:00,2022-08-14 18:00:00,CH,0.0,858.0,-858.0
2022-08-14 20:00:00,2022-08-14 18:00:00,DE-LU,342.211,85.2775,256.9335
2022-08-14 20:00:00,2022-08-14 18:00:00,ES,0.0,2156.1,-2156.1
2022-08-14 20:00:00,2022-08-14 18:00:00,GB,0.0,572.0,-572.0
2022-08-14 20:00:00,2022-08-14 18:00:00,IT-North,759.0,0.0,759.0
