Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Occitanie,Flux physiques de Bourgogne-Franche-Comté vers Occitanie,Flux physiques de Bretagne vers Occitanie,Flux physiques de Centre-Val de Loire vers Occitanie,Flux physiques de Grand-Est vers Occitanie,Flux physiques de Hauts-de-France vers Occitanie,Flux physiques d'Ile-de-France vers Occitanie,Flux physiques de Normandie vers Occitanie,Flux physiques de Nouvelle-Aquitaine vers Occitanie,Flux physiques d'Occitanie vers Occitanie,Flux physiques de Pays-de-la-Loire vers Occitanie,Flux physiques de PACA vers Occitanie,Flux physiques de Occitanie vers Auvergne-Rhône-Alpes,Flux physiques de Occitanie vers Bourgogne-Franche-Comté,Flux physiques de Occitanie vers Bretagne,Flux physiques de Occitanie vers Centre-Val de Loire,Flux physiques de Occitanie vers Grand-Est,Flux physiques de Occitanie vers Hauts-de-France,Flux physiques de Occitanie vers Ile-de-France,Flux physiques de Occitanie vers Normandie,Flux physiques de Occitanie vers Nouvelle-Aquitaine,Flux physiques de Occitanie vers Occitanie,Flux physiques de Occitanie vers Pays-de-la-Loire,Flux physiques de Occitanie vers PACA,Flux physiques Allemagne vers Occitanie,Flux physiques Belgique vers Occitanie,Flux physiques Espagne vers Occitanie,Flux physiques Italie vers Occitanie,Flux physiques Luxembourg vers Occitanie,Flux physiques Royaume-Uni vers Occitanie,Flux physiques Suisse vers Occitanie,Flux physiques de Occitanie vers Allemagne,Flux physiques de Occitanie vers Belgique,Flux physiques de Occitanie vers Espagne,Flux physiques de Occitanie vers Italie,Flux physiques de Occitanie vers Luxembourg,Flux physiques de Occitanie vers Royaume-Uni,Flux physiques de Occitanie vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Occitanie,Données définitives,2022-05-10,01:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,02:00,3083.0,0.0,1257.0,9.0,0.0,1203.0,-30.0,86.0,0.0,0.0,0.0,0.0,558.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,358.0,-,-,-,-,-,-,-,513.0,-,-,1506.0,-,-,ND,-,-,-,-,-,-,284.0,-,-,-,-,0.0,0.0,40.77,47.98,0.29,0.55,0.0,0.0,39.02,22.69,2.79,46.49,
Occitanie,Données définitives,2022-05-10,02:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,02:30,3040.0,0.0,1258.0,11.0,0.0,1210.0,-234.0,86.0,0.0,0.0,0.0,0.0,711.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,318.0,-,-,-,-,-,-,-,525.0,-,-,1553.0,-,-,ND,-,-,-,-,-,-,659.0,-,-,-,-,0.0,0.0,41.38,48.02,0.36,0.67,0.0,0.0,39.8,22.82,2.83,46.49,
Occitanie,Données définitives,2022-05-10,02:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,03:00,2963.0,0.0,1259.0,13.0,0.0,1115.0,-271.0,84.0,0.0,0.0,0.0,0.0,762.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,300.0,-,-,-,-,-,-,-,445.0,-,-,1426.0,-,-,ND,-,-,-,-,-,-,771.0,-,-,-,-,0.0,0.0,42.49,48.05,0.44,0.8,0.0,0.0,37.63,21.03,2.83,45.41,
Occitanie,Données définitives,2022-05-10,03:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,03:30,2886.0,0.0,1259.0,13.0,0.0,1124.0,-475.0,86.0,0.0,0.0,0.0,0.0,878.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,344.0,-,-,-,-,-,-,-,379.0,-,-,1273.0,-,-,ND,-,-,-,-,-,-,677.0,-,-,-,-,0.0,0.0,43.62,48.05,0.45,0.8,0.0,0.0,38.95,21.2,2.98,46.49,
Occitanie,Données définitives,2022-05-10,03:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,04:00,2820.0,0.0,1261.0,12.0,0.0,1113.0,-475.0,81.0,0.0,0.0,0.0,0.0,828.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,318.0,-,-,-,-,-,-,-,342.0,-,-,1394.0,-,-,ND,-,-,-,-,-,-,666.0,-,-,-,-,0.0,0.0,44.72,48.13,0.43,0.73,0.0,0.0,39.47,20.99,2.87,43.78,
Occitanie,Données définitives,2022-05-10,04:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,04:30,2748.0,0.0,1263.0,11.0,0.0,1101.0,-475.0,85.0,0.0,0.0,0.0,0.0,763.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,298.0,-,-,-,-,-,-,-,330.0,-,-,1448.0,-,-,ND,-,-,-,-,-,-,703.0,-,-,-,-,0.0,0.0,45.96,48.21,0.4,0.67,0.0,0.0,40.07,20.77,3.09,45.95,
Occitanie,Données définitives,2022-05-10,04:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,05:00,2730.0,0.0,1262.0,12.0,0.0,1081.0,-475.0,83.0,0.0,0.0,0.0,0.0,766.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,320.0,-,-,-,-,-,-,-,333.0,-,-,1373.0,-,-,ND,-,-,-,-,-,-,668.0,-,-,-,-,0.0,0.0,46.23,48.17,0.44,0.73,0.0,0.0,39.6,20.39,3.04,44.86,
Occitanie,Données définitives,2022-05-10,05:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,05:30,2813.0,0.0,1264.0,9.0,0.0,1089.0,-474.0,84.0,0.0,0.0,0.0,0.0,840.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,347.0,-,-,-,-,-,-,-,332.0,-,-,1365.0,-,-,ND,-,-,-,-,-,-,766.0,-,-,-,-,0.0,0.0,44.93,48.24,0.32,0.55,0.0,0.0,38.71,20.54,2.99,45.41,
Occitanie,Données définitives,2022-05-10,05:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,06:00,2931.0,0.0,1266.0,9.0,0.0,1085.0,-439.0,83.0,0.0,0.0,0.0,0.0,927.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,390.0,-,-,-,-,-,-,-,341.0,-,-,1375.0,-,-,ND,-,-,-,-,-,-,664.0,-,-,-,-,0.0,0.0,43.19,48.32,0.31,0.55,0.0,0.0,37.02,20.46,2.83,44.86,
Occitanie,Données définitives,2022-05-10,06:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,06:30,3089.0,0.0,1268.0,10.0,0.0,1105.0,-18.0,83.0,0.0,0.0,0.0,0.0,640.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,505.0,-,-,-,-,-,-,-,514.0,-,-,1616.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,0.0,0.0,41.05,48.4,0.32,0.61,0.0,0.0,35.77,20.84,2.69,44.86,
Occitanie,Données définitives,2022-05-10,06:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,07:00,3249.0,0.0,1270.0,12.0,31.0,1886.0,-1.0,83.0,0.0,0.0,0.0,0.0,-32.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,662.0,-,-,-,-,-,-,-,969.0,-,-,1576.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,0.0,0.0,39.09,48.47,0.37,0.73,0.95,1.11,58.05,35.57,2.55,44.86,
Occitanie,Données définitives,2022-05-10,07:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,07:30,3464.0,0.0,1267.0,15.0,119.0,2038.0,-1.0,83.0,0.0,0.0,0.0,0.0,-58.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,621.0,-,-,-,-,-,-,-,1000.0,-,-,1628.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,0.0,0.0,36.58,48.36,0.43,0.92,3.44,4.26,58.83,38.44,2.4,44.86,
Occitanie,Données définitives,2022-05-10,07:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,08:00,3581.0,0.0,1267.0,14.0,285.0,1367.0,-1.0,84.0,0.0,0.0,0.0,0.0,565.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,563.0,-,-,-,-,-,-,-,677.0,-,-,1665.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,0.0,0.0,35.38,48.36,0.39,0.86,7.96,10.19,38.17,25.78,2.35,45.41,
Occitanie,Données définitives,2022-05-10,08:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,08:30,3649.0,0.0,1267.0,11.0,537.0,1337.0,-1.0,84.0,0.0,0.0,0.0,0.0,413.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,554.0,-,-,-,-,-,-,-,595.0,-,-,1793.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,0.0,0.0,34.72,48.36,0.3,0.67,14.72,19.21,36.64,25.22,2.3,45.41,
Occitanie,Données définitives,2022-05-10,08:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,09:00,3702.0,0.0,1264.0,10.0,823.0,1316.0,-1.0,85.0,0.0,0.0,0.0,0.0,206.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,591.0,-,-,-,-,-,-,-,588.0,-,-,1728.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,0.0,0.0,34.14,48.24,0.27,0.61,22.23,29.43,35.55,24.82,2.3,45.95,
Occitanie,Données définitives,2022-05-10,09:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,09:30,3777.0,0.0,1260.0,8.0,1098.0,1487.0,-1.0,84.0,0.0,0.0,0.0,0.0,-159.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,620.0,-,-,-,-,-,-,-,620.0,-,-,1651.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,0.0,0.0,33.36,48.09,0.21,0.49,29.07,39.27,39.37,28.05,2.22,45.41,
Occitanie,Données définitives,2022-05-10,09:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,10:00,3814.0,0.0,1258.0,9.0,1343.0,1414.0,-1.0,83.0,0.0,0.0,0.0,0.0,-292.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,639.0,-,-,-,-,-,-,-,623.0,-,-,1709.0,-,-,ND,-,-,-,-,-,-,4.0,-,-,-,-,0.0,0.0,32.98,48.02,0.24,0.55,35.21,48.03,37.07,26.67,2.18,44.86,
Occitanie,Données définitives,2022-05-10,10:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,10:30,3844.0,0.0,1255.0,11.0,1553.0,1497.0,-1.0,82.0,0.0,0.0,0.0,0.0,-552.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,712.0,-,-,-,-,-,-,-,653.0,-,-,1508.0,-,-,ND,-,-,-,-,-,-,25.0,-,-,-,-,0.0,0.0,32.65,47.9,0.29,0.67,40.4,55.54,38.94,28.23,2.13,44.32,
Occitanie,Données définitives,2022-05-10,10:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,11:00,3888.0,0.0,1254.0,17.0,1730.0,1250.0,0.0,80.0,0.0,0.0,0.0,0.0,-443.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,703.0,-,-,-,-,-,-,-,609.0,-,-,1679.0,-,-,ND,-,-,-,-,-,-,250.0,-,-,-,-,0.0,0.0,32.25,47.86,0.44,1.04,44.5,61.87,32.15,23.58,2.06,43.24,
Occitanie,Données définitives,2022-05-10,11:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,11:30,3979.0,0.0,1250.0,22.0,1873.0,1233.0,0.0,79.0,0.0,0.0,0.0,0.0,-478.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,810.0,-,-,-,-,-,-,-,673.0,-,-,1760.0,-,-,ND,-,-,-,-,-,-,143.0,-,-,-,-,0.0,0.0,31.41,47.71,0.55,1.35,47.07,66.99,30.99,23.26,1.99,42.7,
Occitanie,Données définitives,2022-05-10,11:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,12:00,4063.0,0.0,1246.0,30.0,1988.0,1263.0,0.0,76.0,0.0,0.0,0.0,0.0,-539.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,735.0,-,-,-,-,-,-,-,574.0,-,-,1746.0,-,-,ND,-,-,-,-,-,-,421.0,-,-,-,-,0.0,0.0,30.67,47.56,0.74,1.84,48.93,71.1,31.09,23.82,1.87,41.08,
Occitanie,Données définitives,2022-05-10,12:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,12:30,4122.0,0.0,1244.0,35.0,2057.0,1358.0,0.0,78.0,0.0,0.0,0.0,0.0,-650.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,672.0,-,-,-,-,-,-,-,600.0,-,-,1752.0,-,-,ND,-,-,-,-,-,-,299.0,-,-,-,-,0.0,0.0,30.18,47.48,0.85,2.14,49.9,73.57,32.95,25.61,1.89,42.16,
Occitanie,Données définitives,2022-05-10,12:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,13:00,4161.0,0.0,1242.0,39.0,2102.0,1341.0,0.0,78.0,0.0,0.0,0.0,0.0,-641.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,673.0,-,-,-,-,-,-,-,607.0,-,-,1730.0,-,-,ND,-,-,-,-,-,-,259.0,-,-,-,-,0.0,0.0,29.85,47.4,0.94,2.39,50.52,75.18,32.23,25.29,1.87,42.16,
Occitanie,Données définitives,2022-05-10,13:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,13:30,4096.0,0.0,1241.0,38.0,2125.0,1213.0,0.0,80.0,0.0,0.0,0.0,0.0,-602.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,695.0,-,-,-,-,-,-,-,537.0,-,-,1656.0,-,-,ND,-,-,-,-,-,-,239.0,-,-,-,-,0.0,0.0,30.3,47.37,0.93,2.33,51.88,76.0,29.61,22.88,1.95,43.24,
Occitanie,Données définitives,2022-05-10,13:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,14:00,4031.0,0.0,1242.0,43.0,2113.0,1160.0,-17.0,80.0,0.0,0.0,0.0,0.0,-589.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,695.0,-,-,-,-,-,-,-,508.0,-,-,1704.0,-,-,ND,-,-,-,-,-,-,207.0,-,-,-,-,0.0,0.0,30.81,47.4,1.07,2.63,52.42,75.57,28.78,21.88,1.98,43.24,
Occitanie,Données définitives,2022-05-10,14:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,14:30,3940.0,0.0,1241.0,47.0,2057.0,1185.0,-17.0,81.0,0.0,0.0,0.0,0.0,-654.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,608.0,-,-,-,-,-,-,-,458.0,-,-,1698.0,-,-,ND,-,-,-,-,-,-,439.0,-,-,-,-,0.0,0.0,31.5,47.37,1.19,2.88,52.21,73.57,30.08,22.35,2.06,43.78,
Occitanie,Données définitives,2022-05-10,14:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,15:00,3872.0,0.0,1242.0,52.0,1962.0,1183.0,-17.0,81.0,0.0,0.0,0.0,0.0,-630.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,591.0,-,-,-,-,-,-,-,430.0,-,-,1655.0,-,-,ND,-,-,-,-,-,-,431.0,-,-,-,-,0.0,0.0,32.08,47.4,1.34,3.18,50.67,70.17,30.55,22.31,2.09,43.78,
Occitanie,Données définitives,2022-05-10,15:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,15:30,3812.0,0.0,1241.0,59.0,1862.0,1188.0,-17.0,80.0,0.0,0.0,0.0,0.0,-601.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,628.0,-,-,-,-,-,-,-,465.0,-,-,1546.0,-,-,ND,-,-,-,-,-,-,340.0,-,-,-,-,0.0,0.0,32.56,47.37,1.55,3.61,48.85,66.6,31.16,22.41,2.1,43.24,
Occitanie,Données définitives,2022-05-10,15:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,16:00,3741.0,0.0,1240.0,62.0,1743.0,1181.0,-17.0,77.0,0.0,0.0,0.0,0.0,-545.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,620.0,-,-,-,-,-,-,-,444.0,-,-,1522.0,-,-,ND,-,-,-,-,-,-,329.0,-,-,-,-,0.0,0.0,33.15,47.33,1.66,3.8,46.59,62.34,31.57,22.27,2.06,41.62,
Occitanie,Données définitives,2022-05-10,16:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,16:30,3670.0,0.0,1240.0,56.0,1615.0,1252.0,-17.0,77.0,0.0,0.0,0.0,0.0,-552.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,687.0,-,-,-,-,-,-,-,534.0,-,-,1581.0,-,-,ND,-,-,-,-,-,-,108.0,-,-,-,-,0.0,0.0,33.79,47.33,1.53,3.43,44.01,57.76,34.11,23.61,2.1,41.62,
Occitanie,Données définitives,2022-05-10,16:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,17:00,3632.0,0.0,1239.0,52.0,1469.0,1297.0,-17.0,75.0,0.0,0.0,0.0,0.0,-483.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,682.0,-,-,-,-,-,-,-,548.0,-,-,1603.0,-,-,ND,-,-,-,-,-,-,28.0,-,-,-,-,0.0,0.0,34.11,47.29,1.43,3.18,40.45,52.54,35.71,24.46,2.06,40.54,
Occitanie,Données définitives,2022-05-10,17:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,17:30,3608.0,0.0,1240.0,47.0,1290.0,1488.0,-17.0,75.0,0.0,0.0,0.0,0.0,-515.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,798.0,-,-,-,-,-,-,-,683.0,-,-,1629.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,0.0,0.0,34.37,47.33,1.3,2.88,35.75,46.14,41.24,28.06,2.08,40.54,
Occitanie,Données définitives,2022-05-10,17:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,18:00,3627.0,0.0,1239.0,50.0,1081.0,1551.0,-17.0,75.0,0.0,0.0,0.0,0.0,-352.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,737.0,-,-,-,-,-,-,-,691.0,-,-,1615.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,0.0,0.0,34.16,47.29,1.38,3.06,29.8,38.66,42.76,29.25,2.07,40.54,
Occitanie,Données définitives,2022-05-10,18:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,18:30,3656.0,0.0,1236.0,45.0,868.0,1552.0,-17.0,76.0,0.0,0.0,0.0,0.0,-102.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,744.0,-,-,-,-,-,-,-,697.0,-,-,1774.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,0.0,0.0,33.81,47.18,1.23,2.76,23.74,31.04,42.45,29.27,2.08,41.08,
Occitanie,Données définitives,2022-05-10,18:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,19:00,3784.0,0.0,1239.0,33.0,638.0,2549.0,-17.0,77.0,0.0,0.0,0.0,0.0,-736.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,808.0,-,-,-,-,-,-,-,1073.0,-,-,1763.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,0.0,0.0,32.74,47.29,0.87,2.02,16.86,22.82,67.36,48.08,2.03,41.62,
Occitanie,Données définitives,2022-05-10,19:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,19:30,3774.0,0.0,1239.0,29.0,396.0,2339.0,-17.0,75.0,0.0,0.0,0.0,0.0,-286.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,691.0,-,-,-,-,-,-,-,999.0,-,-,1935.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,0.0,0.0,32.83,47.29,0.77,1.78,10.49,14.16,61.98,44.12,1.99,40.54,
Occitanie,Données définitives,2022-05-10,19:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,20:00,3724.0,0.0,1239.0,29.0,189.0,2645.0,-17.0,77.0,0.0,0.0,0.0,0.0,-437.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,654.0,-,-,-,-,-,-,-,1072.0,-,-,1895.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,0.0,0.0,33.27,47.29,0.78,1.78,5.08,6.76,71.03,49.89,2.07,41.62,
Occitanie,Données définitives,2022-05-10,20:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-05-10,20:30,3582.0,0.0,1236.0,31.0,71.0,2570.0,-17.0,77.0,0.0,0.0,0.0,0.0,-386.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,624.0,-,-,-,-,-,-,-,1044.0,-,-,1902.0,-,-,ND,-,-,-,-,-,-,75.0,-,-,-,-,0.0,0.0,34.51,47.18,0.87,1.9,1.98,2.54,71.75,48.47,2.15,41.62,
Occitanie,Données définitives,2022-05-10,20:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
