Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Auvergne-Rhône-Alpes,Flux physiques de Bourgogne-Franche-Comté vers Auvergne-Rhône-Alpes,Flux physiques de Bretagne vers Auvergne-Rhône-Alpes,Flux physiques de Centre-Val de Loire vers Auvergne-Rhône-Alpes,Flux physiques de Grand-Est vers Auvergne-Rhône-Alpes,Flux physiques de Hauts-de-France vers Auvergne-Rhône-Alpes,Flux physiques d'Ile-de-France vers Auvergne-Rhône-Alpes,Flux physiques de Normandie vers Auvergne-Rhône-Alpes,Flux physiques de Nouvelle-Aquitaine vers Auvergne-Rhône-Alpes,Flux physiques d'Occitanie vers Auvergne-Rhône-Alpes,Flux physiques de Pays-de-la-Loire vers Auvergne-Rhône-Alpes,Flux physiques de PACA vers Auvergne-Rhône-Alpes,Flux physiques de Auvergne-Rhône-Alpes vers Auvergne-Rhône-Alpes,Flux physiques de Auvergne-Rhône-Alpes vers Bourgogne-Franche-Comté,Flux physiques de Auvergne-Rhône-Alpes vers Bretagne,Flux physiques de Auvergne-Rhône-Alpes vers Centre-Val de Loire,Flux physiques de Auvergne-Rhône-Alpes vers Grand-Est,Flux physiques de Auvergne-Rhône-Alpes vers Hauts-de-France,Flux physiques de Auvergne-Rhône-Alpes vers Ile-de-France,Flux physiques de Auvergne-Rhône-Alpes vers Normandie,Flux physiques de Auvergne-Rhône-Alpes vers Nouvelle-Aquitaine,Flux physiques de Auvergne-Rhône-Alpes vers Occitanie,Flux physiques de Auvergne-Rhône-Alpes vers Pays-de-la-Loire,Flux physiques de Auvergne-Rhône-Alpes vers PACA,Flux physiques Allemagne vers Auvergne-Rhône-Alpes,Flux physiques Belgique vers Auvergne-Rhône-Alpes,Flux physiques Espagne vers Auvergne-Rhône-Alpes,Flux physiques Italie vers Auvergne-Rhône-Alpes,Flux physiques Luxembourg vers Auvergne-Rhône-Alpes,Flux physiques Royaume-Uni vers Auvergne-Rhône-Alpes,Flux physiques Suisse vers Auvergne-Rhône-Alpes,Flux physiques de Auvergne-Rhône-Alpes vers Allemagne,Flux physiques de Auvergne-Rhône-Alpes vers Belgique,Flux physiques de Auvergne-Rhône-Alpes vers Espagne,Flux physiques de Auvergne-Rhône-Alpes vers Italie,Flux physiques de Auvergne-Rhône-Alpes vers Luxembourg,Flux physiques de Auvergne-Rhône-Alpes vers Royaume-Uni,Flux physiques de Auvergne-Rhône-Alpes vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,02:30,7555.0,191.0,8566.0,51.0,0.0,3182.0,-13.0,123.0,0.0,0.0,0.0,0.0,-4545.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,90.0,-,83.0,-,-,-,-,139.0,6327.0,-,994.0,-,-,-,ND,-,-,ND,-,-,-,1103.0,-,-,316.0,2.53,17.97,113.38,63.12,0.68,7.45,0.0,0.0,42.12,27.79,1.63,64.4,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,02:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,03:00,7394.0,190.0,8377.0,59.0,0.0,2875.0,-13.0,122.0,0.0,0.0,0.0,0.0,-4215.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,76.0,-,75.0,-,-,-,-,114.0,6209.0,-,979.0,-,-,-,ND,-,-,ND,-,-,-,1128.0,-,-,323.0,2.57,17.87,113.29,61.73,0.8,8.61,0.0,0.0,38.88,25.1,1.65,63.87,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,03:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,03:30,7320.0,190.0,8448.0,64.0,0.0,2749.0,-895.0,122.0,0.0,0.0,0.0,0.0,-3359.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,62.0,-,63.0,-,-,-,-,115.0,5991.0,-,919.0,-,-,-,ND,-,-,ND,-,-,-,1097.0,-,-,324.0,2.6,17.87,115.41,62.25,0.87,9.34,0.0,0.0,37.55,24.0,1.67,63.87,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,03:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,04:00,7188.0,185.0,8387.0,63.0,0.0,2743.0,-1063.0,122.0,0.0,0.0,0.0,0.0,-3249.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,61.0,-,62.0,-,-,-,-,113.0,5836.0,-,879.0,-,-,-,ND,-,-,ND,-,-,-,1002.0,-,-,326.0,2.57,17.4,116.68,61.81,0.88,9.2,0.0,0.0,38.16,23.95,1.7,63.87,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,04:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,04:30,7112.0,185.0,8425.0,67.0,0.0,2602.0,-1224.0,120.0,0.0,0.0,0.0,0.0,-3064.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,46.0,-,42.0,-,-,-,-,110.0,5594.0,-,828.0,-,-,-,ND,-,-,ND,-,-,-,1158.0,-,-,370.0,2.6,17.4,118.46,62.09,0.94,9.78,0.0,0.0,36.59,22.72,1.69,62.83,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,04:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,05:00,7064.0,186.0,8544.0,67.0,0.0,2602.0,-1680.0,121.0,0.0,0.0,0.0,0.0,-2776.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,44.0,-,36.0,-,-,-,-,110.0,5494.0,-,802.0,-,-,-,ND,-,-,ND,-,-,-,1124.0,-,-,367.0,2.63,17.5,120.95,62.96,0.95,9.78,0.0,0.0,36.83,22.72,1.71,63.35,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,05:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,05:30,7126.0,186.0,8671.0,61.0,0.0,2590.0,-1871.0,120.0,0.0,0.0,0.0,0.0,-2631.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,40.0,-,33.0,-,-,-,-,110.0,5533.0,-,803.0,-,-,-,ND,-,-,ND,-,-,-,1151.0,-,-,376.0,2.61,17.5,121.68,63.9,0.86,8.91,0.0,0.0,36.35,22.62,1.68,62.83,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,05:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,06:00,7073.0,186.0,8570.0,59.0,0.0,2625.0,-2191.0,120.0,0.0,0.0,0.0,0.0,-2296.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,38.0,-,34.0,-,-,-,-,109.0,5500.0,-,755.0,-,-,-,ND,-,-,ND,-,-,-,1144.0,-,-,373.0,2.63,17.5,121.16,63.15,0.83,8.61,0.0,0.0,37.11,22.92,1.7,62.83,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,06:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,06:30,7035.0,186.0,8726.0,61.0,0.0,2645.0,-2187.0,120.0,0.0,0.0,0.0,0.0,-2515.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,40.0,-,39.0,-,-,-,-,109.0,5563.0,-,720.0,-,-,-,ND,-,-,ND,-,-,-,1229.0,-,-,376.0,2.64,17.5,124.04,64.3,0.87,8.91,0.0,0.0,37.6,23.1,1.71,62.83,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,06:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,07:00,7032.0,186.0,8654.0,68.0,0.0,2648.0,-2189.0,119.0,0.0,0.0,0.0,0.0,-2454.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,42.0,-,41.0,-,-,-,-,109.0,5577.0,-,718.0,-,-,-,ND,-,-,ND,-,-,-,1189.0,-,-,371.0,2.65,17.5,123.07,63.77,0.97,9.93,0.0,0.0,37.66,23.12,1.69,62.3,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,07:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,07:30,7072.0,186.0,8491.0,69.0,0.0,2634.0,-1951.0,122.0,0.0,0.0,0.0,0.0,-2478.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,45.0,-,37.0,-,-,-,-,107.0,5561.0,-,727.0,-,-,-,ND,-,-,ND,-,-,-,1247.0,-,-,363.0,2.63,17.5,120.07,62.57,0.98,10.07,0.0,0.0,37.25,23.0,1.73,63.87,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,07:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,08:00,7142.0,186.0,8760.0,63.0,0.0,2637.0,-1811.0,120.0,0.0,0.0,0.0,0.0,-2815.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,42.0,-,20.0,-,-,-,-,106.0,5479.0,-,720.0,-,-,-,ND,-,-,ND,-,-,-,1334.0,-,-,400.0,2.6,17.5,122.65,64.55,0.88,9.2,0.0,0.0,36.92,23.03,1.68,62.83,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,08:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,08:30,7097.0,186.0,9250.0,62.0,1.0,2605.0,-1555.0,120.0,0.0,0.0,0.0,0.0,-3572.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,34.0,-,33.0,-,-,-,-,109.0,5611.0,-,731.0,-,-,-,ND,-,-,ND,-,-,-,1557.0,-,-,490.0,2.62,17.5,130.34,68.17,0.87,9.05,0.01,0.07,36.71,22.75,1.69,62.83,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,08:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,09:00,7258.0,187.0,9270.0,70.0,47.0,2611.0,-1788.0,120.0,0.0,0.0,0.0,0.0,-3257.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,35.0,-,15.0,-,-,-,-,103.0,5477.0,-,730.0,-,-,-,ND,-,-,ND,-,-,-,1593.0,-,-,501.0,2.58,17.59,127.72,68.31,0.96,10.22,0.65,3.15,35.97,22.8,1.65,62.83,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,09:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,09:30,7417.0,188.0,9368.0,56.0,167.0,2635.0,-1676.0,120.0,0.0,0.0,0.0,0.0,-3441.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,35.0,-,15.0,-,-,-,-,99.0,5471.0,-,737.0,-,-,-,ND,-,-,ND,-,-,-,1685.0,-,-,537.0,2.53,17.69,126.3,69.03,0.76,8.18,2.25,11.19,35.53,23.01,1.62,62.83,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,09:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,10:00,7447.0,191.0,9453.0,60.0,303.0,2619.0,-1427.0,122.0,0.0,0.0,0.0,0.0,-3873.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,37.0,-,20.0,-,-,-,-,97.0,5375.0,-,713.0,-,-,-,ND,-,-,ND,-,-,-,1793.0,-,-,578.0,2.56,17.97,126.94,69.66,0.81,8.76,4.07,20.29,35.17,22.87,1.64,63.87,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,10:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,10:30,7506.0,190.0,9729.0,56.0,428.0,2409.0,-1377.0,118.0,0.0,0.0,0.0,0.0,-4046.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,37.0,-,10.0,-,-,-,-,91.0,4869.0,-,631.0,-,-,-,ND,-,-,ND,-,-,-,1919.0,-,-,780.0,2.53,17.87,129.62,71.69,0.75,8.18,5.7,28.67,32.09,21.04,1.57,61.78,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,10:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,11:00,7517.0,190.0,9848.0,53.0,530.0,2418.0,-1424.0,119.0,0.0,0.0,0.0,0.0,-4218.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,40.0,-,11.0,-,-,-,-,91.0,4624.0,-,586.0,-,-,-,ND,-,-,ND,-,-,-,1967.0,-,-,842.0,2.53,17.87,131.01,72.57,0.71,7.74,7.05,35.5,32.17,21.11,1.58,62.3,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,11:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,11:30,7636.0,189.0,10244.0,48.0,610.0,2492.0,-1470.0,120.0,0.0,0.0,0.0,0.0,-4597.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,159.0,-,14.0,-,-,-,-,115.0,4484.0,-,550.0,-,-,-,ND,-,-,ND,-,-,-,1961.0,-,-,908.0,2.48,17.78,134.15,75.49,0.63,7.01,7.99,40.86,32.63,21.76,1.57,62.83,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,11:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,12:00,7615.0,189.0,10314.0,52.0,663.0,2475.0,-1462.0,123.0,0.0,0.0,0.0,0.0,-4739.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,169.0,-,16.0,-,-,-,-,114.0,4539.0,-,533.0,-,-,-,ND,-,-,ND,-,-,-,1922.0,-,-,869.0,2.48,17.78,135.44,76.01,0.68,7.59,8.71,44.41,32.5,21.61,1.62,64.4,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,12:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,12:30,7596.0,189.0,10331.0,48.0,692.0,2722.0,-1193.0,121.0,0.0,0.0,0.0,0.0,-5314.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,134.0,-,30.0,-,-,-,-,116.0,4986.0,-,633.0,-,-,-,ND,-,-,ND,-,-,-,1786.0,-,-,660.0,2.49,17.78,136.01,76.13,0.63,7.01,9.11,46.35,35.83,23.77,1.59,63.35,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,12:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,13:00,7675.0,189.0,10261.0,37.0,696.0,2716.0,-716.0,122.0,0.0,0.0,0.0,0.0,-5630.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,186.0,-,40.0,-,-,-,-,117.0,5081.0,-,658.0,-,-,-,ND,-,-,ND,-,-,-,1666.0,-,-,601.0,2.46,17.78,133.69,75.62,0.48,5.4,9.07,46.62,35.39,23.72,1.59,63.87,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,13:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,13:30,7470.0,190.0,10270.0,34.0,683.0,2932.0,-718.0,123.0,0.0,0.0,0.0,0.0,-6044.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,243.0,-,43.0,-,-,-,-,118.0,5349.0,-,682.0,-,-,-,ND,-,-,ND,-,-,-,1625.0,-,-,559.0,2.54,17.87,137.48,75.68,0.46,4.96,9.14,45.75,39.25,25.6,1.65,64.4,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,13:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,14:00,7206.0,188.0,10262.0,25.0,644.0,2933.0,-556.0,122.0,0.0,0.0,0.0,0.0,-6413.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,285.0,-,30.0,-,-,-,-,120.0,5203.0,-,664.0,-,-,-,ND,-,-,ND,-,-,-,1876.0,-,-,676.0,2.61,17.69,142.41,75.62,0.35,3.65,8.94,43.13,40.7,25.61,1.69,63.87,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,14:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,14:30,6987.0,188.0,10343.0,20.0,579.0,2947.0,-220.0,125.0,0.0,0.0,0.0,0.0,-6995.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,570.0,-,13.0,-,-,-,-,119.0,4908.0,-,664.0,-,-,-,ND,-,-,ND,-,-,-,2251.0,-,-,932.0,2.69,17.69,148.03,76.22,0.29,2.92,8.29,38.78,42.18,25.73,1.79,65.45,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,14:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2022-01-01,15:00,6815.0,188.0,10439.0,19.0,475.0,3042.0,-3.0,124.0,0.0,0.0,0.0,0.0,-7469.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,704.0,-,7.0,-,-,-,-,119.0,4774.0,-,685.0,-,-,-,ND,-,-,ND,-,-,-,2511.0,-,-,1124.0,2.76,17.69,153.18,76.93,0.28,2.77,6.97,31.82,44.64,26.56,1.82,64.92,
