Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Grand-Est,Flux physiques de Bourgogne-Franche-Comté vers Grand-Est,Flux physiques de Bretagne vers Grand-Est,Flux physiques de Centre-Val de Loire vers Grand-Est,Flux physiques de Grand-Est vers Grand-Est,Flux physiques de Hauts-de-France vers Grand-Est,Flux physiques d'Ile-de-France vers Grand-Est,Flux physiques de Normandie vers Grand-Est,Flux physiques de Nouvelle-Aquitaine vers Grand-Est,Flux physiques d'Occitanie vers Grand-Est,Flux physiques de Pays-de-la-Loire vers Grand-Est,Flux physiques de PACA vers Grand-Est,Flux physiques de Grand-Est vers Auvergne-Rhône-Alpes,Flux physiques de Grand-Est vers Bourgogne-Franche-Comté,Flux physiques de Grand-Est vers Bretagne,Flux physiques de Grand-Est vers Centre-Val de Loire,Flux physiques de Grand-Est vers Grand-Est.1,Flux physiques de Grand-Est vers Hauts-de-France,Flux physiques de Grand-Est vers Ile-de-France,Flux physiques de Grand-Est vers Normandie,Flux physiques de Grand-Est vers Nouvelle-Aquitaine,Flux physiques de Grand-Est vers Occitanie,Flux physiques de Grand-Est vers Pays-de-la-Loire,Flux physiques de Grand-Est vers PACA,Flux physiques Allemagne vers Grand-Est,Flux physiques Belgique vers Grand-Est,Flux physiques Espagne vers Grand-Est,Flux physiques Italie vers Grand-Est,Flux physiques Luxembourg vers Grand-Est,Flux physiques Royaume-Uni vers Grand-Est,Flux physiques Suisse vers Grand-Est,Flux physiques de Grand-Est vers Allemagne,Flux physiques de Grand-Est vers Belgique,Flux physiques de Grand-Est vers Espagne,Flux physiques de Grand-Est vers Italie,Flux physiques de Grand-Est vers Luxembourg,Flux physiques de Grand-Est vers Royaume-Uni,Flux physiques de Grand-Est vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Grand-Est,Données définitives,2022-01-01,00:00,4581.0,513.0,6119.0,386.0,1.0,1582.0,-5.0,144.0,0.0,0.0,0.0,0.0,-4159.0,-,0,-,-,-,147,1,-,-,-,-,-,-,2596.0,-,-,-,385.0,1455.0,-,-,-,-,-,103,1056,-,-,ND,-,0,155.0,0.0,-,-,ND,-,870.0,11.2,15.76,133.57,56.55,8.43,9.4,0.02,0.11,34.53,68.46,3.14,56.47,
Grand-Est,Données définitives,2022-01-01,00:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,00:30,4529.0,217.0,6171.0,334.0,0.0,1691.0,-6.0,148.0,0.0,0.0,0.0,0.0,-4026.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2462.0,-,-,-,473.0,2120.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,133.0,0.0,-,-,ND,-,520.0,4.79,6.66,136.26,57.03,7.37,8.13,0.0,0.0,37.34,73.17,3.27,58.04,
Grand-Est,Données définitives,2022-01-01,00:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,01:00,4389.0,220.0,6156.0,257.0,0.0,1320.0,-6.0,149.0,0.0,0.0,0.0,0.0,-3706.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2457.0,-,-,-,309.0,1971.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,124.0,0.0,-,-,ND,-,519.0,5.01,6.76,140.26,56.89,5.86,6.26,0.0,0.0,30.08,57.12,3.39,58.43,
Grand-Est,Données définitives,2022-01-01,01:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,01:30,4425.0,220.0,6209.0,213.0,0.0,1353.0,-6.0,149.0,0.0,0.0,0.0,0.0,-3713.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2421.0,-,-,-,318.0,2020.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,102.0,0.0,-,-,ND,-,496.0,4.97,6.76,140.32,57.38,4.81,5.19,0.0,0.0,30.58,58.55,3.37,58.43,
Grand-Est,Données définitives,2022-01-01,01:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,02:00,4466.0,223.0,6183.0,158.0,0.0,1336.0,-6.0,151.0,0.0,0.0,0.0,0.0,-3579.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2485.0,-,-,-,357.0,2113.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,48.0,0.0,-,-,ND,-,448.0,4.99,6.85,138.45,57.14,3.54,3.85,0.0,0.0,29.91,57.81,3.38,59.22,
Grand-Est,Données définitives,2022-01-01,02:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,02:30,4424.0,224.0,6187.0,114.0,0.0,1340.0,-6.0,152.0,0.0,0.0,0.0,0.0,-3586.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2886.0,-,-,-,318.0,2049.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,15.0,0.0,-,-,ND,-,481.0,5.06,6.88,139.85,57.18,2.58,2.78,0.0,0.0,30.29,57.98,3.44,59.61,
Grand-Est,Données définitives,2022-01-01,02:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,03:00,4308.0,226.0,6120.0,109.0,0.0,1167.0,-6.0,150.0,0.0,0.0,0.0,0.0,-3458.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2969.0,-,-,-,168.0,1872.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,43.0,0.0,-,-,ND,-,520.0,5.25,6.94,142.06,56.56,2.53,2.65,0.0,0.0,27.09,50.5,3.48,58.82,
Grand-Est,Données définitives,2022-01-01,03:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,03:30,4203.0,226.0,6152.0,134.0,0.0,1175.0,-355.0,154.0,0.0,0.0,0.0,0.0,-3282.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,3239.0,-,-,-,89.0,1692.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,81.0,0.0,-,-,ND,-,582.0,5.38,6.94,146.37,56.86,3.19,3.26,0.0,0.0,27.96,50.84,3.66,60.39,
Grand-Est,Données définitives,2022-01-01,03:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,04:00,4075.0,226.0,6148.0,162.0,0.0,1177.0,-530.0,154.0,0.0,0.0,0.0,0.0,-3262.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,3119.0,-,-,-,84.0,1708.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,89.0,0.0,-,-,ND,-,557.0,5.55,6.94,150.87,56.82,3.98,3.94,0.0,0.0,28.88,50.93,3.78,60.39,
Grand-Est,Données définitives,2022-01-01,04:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,04:30,4012.0,227.0,6152.0,184.0,0.0,1176.0,-527.0,152.0,0.0,0.0,0.0,0.0,-3350.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,3112.0,-,-,-,82.0,1396.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,240.0,0.0,-,-,ND,-,610.0,5.66,6.97,153.34,56.86,4.59,4.48,0.0,0.0,29.31,50.89,3.79,59.61,
Grand-Est,Données définitives,2022-01-01,04:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,05:00,3989.0,225.0,5842.0,195.0,0.0,1175.0,-526.0,153.0,0.0,0.0,0.0,0.0,-3076.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,3101.0,-,-,-,80.0,1194.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,208.0,0.0,-,-,ND,-,592.0,5.64,6.91,146.45,53.99,4.89,4.75,0.0,0.0,29.46,50.84,3.84,60.0,
Grand-Est,Données définitives,2022-01-01,05:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,05:30,3986.0,234.0,5888.0,169.0,0.0,1171.0,-523.0,151.0,0.0,0.0,0.0,0.0,-3103.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,3155.0,-,-,-,81.0,1136.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,302.0,0.0,-,-,ND,-,605.0,5.87,7.19,147.72,54.42,4.24,4.11,0.0,0.0,29.38,50.67,3.79,59.22,
Grand-Est,Données définitives,2022-01-01,05:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,06:00,3971.0,230.0,5847.0,158.0,0.0,1168.0,-522.0,153.0,0.0,0.0,0.0,0.0,-3063.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,3247.0,-,-,-,82.0,1025.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,349.0,0.0,-,-,ND,-,615.0,5.79,7.06,147.24,54.04,3.98,3.85,0.0,0.0,29.41,50.54,3.85,60.0,
Grand-Est,Données définitives,2022-01-01,06:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,06:30,4016.0,230.0,5905.0,149.0,0.0,1170.0,-519.0,151.0,0.0,0.0,0.0,0.0,-3070.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,3239.0,-,-,-,81.0,1050.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,460.0,0.0,-,-,ND,-,624.0,5.73,7.06,147.04,54.57,3.71,3.63,0.0,0.0,29.13,50.63,3.76,59.22,
Grand-Est,Données définitives,2022-01-01,06:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,07:00,4027.0,232.0,5883.0,173.0,0.0,1169.0,-518.0,152.0,0.0,0.0,0.0,0.0,-3063.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,3257.0,-,-,-,82.0,1081.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,384.0,0.0,-,-,ND,-,615.0,5.76,7.13,146.09,54.37,4.3,4.21,0.0,0.0,29.03,50.58,3.77,59.61,
Grand-Est,Données définitives,2022-01-01,07:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,07:30,4057.0,233.0,6141.0,219.0,0.0,1172.0,-516.0,150.0,0.0,0.0,0.0,0.0,-3342.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,3302.0,-,-,-,85.0,1203.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,468.0,0.0,-,-,ND,-,604.0,5.74,7.16,151.37,56.76,5.4,5.33,0.0,0.0,28.89,50.71,3.7,58.82,
Grand-Est,Données définitives,2022-01-01,07:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,08:00,4072.0,232.0,6157.0,261.0,0.0,1169.0,-513.0,153.0,0.0,0.0,0.0,0.0,-3387.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,3156.0,-,-,-,82.0,982.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,873.0,0.0,-,-,ND,-,591.0,5.7,7.13,151.2,56.9,6.41,6.35,0.0,0.0,28.71,50.58,3.76,60.0,
Grand-Est,Données définitives,2022-01-01,08:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,08:30,3993.0,234.0,6080.0,345.0,0.0,1165.0,-511.0,156.0,0.0,0.0,0.0,0.0,-3475.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,3059.0,-,-,-,76.0,870.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,1127.0,0.0,-,-,ND,-,648.0,5.86,7.19,152.27,56.19,8.64,8.4,0.0,0.0,29.18,50.41,3.91,61.18,
Grand-Est,Données définitives,2022-01-01,08:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,09:00,3998.0,235.0,6077.0,403.0,19.0,1172.0,-508.0,157.0,0.0,0.0,0.0,0.0,-3558.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,3148.0,-,-,-,70.0,773.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,1340.0,0.0,-,-,ND,-,640.0,5.88,7.22,152.0,56.16,10.08,9.81,0.48,2.05,29.31,50.71,3.93,61.57,
Grand-Est,Données définitives,2022-01-01,09:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,09:30,4069.0,235.0,6147.0,459.0,66.0,1168.0,-505.0,157.0,0.0,0.0,0.0,0.0,-3657.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,3124.0,-,-,-,67.0,646.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,1568.0,0.0,-,-,ND,-,653.0,5.78,7.22,151.07,56.81,11.28,11.17,1.62,7.11,28.7,50.54,3.86,61.57,
Grand-Est,Données définitives,2022-01-01,09:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,10:00,4096.0,234.0,6261.0,469.0,111.0,1169.0,-501.0,157.0,0.0,0.0,0.0,0.0,-3805.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2937.0,-,-,-,65.0,703.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,1707.0,0.0,-,-,ND,-,620.0,5.71,7.19,152.86,57.87,11.45,11.42,2.71,11.96,28.54,50.58,3.83,61.57,
Grand-Est,Données définitives,2022-01-01,10:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,10:30,4145.0,234.0,6262.0,455.0,173.0,1172.0,-492.0,158.0,0.0,0.0,0.0,0.0,-3816.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2645.0,-,-,-,66.0,451.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,2148.0,0.0,-,-,ND,-,613.0,5.65,7.19,151.07,57.87,10.98,11.08,4.17,18.64,28.28,50.71,3.81,61.96,
Grand-Est,Données définitives,2022-01-01,10:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,11:00,4223.0,234.0,6272.0,413.0,218.0,1163.0,-488.0,156.0,0.0,0.0,0.0,0.0,-3746.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2441.0,-,-,-,65.0,444.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,2267.0,14.0,-,-,ND,-,566.0,5.54,7.19,148.52,57.97,9.78,10.05,5.16,23.49,27.54,50.32,3.69,61.18,
Grand-Est,Données définitives,2022-01-01,11:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,11:30,4343.0,234.0,6172.0,396.0,250.0,1163.0,-331.0,156.0,0.0,0.0,0.0,0.0,-3696.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2041.0,-,-,-,60.0,365.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,2735.0,40.0,-,-,ND,-,504.0,5.39,7.19,142.11,57.04,9.12,9.64,5.76,26.94,26.78,50.32,3.59,61.18,
Grand-Est,Données définitives,2022-01-01,11:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,12:00,4418.0,233.0,6178.0,397.0,273.0,1159.0,-170.0,160.0,0.0,0.0,0.0,0.0,-3813.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2019.0,-,-,-,58.0,412.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,2612.0,82.0,-,-,ND,-,465.0,5.27,7.16,139.84,57.1,8.99,9.66,6.18,29.42,26.23,50.15,3.62,62.75,
Grand-Est,Données définitives,2022-01-01,12:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,12:30,4521.0,233.0,6180.0,374.0,301.0,1156.0,-9.0,160.0,0.0,0.0,0.0,0.0,-3875.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1987.0,-,-,-,62.0,618.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,2151.0,10.0,-,-,ND,-,401.0,5.15,7.16,136.7,57.12,8.27,9.1,6.66,32.44,25.57,50.02,3.54,62.75,
Grand-Est,Données définitives,2022-01-01,12:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,13:00,4602.0,231.0,6161.0,323.0,293.0,1146.0,-9.0,159.0,0.0,0.0,0.0,0.0,-3703.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1818.0,-,-,-,69.0,740.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,1969.0,0.0,-,-,ND,-,337.0,5.02,7.09,133.88,56.94,7.02,7.86,6.37,31.57,24.9,49.59,3.46,62.35,
Grand-Est,Données définitives,2022-01-01,13:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,13:30,4376.0,231.0,6158.0,275.0,284.0,1149.0,-9.0,159.0,0.0,0.0,0.0,0.0,-3871.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1639.0,-,-,-,73.0,705.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,2272.0,0.0,-,-,ND,-,328.0,5.28,7.09,140.72,56.91,6.28,6.69,6.49,30.6,26.26,49.72,3.63,62.35,
Grand-Est,Données définitives,2022-01-01,13:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,14:00,4289.0,227.0,6156.0,231.0,289.0,1145.0,-9.0,158.0,0.0,0.0,0.0,0.0,-3909.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1481.0,-,-,-,71.0,600.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,2608.0,34.0,-,-,ND,-,368.0,5.29,6.97,143.53,56.89,5.39,5.62,6.74,31.14,26.7,49.55,3.68,61.96,
Grand-Est,Données définitives,2022-01-01,14:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,14:30,4161.0,227.0,6157.0,227.0,261.0,1146.0,-9.0,158.0,0.0,0.0,0.0,0.0,-4006.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1221.0,-,-,-,62.0,552.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,2842.0,186.0,-,-,ND,-,398.0,5.46,6.97,147.97,56.9,5.46,5.53,6.27,28.13,27.54,49.59,3.8,61.96,
Grand-Est,Données définitives,2022-01-01,14:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,15:00,4115.0,227.0,6149.0,218.0,220.0,1169.0,0.0,159.0,0.0,0.0,0.0,0.0,-4026.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1106.0,-,-,-,64.0,526.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,3064.0,176.0,-,-,ND,-,450.0,5.52,6.97,149.43,56.83,5.3,5.31,5.35,23.71,28.41,50.58,3.86,62.35,
Grand-Est,Données définitives,2022-01-01,15:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,15:30,4053.0,227.0,6152.0,189.0,141.0,1303.0,0.0,155.0,0.0,0.0,0.0,0.0,-4113.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,968.0,-,-,-,63.0,389.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,3528.0,420.0,-,-,ND,-,499.0,5.6,6.97,151.79,56.86,4.66,4.6,3.48,15.19,32.15,56.38,3.82,60.78,
Grand-Est,Données définitives,2022-01-01,15:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,16:00,4016.0,227.0,6143.0,207.0,83.0,1297.0,0.0,153.0,0.0,0.0,0.0,0.0,-4093.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1113.0,-,-,-,60.0,376.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,3441.0,288.0,-,-,ND,-,560.0,5.65,6.97,152.96,56.77,5.15,5.04,2.07,8.94,32.3,56.12,3.81,60.0,
Grand-Est,Données définitives,2022-01-01,16:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,16:30,4037.0,227.0,6149.0,285.0,25.0,1576.0,0.0,157.0,0.0,0.0,0.0,0.0,-4382.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1197.0,-,-,-,61.0,451.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,3210.0,309.0,-,-,ND,-,528.0,5.62,6.97,152.32,56.83,7.06,6.94,0.62,2.69,39.04,68.2,3.89,61.57,
Grand-Est,Données définitives,2022-01-01,16:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,17:00,4170.0,227.0,6173.0,430.0,0.0,1616.0,0.0,157.0,0.0,0.0,0.0,0.0,-4433.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1216.0,-,-,-,51.0,434.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,3374.0,299.0,-,-,ND,-,542.0,5.44,6.97,148.03,57.05,10.31,10.47,0.0,0.0,38.75,69.93,3.76,61.57,
Grand-Est,Données définitives,2022-01-01,17:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,17:30,4441.0,228.0,6151.0,569.0,0.0,1563.0,0.0,159.0,0.0,0.0,0.0,0.0,-4228.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1309.0,-,-,-,56.0,590.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,2794.0,50.0,-,-,ND,-,476.0,5.13,7.0,138.5,56.85,12.81,13.85,0.0,0.0,35.19,67.63,3.58,62.35,
Grand-Est,Données définitives,2022-01-01,17:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,18:00,4553.0,228.0,6148.0,712.0,0.0,1563.0,0.0,159.0,0.0,0.0,0.0,0.0,-4257.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1374.0,-,-,-,49.0,678.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,2567.0,43.0,-,-,ND,-,479.0,5.01,7.0,135.03,56.82,15.64,17.33,0.0,0.0,34.33,67.63,3.49,62.35,
Grand-Est,Données définitives,2022-01-01,18:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2022-01-01,18:30,4700.0,229.0,6153.0,771.0,0.0,1556.0,0.0,158.0,0.0,0.0,0.0,0.0,-4166.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1529.0,-,-,-,151.0,1007.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,1948.0,21.0,-,-,ND,-,434.0,4.87,7.03,130.91,56.87,16.4,18.77,0.0,0.0,33.11,67.33,3.36,61.96,
