Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers PACA,Flux physiques de Bourgogne-Franche-Comté vers PACA,Flux physiques de Bretagne vers PACA,Flux physiques de Centre-Val de Loire vers PACA,Flux physiques de Grand-Est vers PACA,Flux physiques de Hauts-de-France vers PACA,Flux physiques d'Ile-de-France vers PACA,Flux physiques de Normandie vers PACA,Flux physiques de Nouvelle-Aquitaine vers PACA,Flux physiques d'Occitanie vers PACA,Flux physiques de Pays-de-la-Loire vers PACA,Flux physiques de PACA vers PACA,Flux physiques de PACA vers Auvergne-Rhône-Alpes,Flux physiques de PACA vers Bourgogne-Franche-Comté,Flux physiques de PACA vers Bretagne,Flux physiques de PACA vers Centre-Val de Loire,Flux physiques de PACA vers Grand-Est,Flux physiques de PACA vers Hauts-de-France,Flux physiques de PACA vers Ile-de-France,Flux physiques de PACA vers Normandie,Flux physiques de PACA vers Nouvelle-Aquitaine,Flux physiques de PACA vers Occitanie,Flux physiques de PACA vers Pays-de-la-Loire,Flux physiques de PACA vers PACA.1,Flux physiques Allemagne vers PACA,Flux physiques Belgique vers PACA,Flux physiques Espagne vers PACA,Flux physiques Italie vers PACA,Flux physiques Luxembourg vers PACA,Flux physiques Royaume-Uni vers PACA,Flux physiques Suisse vers PACA,Flux physiques de PACA vers Allemagne,Flux physiques de PACA vers Belgique,Flux physiques de PACA vers Espagne,Flux physiques de PACA vers Italie,Flux physiques de PACA vers Luxembourg,Flux physiques de PACA vers Royaume-Uni,Flux physiques de PACA vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
PACA,Données définitives,2022-01-01,02:30,5048.0,170.0,0.0,0.0,0.0,814.0,0.0,89.0,0.0,0.0,0.0,0.0,3975.0,ND,-,-,-,-,-,-,-,-,ND,-,-,249.0,-,-,-,-,-,-,-,-,178.0,-,-,-,-,-,ND,-,-,-,-,-,-,130.0,-,-,-,3.37,6.25,0.0,-,0.0,0.0,0.0,0.0,16.13,24.87,1.76,30.38,
PACA,Données définitives,2022-01-01,02:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,03:00,4789.0,170.0,0.0,1.0,0.0,783.0,0.0,89.0,0.0,0.0,0.0,0.0,3747.0,ND,-,-,-,-,-,-,-,-,ND,-,-,223.0,-,-,-,-,-,-,-,-,224.0,-,-,-,-,-,ND,-,-,-,-,-,-,146.0,-,-,-,3.55,6.25,0.0,-,0.02,1.03,0.0,0.0,16.35,23.92,1.86,30.38,
PACA,Données définitives,2022-01-01,03:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,03:30,4652.0,170.0,0.0,0.0,0.0,738.0,-51.0,89.0,0.0,0.0,0.0,0.0,3707.0,ND,-,-,-,-,-,-,-,-,ND,-,-,223.0,-,-,-,-,-,-,-,-,224.0,-,-,-,-,-,ND,-,-,-,-,-,-,150.0,-,-,-,3.65,6.25,0.0,-,0.0,0.0,0.0,0.0,15.86,22.55,1.91,30.38,
PACA,Données définitives,2022-01-01,03:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,04:00,4531.0,171.0,0.0,0.0,0.0,713.0,-51.0,89.0,0.0,0.0,0.0,0.0,3610.0,ND,-,-,-,-,-,-,-,-,ND,-,-,212.0,-,-,-,-,-,-,-,-,208.0,-,-,-,-,-,ND,-,-,-,-,-,-,157.0,-,-,-,3.77,6.28,0.0,-,0.0,0.0,0.0,0.0,15.74,21.78,1.96,30.38,
PACA,Données définitives,2022-01-01,04:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,04:30,4431.0,170.0,0.0,0.0,0.0,666.0,-51.0,88.0,0.0,0.0,0.0,0.0,3558.0,ND,-,-,-,-,-,-,-,-,ND,-,-,211.0,-,-,-,-,-,-,-,-,202.0,-,-,-,-,-,ND,-,-,-,-,-,-,172.0,-,-,-,3.84,6.25,0.0,-,0.0,0.0,0.0,0.0,15.03,20.35,1.99,30.03,
PACA,Données définitives,2022-01-01,04:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,05:00,4381.0,171.0,0.0,0.0,0.0,666.0,-51.0,88.0,0.0,0.0,0.0,0.0,3508.0,ND,-,-,-,-,-,-,-,-,ND,-,-,215.0,-,-,-,-,-,-,-,-,201.0,-,-,-,-,-,ND,-,-,-,-,-,-,162.0,-,-,-,3.9,6.28,0.0,-,0.0,0.0,0.0,0.0,15.2,20.35,2.01,30.03,
PACA,Données définitives,2022-01-01,05:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,05:30,4378.0,171.0,0.0,0.0,0.0,666.0,-51.0,88.0,0.0,0.0,0.0,0.0,3505.0,ND,-,-,-,-,-,-,-,-,ND,-,-,219.0,-,-,-,-,-,-,-,-,201.0,-,-,-,-,-,ND,-,-,-,-,-,-,173.0,-,-,-,3.91,6.28,0.0,-,0.0,0.0,0.0,0.0,15.21,20.35,2.01,30.03,
PACA,Données définitives,2022-01-01,05:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,06:00,4338.0,171.0,0.0,0.0,0.0,664.0,-51.0,88.0,0.0,0.0,0.0,0.0,3467.0,ND,-,-,-,-,-,-,-,-,ND,-,-,218.0,-,-,-,-,-,-,-,-,200.0,-,-,-,-,-,ND,-,-,-,-,-,-,149.0,-,-,-,3.94,6.28,0.0,-,0.0,0.0,0.0,0.0,15.31,20.29,2.03,30.03,
PACA,Données définitives,2022-01-01,06:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,06:30,4339.0,171.0,0.0,0.0,0.0,742.0,-51.0,88.0,0.0,0.0,0.0,0.0,3390.0,ND,-,-,-,-,-,-,-,-,ND,-,-,219.0,-,-,-,-,-,-,-,-,202.0,-,-,-,-,-,ND,-,-,-,-,-,-,172.0,-,-,-,3.94,6.28,0.0,-,0.0,0.0,0.0,0.0,17.1,22.67,2.03,30.03,
PACA,Données définitives,2022-01-01,06:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,07:00,4339.0,170.0,0.0,0.0,0.0,750.0,-51.0,88.0,0.0,0.0,0.0,0.0,3382.0,ND,-,-,-,-,-,-,-,-,ND,-,-,214.0,-,-,-,-,-,-,-,-,201.0,-,-,-,-,-,ND,-,-,-,-,-,-,163.0,-,-,-,3.92,6.25,0.0,-,0.0,0.0,0.0,0.0,17.29,22.91,2.03,30.03,
PACA,Données définitives,2022-01-01,07:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,07:30,4349.0,171.0,0.0,0.0,0.0,735.0,-51.0,87.0,0.0,0.0,0.0,0.0,3408.0,ND,-,-,-,-,-,-,-,-,ND,-,-,212.0,-,-,-,-,-,-,-,-,199.0,-,-,-,-,-,ND,-,-,-,-,-,-,164.0,-,-,-,3.93,6.28,0.0,-,0.0,0.0,0.0,0.0,16.9,22.46,2.0,29.69,
PACA,Données définitives,2022-01-01,07:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,08:00,4364.0,171.0,0.0,0.0,0.0,733.0,-51.0,86.0,0.0,0.0,0.0,0.0,3426.0,ND,-,-,-,-,-,-,-,-,ND,-,-,217.0,-,-,-,-,-,-,-,-,195.0,-,-,-,-,-,ND,-,-,-,-,-,-,166.0,-,-,-,3.92,6.28,0.0,-,0.0,0.0,0.0,0.0,16.8,22.4,1.97,29.35,
PACA,Données définitives,2022-01-01,08:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,08:30,4380.0,170.0,0.0,0.0,6.0,728.0,-51.0,87.0,0.0,0.0,0.0,0.0,3439.0,ND,-,-,-,-,-,-,-,-,ND,-,-,221.0,-,-,-,-,-,-,-,-,203.0,-,-,-,-,-,ND,-,-,-,-,-,-,175.0,-,-,-,3.88,6.25,0.0,-,0.0,0.0,0.14,0.36,16.62,22.24,1.99,29.69,
PACA,Données définitives,2022-01-01,08:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,09:00,4504.0,171.0,0.0,1.0,58.0,723.0,-51.0,86.0,0.0,0.0,0.0,0.0,3516.0,ND,-,-,-,-,-,-,-,-,ND,-,-,222.0,-,-,-,-,-,-,-,-,194.0,-,-,-,-,-,ND,-,-,-,-,-,-,168.0,-,-,-,3.8,6.28,0.0,-,0.02,1.03,1.29,3.51,16.05,22.09,1.91,29.35,
PACA,Données définitives,2022-01-01,09:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,09:30,4633.0,170.0,0.0,1.0,145.0,693.0,-51.0,86.0,0.0,0.0,0.0,0.0,3589.0,ND,-,-,-,-,-,-,-,-,ND,-,-,228.0,-,-,-,-,-,-,-,-,191.0,-,-,-,-,-,ND,-,-,-,-,-,-,166.0,-,-,-,3.67,6.25,0.0,-,0.02,1.03,3.13,8.77,14.96,21.17,1.86,29.35,
PACA,Données définitives,2022-01-01,09:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,10:00,4778.0,170.0,0.0,0.0,254.0,692.0,-51.0,87.0,0.0,0.0,0.0,0.0,3626.0,ND,-,-,-,-,-,-,-,-,ND,-,-,219.0,-,-,-,-,-,-,-,-,187.0,-,-,-,-,-,ND,-,-,-,-,-,-,175.0,-,-,-,3.56,6.25,0.0,-,0.0,0.0,5.32,15.37,14.48,21.14,1.82,29.69,
PACA,Données définitives,2022-01-01,10:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,10:30,4836.0,170.0,0.0,0.0,361.0,678.0,-51.0,88.0,0.0,0.0,0.0,0.0,3590.0,ND,-,-,-,-,-,-,-,-,ND,-,-,245.0,-,-,-,-,-,-,-,-,181.0,-,-,-,-,-,ND,-,-,-,-,-,-,170.0,-,-,-,3.52,6.25,0.0,-,0.0,0.0,7.46,21.84,14.02,20.71,1.82,30.03,
PACA,Données définitives,2022-01-01,10:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,11:00,4917.0,170.0,0.0,0.0,446.0,731.0,-51.0,89.0,0.0,0.0,0.0,0.0,3532.0,ND,-,-,-,-,-,-,-,-,ND,-,-,251.0,-,-,-,-,-,-,-,-,179.0,-,-,-,-,-,ND,-,-,-,-,-,-,174.0,-,-,-,3.46,6.25,0.0,-,0.0,0.0,9.07,26.98,14.87,22.33,1.81,30.38,
PACA,Données définitives,2022-01-01,11:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,11:30,5039.0,171.0,0.0,0.0,493.0,772.0,-51.0,87.0,0.0,0.0,0.0,0.0,3567.0,ND,-,-,-,-,-,-,-,-,ND,-,-,271.0,-,-,-,-,-,-,-,-,181.0,-,-,-,-,-,ND,-,-,-,-,-,-,175.0,-,-,-,3.39,6.28,0.0,-,0.0,0.0,9.78,29.82,15.32,23.59,1.73,29.69,
PACA,Données définitives,2022-01-01,11:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,12:00,5172.0,170.0,0.0,0.0,526.0,863.0,-51.0,87.0,0.0,0.0,0.0,0.0,3577.0,ND,-,-,-,-,-,-,-,-,ND,-,-,265.0,-,-,-,-,-,-,-,-,200.0,-,-,-,-,-,ND,-,-,-,-,-,-,139.0,-,-,-,3.29,6.25,0.0,-,0.0,0.0,10.17,31.82,16.69,26.37,1.68,29.69,
PACA,Données définitives,2022-01-01,12:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,12:30,5342.0,169.0,0.0,0.0,549.0,861.0,-51.0,88.0,0.0,0.0,0.0,0.0,3725.0,ND,-,-,-,-,-,-,-,-,ND,-,-,243.0,-,-,-,-,-,-,-,-,208.0,-,-,-,-,-,ND,-,-,-,-,-,-,122.0,-,-,-,3.16,6.21,0.0,-,0.0,0.0,10.28,33.21,16.12,26.31,1.65,30.03,
PACA,Données définitives,2022-01-01,12:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,13:00,5328.0,170.0,0.0,0.0,552.0,858.0,0.0,88.0,0.0,0.0,0.0,0.0,3660.0,ND,-,-,-,-,-,-,-,-,ND,-,-,244.0,-,-,-,-,-,-,-,-,209.0,-,-,-,-,-,ND,-,-,-,-,-,-,125.0,-,-,-,3.19,6.25,0.0,-,0.0,0.0,10.36,33.39,16.1,26.21,1.65,30.03,
PACA,Données définitives,2022-01-01,13:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,13:30,5341.0,171.0,0.0,0.0,519.0,859.0,0.0,89.0,0.0,0.0,0.0,0.0,3704.0,ND,-,-,-,-,-,-,-,-,ND,-,-,224.0,-,-,-,-,-,-,-,-,210.0,-,-,-,-,-,ND,-,-,-,-,-,-,129.0,-,-,-,3.2,6.28,0.0,-,0.0,0.0,9.72,31.4,16.08,26.25,1.67,30.38,
PACA,Données définitives,2022-01-01,13:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,14:00,5235.0,171.0,0.0,0.0,488.0,863.0,0.0,89.0,0.0,0.0,0.0,0.0,3624.0,ND,-,-,-,-,-,-,-,-,ND,-,-,223.0,-,-,-,-,-,-,-,-,206.0,-,-,-,-,-,ND,-,-,-,-,-,-,166.0,-,-,-,3.27,6.28,0.0,-,0.0,0.0,9.32,29.52,16.49,26.37,1.7,30.38,
PACA,Données définitives,2022-01-01,14:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,14:30,5215.0,171.0,0.0,0.0,442.0,862.0,0.0,88.0,0.0,0.0,0.0,0.0,3654.0,ND,-,-,-,-,-,-,-,-,ND,-,-,244.0,-,-,-,-,-,-,-,-,191.0,-,-,-,-,-,ND,-,-,-,-,-,-,171.0,-,-,-,3.28,6.28,0.0,-,0.0,0.0,8.48,26.74,16.53,26.34,1.69,30.03,
PACA,Données définitives,2022-01-01,14:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,15:00,5111.0,171.0,0.0,0.0,371.0,804.0,0.0,88.0,0.0,0.0,0.0,0.0,3678.0,ND,-,-,-,-,-,-,-,-,ND,-,-,256.0,-,-,-,-,-,-,-,-,190.0,-,-,-,-,-,ND,-,-,-,-,-,-,172.0,-,-,-,3.35,6.28,0.0,-,0.0,0.0,7.26,22.44,15.73,24.56,1.72,30.03,
PACA,Données définitives,2022-01-01,15:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,15:30,5025.0,169.0,0.0,0.0,272.0,810.0,0.0,88.0,0.0,0.0,0.0,0.0,3687.0,ND,-,-,-,-,-,-,-,-,ND,-,-,289.0,-,-,-,-,-,-,-,-,183.0,-,-,-,-,-,ND,-,-,-,-,-,-,163.0,-,-,-,3.36,6.21,0.0,-,0.0,0.0,5.41,16.45,16.12,24.75,1.75,30.03,
PACA,Données définitives,2022-01-01,15:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,16:00,4955.0,169.0,0.0,0.0,169.0,812.0,0.0,88.0,0.0,0.0,0.0,0.0,3717.0,ND,-,-,-,-,-,-,-,-,ND,-,-,301.0,-,-,-,-,-,-,-,-,183.0,-,-,-,-,-,ND,-,-,-,-,-,-,150.0,-,-,-,3.41,6.21,0.0,-,0.0,0.0,3.41,10.22,16.39,24.81,1.78,30.03,
PACA,Données définitives,2022-01-01,16:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,16:30,4900.0,169.0,0.0,0.0,72.0,811.0,0.0,86.0,0.0,0.0,0.0,0.0,3762.0,ND,-,-,-,-,-,-,-,-,ND,-,-,302.0,-,-,-,-,-,-,-,-,187.0,-,-,-,-,-,ND,-,-,-,-,-,-,142.0,-,-,-,3.45,6.21,0.0,-,0.0,0.0,1.47,4.36,16.55,24.78,1.76,29.35,
PACA,Données définitives,2022-01-01,16:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,17:00,4914.0,170.0,0.0,1.0,10.0,991.0,0.0,86.0,0.0,0.0,0.0,0.0,3656.0,ND,-,-,-,-,-,-,-,-,ND,-,-,304.0,-,-,-,-,-,-,-,-,179.0,-,-,-,-,-,ND,-,-,-,-,-,-,167.0,-,-,-,3.46,6.25,0.0,-,0.02,1.03,0.2,0.6,20.17,30.28,1.75,29.35,
PACA,Données définitives,2022-01-01,17:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,17:30,5116.0,171.0,0.0,1.0,0.0,1058.0,0.0,86.0,0.0,0.0,0.0,0.0,3799.0,ND,-,-,-,-,-,-,-,-,ND,-,-,304.0,-,-,-,-,-,-,-,-,179.0,-,-,-,-,-,ND,-,-,-,-,-,-,124.0,-,-,-,3.34,6.28,0.0,-,0.02,1.03,0.0,0.0,20.68,32.33,1.68,29.35,
PACA,Données définitives,2022-01-01,17:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2022-01-01,18:00,5265.0,169.0,0.0,2.0,0.0,1069.0,0.0,85.0,0.0,0.0,0.0,0.0,3939.0,ND,-,-,-,-,-,-,-,-,ND,-,-,304.0,-,-,-,-,-,-,-,-,185.0,-,-,-,-,-,ND,-,-,-,-,-,-,133.0,-,-,-,3.21,6.21,0.0,-,0.04,2.06,0.0,0.0,20.3,32.66,1.61,29.01,
