timestamp_fr,datetime_utc,country,export_fr_to_country,import_country_to_fr,net_fr_to_country
2023-01-09 19:00:00,2023-01-09 18:00:00,BE,100.0375,8.8225,91.21499999999999
2023-01-09 19:00:00,2023-01-09 18:00:00,CH,2280.0,0.0,2280.0
2023-01-09 19:00:00,2023-01-09 18:00:00,DE-LU,1595.8175,0.0,1595.8175
2023-01-09 19:00:00,2023-01-09 18:00:00,ES,0.0,1173.79,-1173.79
2023-01-09 19:00:00,2023-01-09 18:00:00,GB,3576.0,0.0,3576.0
2023-01-09 19:00:00,2023-01-09 18:00:00,IT-North,3672.0,0.0,3672.0
