Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Pays-de-la-Loire,Flux physiques de Bourgogne-Franche-Comté vers Pays-de-la-Loire,Flux physiques de Bretagne vers Pays-de-la-Loire,Flux physiques de Centre-Val de Loire vers Pays-de-la-Loire,Flux physiques de Grand-Est vers Pays-de-la-Loire,Flux physiques de Hauts-de-France vers Pays-de-la-Loire,Flux physiques d'Ile-de-France vers Pays-de-la-Loire,Flux physiques de Normandie vers Pays-de-la-Loire,Flux physiques de Nouvelle-Aquitaine vers Pays-de-la-Loire,Flux physiques d'Occitanie vers Pays-de-la-Loire,Flux physiques de Pays-de-la-Loire vers Pays-de-la-Loire,Flux physiques de PACA vers Pays-de-la-Loire,Flux physiques de Pays-de-la-Loire vers Auvergne-Rhône-Alpes,Flux physiques de Pays-de-la-Loire vers Bourgogne-Franche-Comté,Flux physiques de Pays-de-la-Loire vers Bretagne,Flux physiques de Pays-de-la-Loire vers Centre-Val de Loire,Flux physiques de Pays-de-la-Loire vers Grand-Est,Flux physiques de Pays-de-la-Loire vers Hauts-de-France,Flux physiques de Pays-de-la-Loire vers Ile-de-France,Flux physiques de Pays-de-la-Loire vers Normandie,Flux physiques de Pays-de-la-Loire vers Nouvelle-Aquitaine,Flux physiques de Pays-de-la-Loire vers Occitanie,Flux physiques de Pays-de-la-Loire vers Pays-de-la-Loire.1,Flux physiques de Pays-de-la-Loire vers PACA,Flux physiques Allemagne vers Pays-de-la-Loire,Flux physiques Belgique vers Pays-de-la-Loire,Flux physiques Espagne vers Pays-de-la-Loire,Flux physiques Italie vers Pays-de-la-Loire,Flux physiques Luxembourg vers Pays-de-la-Loire,Flux physiques Royaume-Uni vers Pays-de-la-Loire,Flux physiques Suisse vers Pays-de-la-Loire,Flux physiques de Pays-de-la-Loire vers Allemagne,Flux physiques de Pays-de-la-Loire vers Belgique,Flux physiques de Pays-de-la-Loire vers Espagne,Flux physiques de Pays-de-la-Loire vers Italie,Flux physiques de Pays-de-la-Loire vers Luxembourg,Flux physiques de Pays-de-la-Loire vers Royaume-Uni,Flux physiques de Pays-de-la-Loire vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Pays-de-la-Loire,Données définitives,2023-01-01,00:00,3175.0,122.0,0.0,1249.0,0.0,5.0,0.0,61.0,0.0,0.0,0.0,0.0,1738.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,970.0,16.0,-,-,-,42.0,730.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.84,6.06,0.0,-,39.34,72.36,0.0,0.0,0.16,50.0,1.92,74.39,
Pays-de-la-Loire,Données définitives,2023-01-01,00:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,00:30,2980.0,127.0,0.0,1254.0,0.0,6.0,0.0,61.0,0.0,0.0,0.0,0.0,1532.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1068.0,17.0,-,-,-,41.0,898.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.26,6.31,0.0,-,42.08,72.65,0.0,0.0,0.2,60.0,2.05,74.39,
Pays-de-la-Loire,Données définitives,2023-01-01,00:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,01:00,2995.0,139.0,0.0,1034.0,0.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,1758.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1069.0,19.0,-,-,-,49.0,939.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.64,6.91,0.0,-,34.52,59.91,0.0,0.0,0.2,60.0,1.94,70.73,
Pays-de-la-Loire,Données définitives,2023-01-01,01:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,01:30,2929.0,142.0,0.0,910.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0,0.0,1813.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1130.0,17.0,-,-,-,53.0,862.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.85,7.05,0.0,-,31.07,52.72,0.0,0.0,0.2,60.0,2.01,71.95,
Pays-de-la-Loire,Données définitives,2023-01-01,01:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,02:00,2896.0,152.0,0.0,885.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0,0.0,1795.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1145.0,17.0,-,-,-,56.0,929.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.25,7.55,0.0,-,30.56,51.27,0.0,0.0,0.21,60.0,2.04,71.95,
Pays-de-la-Loire,Données définitives,2023-01-01,02:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,02:30,2733.0,153.0,0.0,848.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0,0.0,1667.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1130.0,17.0,-,-,-,57.0,917.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.6,7.6,0.0,-,31.03,49.13,0.0,0.0,0.22,60.0,2.16,71.95,
Pays-de-la-Loire,Données définitives,2023-01-01,02:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,03:00,2598.0,154.0,0.0,836.0,0.0,5.0,0.0,60.0,0.0,0.0,0.0,0.0,1543.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1082.0,15.0,-,-,-,54.0,878.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.93,7.65,0.0,-,32.18,48.44,0.0,0.0,0.19,50.0,2.31,73.17,
Pays-de-la-Loire,Données définitives,2023-01-01,03:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,03:30,2479.0,153.0,0.0,819.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0,0.0,1442.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1013.0,15.0,-,-,-,48.0,892.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.17,7.6,0.0,-,33.04,47.45,0.0,0.0,0.24,60.0,2.38,71.95,
Pays-de-la-Loire,Données définitives,2023-01-01,03:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,04:00,2420.0,154.0,0.0,824.0,0.0,6.0,0.0,60.0,0.0,0.0,0.0,0.0,1376.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,945.0,15.0,-,-,-,44.0,975.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.36,7.65,0.0,-,34.05,47.74,0.0,0.0,0.25,60.0,2.48,73.17,
Pays-de-la-Loire,Données définitives,2023-01-01,04:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,04:30,2339.0,153.0,0.0,808.0,0.0,6.0,0.0,60.0,0.0,0.0,0.0,0.0,1312.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,889.0,14.0,-,-,-,41.0,1094.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.54,7.6,0.0,-,34.54,46.81,0.0,0.0,0.26,60.0,2.57,73.17,
Pays-de-la-Loire,Données définitives,2023-01-01,04:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,05:00,2364.0,154.0,0.0,794.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0,0.0,1351.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,881.0,13.0,-,-,-,38.0,1043.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.51,7.65,0.0,-,33.59,46.0,0.0,0.0,0.25,60.0,2.5,71.95,
Pays-de-la-Loire,Données définitives,2023-01-01,05:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,05:30,2353.0,153.0,0.0,722.0,0.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,1414.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,874.0,14.0,-,-,-,38.0,1023.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.5,7.6,0.0,-,30.68,41.83,0.0,0.0,0.25,60.0,2.46,70.73,
Pays-de-la-Loire,Données définitives,2023-01-01,05:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,06:00,2332.0,154.0,0.0,627.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0,0.0,1488.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,918.0,14.0,-,-,-,42.0,1024.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.6,7.65,0.0,-,26.89,36.33,0.0,0.0,0.26,60.0,2.53,71.95,
Pays-de-la-Loire,Données définitives,2023-01-01,06:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,06:30,2345.0,155.0,0.0,699.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0,0.0,1427.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,886.0,13.0,-,-,-,42.0,1064.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.61,7.7,0.0,-,29.81,40.5,0.0,0.0,0.26,60.0,2.52,71.95,
Pays-de-la-Loire,Données définitives,2023-01-01,06:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,07:00,2367.0,155.0,0.0,731.0,0.0,6.0,0.0,60.0,0.0,0.0,0.0,0.0,1416.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,869.0,13.0,-,-,-,45.0,1070.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.55,7.7,0.0,-,30.88,42.35,0.0,0.0,0.25,60.0,2.53,73.17,
Pays-de-la-Loire,Données définitives,2023-01-01,07:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,07:30,2383.0,155.0,0.0,767.0,0.0,6.0,0.0,60.0,0.0,0.0,0.0,0.0,1396.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,920.0,12.0,-,-,-,44.0,931.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.5,7.7,0.0,-,32.19,44.44,0.0,0.0,0.25,60.0,2.52,73.17,
Pays-de-la-Loire,Données définitives,2023-01-01,07:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,08:00,2408.0,155.0,0.0,684.0,0.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,1504.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,968.0,13.0,-,-,-,46.0,945.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.44,7.7,0.0,-,28.41,39.63,0.0,0.0,0.25,60.0,2.41,70.73,
Pays-de-la-Loire,Données définitives,2023-01-01,08:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,08:30,2378.0,155.0,0.0,633.0,0.0,6.0,0.0,57.0,0.0,0.0,0.0,0.0,1527.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1050.0,13.0,-,-,-,47.0,867.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.52,7.7,0.0,-,26.62,36.67,0.0,0.0,0.25,60.0,2.4,69.51,
Pays-de-la-Loire,Données définitives,2023-01-01,08:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,09:00,2331.0,155.0,0.0,688.0,0.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,1424.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1022.0,13.0,-,-,-,46.0,852.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.65,7.7,0.0,-,29.52,39.86,0.0,0.0,0.26,60.0,2.49,70.73,
Pays-de-la-Loire,Données définitives,2023-01-01,09:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,09:30,2431.0,150.0,0.0,850.0,3.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,1364.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1036.0,14.0,-,-,-,39.0,796.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.17,7.45,0.0,-,34.97,49.25,0.12,0.33,0.25,60.0,2.39,70.73,
Pays-de-la-Loire,Données définitives,2023-01-01,09:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,10:00,2477.0,149.0,0.0,851.0,9.0,6.0,0.0,57.0,0.0,0.0,0.0,0.0,1406.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1137.0,13.0,-,-,-,38.0,543.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.02,7.4,0.0,-,34.36,49.3,0.36,0.98,0.24,60.0,2.3,69.51,
Pays-de-la-Loire,Données définitives,2023-01-01,10:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,10:30,2464.0,149.0,0.0,781.0,16.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,1454.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1267.0,13.0,-,-,-,40.0,314.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.05,7.4,0.0,-,31.7,45.25,0.65,1.74,0.24,60.0,2.35,70.73,
Pays-de-la-Loire,Données définitives,2023-01-01,10:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,11:00,2507.0,149.0,0.0,781.0,26.0,6.0,0.0,59.0,0.0,0.0,0.0,0.0,1488.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1367.0,13.0,-,-,-,43.0,118.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.94,7.4,0.0,-,31.15,45.25,1.04,2.83,0.24,60.0,2.35,71.95,
Pays-de-la-Loire,Données définitives,2023-01-01,11:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,11:30,2524.0,149.0,0.0,762.0,32.0,6.0,0.0,57.0,0.0,0.0,0.0,0.0,1518.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1498.0,13.0,-,-,-,40.0,36.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.9,7.4,0.0,-,30.19,44.15,1.27,3.48,0.24,60.0,2.26,69.51,
Pays-de-la-Loire,Données définitives,2023-01-01,11:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,12:00,2706.0,149.0,0.0,742.0,46.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,1706.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1698.0,16.0,-,-,-,50.0,44.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.51,7.4,0.0,-,27.42,42.99,1.7,5.0,0.22,60.0,2.14,70.73,
Pays-de-la-Loire,Données définitives,2023-01-01,12:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,12:30,2623.0,149.0,0.0,436.0,65.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,1910.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1735.0,27.0,-,-,-,53.0,48.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.68,7.4,0.0,-,16.62,25.26,2.48,7.07,0.23,60.0,2.21,70.73,
Pays-de-la-Loire,Données définitives,2023-01-01,12:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,13:00,2563.0,149.0,0.0,407.0,77.0,6.0,0.0,59.0,0.0,0.0,0.0,0.0,1865.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1968.0,59.0,-,-,-,103.0,56.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.81,7.4,0.0,-,15.88,23.58,3.0,8.37,0.23,60.0,2.3,71.95,
Pays-de-la-Loire,Données définitives,2023-01-01,13:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,13:30,2527.0,154.0,0.0,456.0,66.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,1788.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2066.0,78.0,-,-,-,122.0,66.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.09,7.65,0.0,-,18.05,26.42,2.61,7.17,0.24,60.0,2.3,70.73,
Pays-de-la-Loire,Données définitives,2023-01-01,13:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,14:00,2434.0,149.0,0.0,511.0,61.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,1648.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2076.0,75.0,-,-,-,119.0,72.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.12,7.4,0.0,-,20.99,29.61,2.51,6.63,0.25,60.0,2.38,70.73,
Pays-de-la-Loire,Données définitives,2023-01-01,14:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,14:30,2440.0,149.0,0.0,662.0,59.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,1505.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2173.0,92.0,-,-,-,131.0,71.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.11,7.4,0.0,-,27.13,38.35,2.42,6.41,0.25,60.0,2.38,70.73,
Pays-de-la-Loire,Données définitives,2023-01-01,14:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,15:00,2483.0,149.0,0.0,677.0,47.0,6.0,0.0,60.0,0.0,0.0,0.0,0.0,1544.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2153.0,82.0,-,-,-,126.0,70.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.0,7.4,0.0,-,27.27,39.22,1.89,5.11,0.24,60.0,2.42,73.17,
Pays-de-la-Loire,Données définitives,2023-01-01,15:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,15:30,2379.0,149.0,0.0,817.0,28.0,6.0,0.0,59.0,0.0,0.0,0.0,0.0,1321.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2167.0,95.0,-,-,-,157.0,64.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.26,7.4,0.0,-,34.34,47.33,1.18,3.04,0.25,60.0,2.48,71.95,
Pays-de-la-Loire,Données définitives,2023-01-01,15:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,16:00,2426.0,149.0,0.0,973.0,20.0,6.0,0.0,59.0,0.0,0.0,0.0,0.0,1219.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2186.0,97.0,-,-,-,195.0,65.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.14,7.4,0.0,-,40.11,56.37,0.82,2.17,0.25,60.0,2.43,71.95,
Pays-de-la-Loire,Données définitives,2023-01-01,16:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,16:30,2399.0,148.0,0.0,1021.0,9.0,6.0,0.0,60.0,0.0,0.0,0.0,0.0,1155.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2152.0,101.0,-,-,-,208.0,67.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.17,7.35,0.0,-,42.56,59.15,0.38,0.98,0.25,60.0,2.5,73.17,
Pays-de-la-Loire,Données définitives,2023-01-01,16:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,17:00,2383.0,149.0,0.0,1061.0,3.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,1106.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2193.0,108.0,-,-,-,255.0,72.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.25,7.4,0.0,-,44.52,61.47,0.13,0.33,0.25,60.0,2.43,70.73,
Pays-de-la-Loire,Données définitives,2023-01-01,17:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,17:30,2457.0,149.0,0.0,1118.0,0.0,6.0,0.0,56.0,0.0,0.0,0.0,0.0,1128.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2104.0,112.0,-,-,-,252.0,70.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.06,7.4,0.0,-,45.5,64.77,0.0,0.0,0.24,60.0,2.28,68.29,
Pays-de-la-Loire,Données définitives,2023-01-01,17:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-01-01,18:00,2623.0,149.0,0.0,1179.0,0.0,6.0,0.0,57.0,0.0,0.0,0.0,0.0,1232.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2047.0,96.0,-,-,-,210.0,60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.68,7.4,0.0,-,44.95,68.31,0.0,0.0,0.23,60.0,2.17,69.51,
Pays-de-la-Loire,Données définitives,2023-01-01,18:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
