Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Ile-de-France,Flux physiques de Bourgogne-Franche-Comté vers Ile-de-France,Flux physiques de Bretagne vers Ile-de-France,Flux physiques de Centre-Val de Loire vers Ile-de-France,Flux physiques de Grand-Est vers Ile-de-France,Flux physiques de Hauts-de-France vers Ile-de-France,Flux physiques d'Ile-de-France vers Ile-de-France,Flux physiques de Normandie vers Ile-de-France,Flux physiques de Nouvelle-Aquitaine vers Ile-de-France,Flux physiques d'Occitanie vers Ile-de-France,Flux physiques de Pays-de-la-Loire vers Ile-de-France,Flux physiques de PACA vers Ile-de-France,Flux physiques de Ile-de-France vers Auvergne-Rhône-Alpes,Flux physiques de Ile-de-France vers Bourgogne-Franche-Comté,Flux physiques de Ile-de-France vers Bretagne,Flux physiques de Ile-de-France vers Centre-Val de Loire,Flux physiques de Ile-de-France vers Grand-Est,Flux physiques de Ile-de-France vers Hauts-de-France,Flux physiques de Ile-de-France vers Ile-de-France,Flux physiques de Ile-de-France vers Normandie,Flux physiques de Ile-de-France vers Nouvelle-Aquitaine,Flux physiques de Ile-de-France vers Occitanie,Flux physiques de Ile-de-France vers Pays-de-la-Loire,Flux physiques de Ile-de-France vers PACA,Flux physiques Allemagne vers Ile-de-France,Flux physiques Belgique vers Ile-de-France,Flux physiques Espagne vers Ile-de-France,Flux physiques Italie vers Ile-de-France,Flux physiques Luxembourg vers Ile-de-France,Flux physiques Royaume-Uni vers Ile-de-France,Flux physiques Suisse vers Ile-de-France,Flux physiques de Ile-de-France vers Allemagne,Flux physiques de Ile-de-France vers Belgique,Flux physiques de Ile-de-France vers Espagne,Flux physiques de Ile-de-France vers Italie,Flux physiques de Ile-de-France vers Luxembourg,Flux physiques de Ile-de-France vers Royaume-Uni,Flux physiques de Ile-de-France vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Ile-de-France,Données définitives,2023-01-01,00:00,7060.0,257.0,0.0,131.0,0.0,8.0,0.0,123.0,0.0,0.0,0.0,0.0,6544.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,30.0,-,860.0,4.0,58.0,-,404.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.64,11.83,0.0,ND,1.86,90.34,0.0,0.0,0.11,42.11,1.74,38.56,
Ile-de-France,Données définitives,2023-01-01,00:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,00:30,6800.0,259.0,0.0,132.0,0.0,8.0,0.0,138.0,0.0,0.0,0.0,0.0,6262.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,24.0,-,1112.0,4.0,62.0,-,423.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.81,11.92,0.0,ND,1.94,91.03,0.0,0.0,0.12,42.11,2.03,43.26,
Ile-de-France,Données définitives,2023-01-01,00:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,01:00,6635.0,259.0,0.0,126.0,0.0,8.0,0.0,137.0,0.0,0.0,0.0,0.0,6104.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,14.0,-,1298.0,4.0,163.0,-,500.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.9,11.92,0.0,ND,1.9,86.9,0.0,0.0,0.12,42.11,2.06,42.95,
Ile-de-France,Données définitives,2023-01-01,01:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,01:30,6416.0,259.0,0.0,114.0,0.0,8.0,0.0,139.0,0.0,0.0,0.0,0.0,5900.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,14.0,-,1276.0,4.0,225.0,-,561.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.04,11.92,0.0,ND,1.78,78.62,0.0,0.0,0.12,42.11,2.17,43.57,
Ile-de-France,Données définitives,2023-01-01,01:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,02:00,6336.0,259.0,0.0,113.0,0.0,8.0,0.0,141.0,0.0,0.0,0.0,0.0,5816.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,21.0,-,1378.0,4.0,187.0,-,568.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.09,11.92,0.0,ND,1.78,77.93,0.0,0.0,0.13,42.11,2.23,44.2,
Ile-de-France,Données définitives,2023-01-01,02:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,02:30,6114.0,259.0,0.0,114.0,0.0,8.0,0.0,134.0,0.0,0.0,0.0,0.0,5602.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,23.0,-,1337.0,4.0,168.0,-,556.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.24,11.92,0.0,ND,1.86,78.62,0.0,0.0,0.13,42.11,2.19,42.01,
Ile-de-France,Données définitives,2023-01-01,02:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,03:00,5938.0,259.0,0.0,115.0,0.0,8.0,0.0,134.0,0.0,0.0,0.0,0.0,5425.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,50.0,-,1111.0,4.0,81.0,-,491.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.36,11.92,0.0,ND,1.94,79.31,0.0,0.0,0.13,42.11,2.26,42.01,
Ile-de-France,Données définitives,2023-01-01,03:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,03:30,5764.0,259.0,0.0,114.0,0.0,8.0,0.0,139.0,0.0,0.0,0.0,0.0,5244.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,86.0,-,1020.0,4.0,41.0,-,448.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.49,11.92,0.0,ND,1.98,78.62,0.0,0.0,0.14,42.11,2.41,43.57,
Ile-de-France,Données définitives,2023-01-01,03:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,04:00,5673.0,258.0,0.0,110.0,0.0,8.0,0.0,137.0,0.0,0.0,0.0,0.0,5161.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,133.0,-,1135.0,4.0,29.0,-,414.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.55,11.87,0.0,ND,1.94,75.86,0.0,0.0,0.14,42.11,2.41,42.95,
Ile-de-France,Données définitives,2023-01-01,04:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,04:30,5559.0,258.0,0.0,102.0,0.0,8.0,0.0,137.0,0.0,0.0,0.0,0.0,5057.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,139.0,-,1232.0,4.0,28.0,-,400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.64,11.87,0.0,ND,1.83,70.34,0.0,0.0,0.14,42.11,2.46,42.95,
Ile-de-France,Données définitives,2023-01-01,04:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,05:00,5582.0,259.0,0.0,94.0,0.0,8.0,0.0,136.0,0.0,0.0,0.0,0.0,5085.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,138.0,-,1105.0,4.0,27.0,-,377.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.64,11.92,0.0,ND,1.68,64.83,0.0,0.0,0.14,42.11,2.44,42.63,
Ile-de-France,Données définitives,2023-01-01,05:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,05:30,5536.0,260.0,0.0,95.0,0.0,8.0,0.0,138.0,0.0,0.0,0.0,0.0,5036.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,131.0,-,1071.0,4.0,27.0,-,376.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.7,11.97,0.0,ND,1.72,65.52,0.0,0.0,0.14,42.11,2.49,43.26,
Ile-de-France,Données définitives,2023-01-01,05:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,06:00,5608.0,260.0,0.0,97.0,0.0,8.0,0.0,138.0,0.0,0.0,0.0,0.0,5105.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,112.0,-,1215.0,4.0,57.0,-,430.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.64,11.97,0.0,ND,1.73,66.9,0.0,0.0,0.14,42.11,2.46,43.26,
Ile-de-France,Données définitives,2023-01-01,06:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,06:30,5563.0,260.0,0.0,97.0,0.0,8.0,0.0,138.0,0.0,0.0,0.0,0.0,5060.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,117.0,-,1200.0,4.0,27.0,-,419.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.67,11.97,0.0,ND,1.74,66.9,0.0,0.0,0.14,42.11,2.48,43.26,
Ile-de-France,Données définitives,2023-01-01,06:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,07:00,5630.0,260.0,0.0,91.0,0.0,8.0,0.0,131.0,0.0,0.0,0.0,0.0,5141.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,134.0,-,1240.0,3.0,27.0,-,427.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.62,11.97,0.0,ND,1.62,62.76,0.0,0.0,0.14,42.11,2.33,41.07,
Ile-de-France,Données définitives,2023-01-01,07:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,07:30,5644.0,260.0,0.0,93.0,0.0,8.0,0.0,132.0,0.0,0.0,0.0,0.0,5151.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,158.0,-,1015.0,3.0,27.0,-,416.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.61,11.97,0.0,ND,1.65,64.14,0.0,0.0,0.14,42.11,2.34,41.38,
Ile-de-France,Données définitives,2023-01-01,07:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,08:00,5732.0,260.0,0.0,92.0,0.0,8.0,0.0,133.0,0.0,0.0,0.0,0.0,5241.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,132.0,-,1085.0,3.0,27.0,-,442.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.54,11.97,0.0,ND,1.61,63.45,0.0,0.0,0.14,42.11,2.32,41.69,
Ile-de-France,Données définitives,2023-01-01,08:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,08:30,5776.0,260.0,0.0,91.0,0.0,8.0,0.0,131.0,0.0,0.0,0.0,0.0,5285.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,130.0,-,971.0,3.0,41.0,-,451.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.5,11.97,0.0,ND,1.58,62.76,0.0,0.0,0.14,42.11,2.27,41.07,
Ile-de-France,Données définitives,2023-01-01,08:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,09:00,5811.0,263.0,0.0,84.0,0.0,8.0,0.0,134.0,0.0,0.0,0.0,0.0,5323.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,137.0,-,950.0,3.0,46.0,-,445.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.53,12.1,0.0,ND,1.45,57.93,0.0,0.0,0.14,42.11,2.31,42.01,
Ile-de-France,Données définitives,2023-01-01,09:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,09:30,5932.0,263.0,0.0,96.0,0.0,8.0,0.0,131.0,0.0,0.0,0.0,0.0,5433.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,135.0,-,905.0,2.0,37.0,-,431.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.43,12.1,0.0,ND,1.62,66.21,0.0,0.0,0.13,42.11,2.21,41.07,
Ile-de-France,Données définitives,2023-01-01,09:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,10:00,6203.0,264.0,0.0,63.0,2.0,8.0,0.0,132.0,0.0,0.0,0.0,0.0,5734.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,95.0,-,537.0,2.0,94.0,-,420.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.26,12.15,0.0,ND,1.02,43.45,0.03,0.79,0.13,42.11,2.13,41.38,
Ile-de-France,Données définitives,2023-01-01,10:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,10:30,6331.0,264.0,0.0,57.0,6.0,8.0,0.0,133.0,0.0,0.0,0.0,0.0,5860.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,87.0,-,276.0,1.0,121.0,-,422.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.17,12.15,0.0,ND,0.9,39.31,0.09,2.36,0.13,42.11,2.1,41.69,
Ile-de-France,Données définitives,2023-01-01,10:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,11:00,6529.0,264.0,0.0,57.0,9.0,8.0,0.0,136.0,0.0,0.0,0.0,0.0,6053.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,76.0,-,85.0,1.0,240.0,-,423.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.04,12.15,0.0,ND,0.87,39.31,0.14,3.54,0.12,42.11,2.08,42.63,
Ile-de-France,Données définitives,2023-01-01,11:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,11:30,6713.0,264.0,0.0,46.0,9.0,8.0,0.0,131.0,0.0,0.0,0.0,0.0,6260.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,92.0,-,86.0,1.0,127.0,-,385.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.93,12.15,0.0,ND,0.69,31.72,0.13,3.54,0.12,42.11,1.95,41.07,
Ile-de-France,Données définitives,2023-01-01,11:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,12:00,6978.0,264.0,0.0,40.0,10.0,8.0,0.0,135.0,0.0,0.0,0.0,0.0,6520.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,65.0,-,91.0,1.0,253.0,-,419.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.78,12.15,0.0,ND,0.57,27.59,0.14,3.94,0.11,42.11,1.93,42.32,
Ile-de-France,Données définitives,2023-01-01,12:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,12:30,7163.0,264.0,0.0,29.0,15.0,8.0,0.0,130.0,0.0,0.0,0.0,0.0,6718.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,56.0,-,103.0,1.0,396.0,-,450.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.69,12.15,0.0,ND,0.4,20.0,0.21,5.91,0.11,42.11,1.81,40.75,
Ile-de-France,Données définitives,2023-01-01,12:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,13:00,7234.0,264.0,0.0,28.0,13.0,8.0,0.0,130.0,0.0,0.0,0.0,0.0,6794.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,32.0,-,106.0,0.0,459.0,-,414.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.65,12.15,0.0,ND,0.39,19.31,0.18,5.12,0.11,42.11,1.8,40.75,
Ile-de-France,Données définitives,2023-01-01,13:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,13:30,7147.0,260.0,0.0,30.0,10.0,8.0,0.0,130.0,0.0,0.0,0.0,0.0,6711.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,30.0,-,104.0,0.0,525.0,-,399.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.64,11.97,0.0,ND,0.42,20.69,0.14,3.94,0.11,42.11,1.82,40.75,
Ile-de-France,Données définitives,2023-01-01,13:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,14:00,7267.0,261.0,0.0,32.0,7.0,8.0,0.0,129.0,0.0,0.0,0.0,0.0,6829.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,38.0,-,103.0,1.0,337.0,-,268.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.59,12.01,0.0,ND,0.44,22.07,0.1,2.76,0.11,42.11,1.78,40.44,
Ile-de-France,Données définitives,2023-01-01,14:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,14:30,7243.0,259.0,0.0,29.0,6.0,8.0,0.0,129.0,0.0,0.0,0.0,0.0,6812.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,27.0,-,101.0,0.0,346.0,-,261.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.58,11.92,0.0,ND,0.4,20.0,0.08,2.36,0.11,42.11,1.78,40.44,
Ile-de-France,Données définitives,2023-01-01,14:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,15:00,7175.0,259.0,0.0,34.0,6.0,8.0,0.0,124.0,0.0,0.0,0.0,0.0,6742.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,6.0,-,102.0,0.0,422.0,-,273.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.61,11.92,0.0,ND,0.47,23.45,0.08,2.36,0.11,42.11,1.73,38.87,
Ile-de-France,Données définitives,2023-01-01,15:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,15:30,7109.0,258.0,0.0,42.0,6.0,8.0,0.0,125.0,0.0,0.0,0.0,0.0,6671.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,4.0,-,98.0,0.0,284.0,-,183.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.63,11.87,0.0,ND,0.59,28.97,0.08,2.36,0.11,42.11,1.76,39.18,
Ile-de-France,Données définitives,2023-01-01,15:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,16:00,7088.0,258.0,0.0,46.0,3.0,8.0,0.0,125.0,0.0,0.0,0.0,0.0,6647.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,4.0,-,102.0,0.0,292.0,-,135.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.64,11.87,0.0,ND,0.65,31.72,0.04,1.18,0.11,42.11,1.76,39.18,
Ile-de-France,Données définitives,2023-01-01,16:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,16:30,7097.0,261.0,0.0,66.0,1.0,8.0,0.0,121.0,0.0,0.0,0.0,0.0,6641.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,2.0,-,108.0,0.0,295.0,-,94.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.68,12.01,0.0,ND,0.93,45.52,0.01,0.39,0.11,42.11,1.7,37.93,
Ile-de-France,Données définitives,2023-01-01,16:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,17:00,7229.0,261.0,0.0,84.0,0.0,8.0,0.0,121.0,0.0,0.0,0.0,0.0,6753.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,2.0,-,108.0,1.0,493.0,-,73.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.61,12.01,0.0,ND,1.16,57.93,0.0,0.0,0.11,42.11,1.67,37.93,
Ile-de-France,Données définitives,2023-01-01,17:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,17:30,7452.0,261.0,0.0,90.0,0.0,8.0,0.0,124.0,0.0,0.0,0.0,0.0,6972.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,2.0,-,104.0,1.0,419.0,-,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.5,12.01,0.0,ND,1.21,62.07,0.0,0.0,0.11,42.11,1.66,38.87,
Ile-de-France,Données définitives,2023-01-01,17:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,18:00,7567.0,260.0,0.0,87.0,0.0,8.0,0.0,121.0,0.0,0.0,0.0,0.0,7092.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,2.0,-,118.0,1.0,219.0,-,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.44,11.97,0.0,ND,1.15,60.0,0.0,0.0,0.11,42.11,1.6,37.93,
Ile-de-France,Données définitives,2023-01-01,18:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2023-01-01,18:30,7616.0,260.0,0.0,110.0,0.0,8.0,0.0,124.0,0.0,0.0,0.0,0.0,7112.0,-,ND,-,ND,ND,ND,-,ND,-,-,-,-,-,4.0,-,129.0,2.0,154.0,-,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.41,11.97,0.0,ND,1.44,75.86,0.0,0.0,0.11,42.11,1.63,38.87,
Ile-de-France,Données définitives,2023-01-01,18:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
