Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Bourgogne-Franche-Comté,Flux physiques de Bourgogne-Franche-Comté vers Bourgogne-Franche-Comté,Flux physiques de Bretagne vers Bourgogne-Franche-Comté,Flux physiques de Centre-Val de Loire vers Bourgogne-Franche-Comté,Flux physiques de Grand-Est vers Bourgogne-Franche-Comté,Flux physiques de Hauts-de-France vers Bourgogne-Franche-Comté,Flux physiques d'Ile-de-France vers Bourgogne-Franche-Comté,Flux physiques de Normandie vers Bourgogne-Franche-Comté,Flux physiques de Nouvelle-Aquitaine vers Bourgogne-Franche-Comté,Flux physiques d'Occitanie vers Bourgogne-Franche-Comté,Flux physiques de Pays-de-la-Loire vers Bourgogne-Franche-Comté,Flux physiques de PACA vers Bourgogne-Franche-Comté,Flux physiques de Bourgogne-Franche-Comté vers Auvergne-Rhône-Alpes,Flux physiques de Bourgogne-Franche-Comté vers Bourgogne-Franche-Comté.1,Flux physiques de Bourgogne-Franche-Comté vers Bretagne,Flux physiques de Bourgogne-Franche-Comté vers Centre-Val de Loire,Flux physiques de Bourgogne-Franche-Comté vers Grand-Est,Flux physiques de Bourgogne-Franche-Comté vers Hauts-de-France,Flux physiques de Bourgogne-Franche-Comté vers Ile-de-France,Flux physiques de Bourgogne-Franche-Comté vers Normandie,Flux physiques de Bourgogne-Franche-Comté vers Nouvelle-Aquitaine,Flux physiques de Bourgogne-Franche-Comté vers Occitanie,Flux physiques de Bourgogne-Franche-Comté vers Pays-de-la-Loire,Flux physiques de Bourgogne-Franche-Comté vers PACA,Flux physiques Allemagne vers Bourgogne-Franche-Comté,Flux physiques Belgique vers Bourgogne-Franche-Comté,Flux physiques Espagne vers Bourgogne-Franche-Comté,Flux physiques Italie vers Bourgogne-Franche-Comté,Flux physiques Luxembourg vers Bourgogne-Franche-Comté,Flux physiques Royaume-Uni vers Bourgogne-Franche-Comté,Flux physiques Suisse vers Bourgogne-Franche-Comté,Flux physiques de Bourgogne-Franche-Comté vers Allemagne,Flux physiques de Bourgogne-Franche-Comté vers Belgique,Flux physiques de Bourgogne-Franche-Comté vers Espagne,Flux physiques de Bourgogne-Franche-Comté vers Italie,Flux physiques de Bourgogne-Franche-Comté vers Luxembourg,Flux physiques de Bourgogne-Franche-Comté vers Royaume-Uni,Flux physiques de Bourgogne-Franche-Comté vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Bourgogne-Franche-Comté,Données définitives,2023-01-01,08:00,1679.0,159.0,0.0,540.0,0.0,176.0,0.0,50.0,0.0,0.0,0.0,0.0,754.0,ND,-,-,ND,ND,-,ND,-,-,-,-,-,1975.0,-,-,43.0,16.0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,0.0,9.47,41.51,0.0,ND,32.16,52.58,0.0,0.0,10.48,33.65,2.98,62.5,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,08:15,,,,,,,,,,,,,,,-,-,,,-,,-,-,-,-,-,,-,-,,,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,08:30,1652.0,160.0,0.0,496.0,1.0,183.0,0.0,50.0,0.0,0.0,0.0,0.0,762.0,ND,-,-,ND,ND,-,ND,-,-,-,-,-,1902.0,-,-,42.0,16.0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,0.0,9.69,41.78,0.0,ND,30.02,48.3,0.06,0.16,11.08,34.99,3.03,62.5,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,08:45,,,,,,,,,,,,,,,-,-,,,-,,-,-,-,-,-,,-,-,,,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,09:00,1654.0,159.0,0.0,484.0,11.0,187.0,0.0,51.0,0.0,0.0,0.0,0.0,763.0,ND,-,-,ND,ND,-,ND,-,-,-,-,-,1965.0,-,-,45.0,15.0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,0.0,9.61,41.51,0.0,ND,29.26,47.13,0.67,1.74,11.31,35.76,3.08,63.75,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,09:15,,,,,,,,,,,,,,,-,-,,,-,,-,-,-,-,-,,-,-,,,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,09:30,1689.0,160.0,0.0,548.0,46.0,173.0,0.0,51.0,0.0,0.0,0.0,0.0,711.0,ND,-,-,ND,ND,-,ND,-,-,-,-,-,1965.0,-,-,48.0,17.0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,0.0,9.47,41.78,0.0,ND,32.45,53.36,2.72,7.26,10.24,33.08,3.02,63.75,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,09:45,,,,,,,,,,,,,,,-,-,,,-,,-,-,-,-,-,,-,-,,,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,10:00,1711.0,159.0,0.0,525.0,94.0,177.0,0.0,51.0,0.0,0.0,0.0,0.0,706.0,ND,-,-,ND,ND,-,ND,-,-,-,-,-,1599.0,-,-,49.0,15.0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,0.0,9.29,41.51,0.0,ND,30.68,51.12,5.49,14.83,10.34,33.84,2.98,63.75,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,10:15,,,,,,,,,,,,,,,-,-,,,-,,-,-,-,-,-,,-,-,,,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,10:30,1756.0,158.0,0.0,489.0,130.0,174.0,0.0,50.0,0.0,0.0,0.0,0.0,754.0,ND,-,-,ND,ND,-,ND,-,-,-,-,-,1295.0,-,-,47.0,9.0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,0.0,9.0,41.25,0.0,ND,27.85,47.61,7.4,20.5,9.91,33.27,2.85,62.5,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,10:45,,,,,,,,,,,,,,,-,-,,,-,,-,-,-,-,-,,-,-,,,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,11:00,1783.0,158.0,0.0,456.0,150.0,173.0,0.0,51.0,0.0,0.0,0.0,0.0,796.0,ND,-,-,ND,ND,-,ND,-,-,-,-,-,841.0,-,-,52.0,17.0,-,55.0,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,0.0,8.86,41.25,0.0,ND,25.57,44.4,8.41,23.66,9.7,33.08,2.86,63.75,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,11:15,,,,,,,,,,,,,,,-,-,,,-,,-,-,-,-,-,,-,-,,,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,11:30,1845.0,159.0,0.0,447.0,176.0,182.0,0.0,50.0,0.0,0.0,0.0,0.0,831.0,ND,-,-,ND,ND,-,ND,-,-,-,-,-,759.0,-,-,56.0,9.0,-,87.0,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,0.0,8.62,41.51,0.0,ND,24.23,43.52,9.54,27.76,9.86,34.8,2.71,62.5,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,11:45,,,,,,,,,,,,,,,-,-,,,-,,-,-,-,-,-,,-,-,,,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,12:00,1795.0,157.0,0.0,427.0,181.0,186.0,0.0,51.0,0.0,0.0,0.0,0.0,793.0,ND,-,-,ND,ND,-,ND,-,-,-,-,-,371.0,-,-,77.0,7.0,-,131.0,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,0.0,8.75,40.99,0.0,ND,23.79,41.58,10.08,28.55,10.36,35.56,2.84,63.75,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,12:15,,,,,,,,,,,,,,,-,-,,,-,,-,-,-,-,-,,-,-,,,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,12:30,1815.0,155.0,0.0,402.0,210.0,187.0,0.0,52.0,0.0,0.0,0.0,0.0,810.0,ND,-,-,ND,ND,-,ND,-,-,-,-,-,237.0,-,-,92.0,37.0,-,188.0,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,0.0,8.54,40.47,0.0,ND,22.15,39.14,11.57,33.12,10.3,35.76,2.87,65.0,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,12:45,,,,,,,,,,,,,,,-,-,,,-,,-,-,-,-,-,,-,-,,,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,13:00,1788.0,155.0,0.0,419.0,215.0,182.0,0.0,52.0,0.0,0.0,0.0,0.0,766.0,ND,-,-,ND,ND,-,ND,-,-,-,-,-,21.0,-,-,109.0,211.0,-,169.0,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,0.0,8.67,40.47,0.0,ND,23.43,40.8,12.02,33.91,10.18,34.8,2.91,65.0,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,13:15,,,,,,,,,,,,,,,-,-,,,-,,-,-,-,-,-,,-,-,,,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,13:30,1772.0,156.0,0.0,445.0,211.0,180.0,0.0,51.0,0.0,0.0,0.0,0.0,729.0,ND,-,-,ND,ND,-,ND,-,-,-,-,-,20.0,-,-,107.0,211.0,-,165.0,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,0.0,8.8,40.73,0.0,ND,25.11,43.33,11.91,33.28,10.16,34.42,2.88,63.75,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,13:45,,,,,,,,,,,,,,,-,-,,,-,,-,-,-,-,-,,-,-,,,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,14:00,1799.0,156.0,0.0,466.0,198.0,169.0,0.0,52.0,0.0,0.0,0.0,0.0,759.0,ND,-,-,ND,ND,-,ND,-,-,-,-,-,49.0,-,-,96.0,84.0,-,129.0,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,0.0,8.67,40.73,0.0,ND,25.9,45.37,11.01,31.23,9.39,32.31,2.89,65.0,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,14:15,,,,,,,,,,,,,,,-,-,,,-,,-,-,-,-,-,,-,-,,,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,14:30,1735.0,156.0,0.0,475.0,155.0,171.0,-2.0,51.0,0.0,0.0,0.0,0.0,730.0,ND,-,-,ND,ND,-,ND,-,-,-,-,-,61.0,-,-,105.0,160.0,-,107.0,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,0.0,8.99,40.73,0.0,ND,27.38,46.25,8.93,24.45,9.86,32.7,2.94,63.75,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,14:45,,,,,,,,,,,,,,,-,-,,,-,,-,-,-,-,-,,-,-,,,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,15:00,1544.0,156.0,0.0,513.0,120.0,218.0,-1.0,52.0,0.0,0.0,0.0,0.0,486.0,ND,-,-,ND,ND,-,ND,-,-,-,-,-,133.0,-,-,111.0,274.0,-,143.0,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,0.0,10.1,40.73,0.0,ND,33.23,49.95,7.77,18.93,14.12,41.68,3.37,65.0,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,15:15,,,,,,,,,,,,,,,-,-,,,-,,-,-,-,-,-,,-,-,,,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,Données définitives,2023-01-01,15:30,1767.0,156.0,0.0,562.0,90.0,344.0,0.0,51.0,0.0,0.0,0.0,0.0,563.0,ND,-,-,ND,ND,-,ND,-,-,-,-,-,92.0,-,-,107.0,298.0,-,93.0,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,0.0,8.83,40.73,0.0,ND,31.81,54.72,5.09,14.2,19.47,65.77,2.89,63.75,
