Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers PACA,Flux physiques de Bourgogne-Franche-Comté vers PACA,Flux physiques de Bretagne vers PACA,Flux physiques de Centre-Val de Loire vers PACA,Flux physiques de Grand-Est vers PACA,Flux physiques de Hauts-de-France vers PACA,Flux physiques d'Ile-de-France vers PACA,Flux physiques de Normandie vers PACA,Flux physiques de Nouvelle-Aquitaine vers PACA,Flux physiques d'Occitanie vers PACA,Flux physiques de Pays-de-la-Loire vers PACA,Flux physiques de PACA vers PACA,Flux physiques de PACA vers Auvergne-Rhône-Alpes,Flux physiques de PACA vers Bourgogne-Franche-Comté,Flux physiques de PACA vers Bretagne,Flux physiques de PACA vers Centre-Val de Loire,Flux physiques de PACA vers Grand-Est,Flux physiques de PACA vers Hauts-de-France,Flux physiques de PACA vers Ile-de-France,Flux physiques de PACA vers Normandie,Flux physiques de PACA vers Nouvelle-Aquitaine,Flux physiques de PACA vers Occitanie,Flux physiques de PACA vers Pays-de-la-Loire,Flux physiques de PACA vers PACA.1,Flux physiques Allemagne vers PACA,Flux physiques Belgique vers PACA,Flux physiques Espagne vers PACA,Flux physiques Italie vers PACA,Flux physiques Luxembourg vers PACA,Flux physiques Royaume-Uni vers PACA,Flux physiques Suisse vers PACA,Flux physiques de PACA vers Allemagne,Flux physiques de PACA vers Belgique,Flux physiques de PACA vers Espagne,Flux physiques de PACA vers Italie,Flux physiques de PACA vers Luxembourg,Flux physiques de PACA vers Royaume-Uni,Flux physiques de PACA vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
PACA,Données définitives,2023-01-01,00:00,4685.0,193.0,0.0,71.0,0.0,913.0,0.0,198.0,0.0,0.0,0.0,0.0,3310.0,ND,-,-,-,-,-,-,-,-,ND,-,-,293.0,-,-,-,-,-,-,-,-,251.0,-,-,-,-,-,ND,-,-,-,-,-,-,205.0,-,-,-,4.12,7.1,0.0,ND,1.52,73.96,0.0,0.0,19.49,27.97,4.23,66.67,
PACA,Données définitives,2023-01-01,00:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,00:30,4395.0,210.0,0.0,70.0,0.0,691.0,0.0,197.0,0.0,0.0,0.0,0.0,3227.0,ND,-,-,-,-,-,-,-,-,ND,-,-,299.0,-,-,-,-,-,-,-,-,249.0,-,-,-,-,-,ND,-,-,-,-,-,-,227.0,-,-,-,4.78,7.73,0.0,ND,1.59,72.92,0.0,0.0,15.72,21.17,4.48,66.33,
PACA,Données définitives,2023-01-01,00:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,01:00,4375.0,210.0,0.0,66.0,0.0,677.0,0.0,197.0,0.0,0.0,0.0,0.0,3225.0,ND,-,-,-,-,-,-,-,-,ND,-,-,289.0,-,-,-,-,-,-,-,-,256.0,-,-,-,-,-,ND,-,-,-,-,-,-,198.0,-,-,-,4.8,7.73,0.0,ND,1.51,68.75,0.0,0.0,15.47,20.74,4.5,66.33,
PACA,Données définitives,2023-01-01,01:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,01:30,4395.0,211.0,0.0,70.0,0.0,674.0,0.0,199.0,0.0,0.0,0.0,0.0,3242.0,ND,-,-,-,-,-,-,-,-,ND,-,-,281.0,-,-,-,-,-,-,-,-,260.0,-,-,-,-,-,ND,-,-,-,-,-,-,223.0,-,-,-,4.8,7.77,0.0,ND,1.59,72.92,0.0,0.0,15.34,20.65,4.53,67.0,
PACA,Données définitives,2023-01-01,01:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,02:00,4519.0,210.0,0.0,68.0,0.0,673.0,-51.0,196.0,0.0,0.0,0.0,0.0,3424.0,ND,-,-,-,-,-,-,-,-,ND,-,-,280.0,-,-,-,-,-,-,-,-,259.0,-,-,-,-,-,ND,-,-,-,-,-,-,197.0,-,-,-,4.65,7.73,0.0,ND,1.5,70.83,0.0,0.0,14.89,20.62,4.34,65.99,
PACA,Données définitives,2023-01-01,02:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,02:30,4382.0,205.0,0.0,68.0,0.0,664.0,-51.0,198.0,0.0,0.0,0.0,0.0,3298.0,ND,-,-,-,-,-,-,-,-,ND,-,-,277.0,-,-,-,-,-,-,-,-,259.0,-,-,-,-,-,ND,-,-,-,-,-,-,241.0,-,-,-,4.68,7.55,0.0,ND,1.55,70.83,0.0,0.0,15.15,20.34,4.52,66.67,
PACA,Données définitives,2023-01-01,02:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,03:00,4198.0,206.0,0.0,68.0,0.0,663.0,-52.0,199.0,0.0,0.0,0.0,0.0,3113.0,ND,-,-,-,-,-,-,-,-,ND,-,-,279.0,-,-,-,-,-,-,-,-,256.0,-,-,-,-,-,ND,-,-,-,-,-,-,241.0,-,-,-,4.91,7.58,0.0,ND,1.62,70.83,0.0,0.0,15.79,20.31,4.74,67.0,
PACA,Données définitives,2023-01-01,03:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,03:30,4059.0,206.0,0.0,58.0,0.0,660.0,-51.0,201.0,0.0,0.0,0.0,0.0,2985.0,ND,-,-,-,-,-,-,-,-,ND,-,-,279.0,-,-,-,-,-,-,-,-,251.0,-,-,-,-,-,ND,-,-,-,-,-,-,246.0,-,-,-,5.08,7.58,0.0,ND,1.43,60.42,0.0,0.0,16.26,20.22,4.95,67.68,
PACA,Données définitives,2023-01-01,03:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,04:00,3906.0,206.0,0.0,56.0,0.0,679.0,-51.0,195.0,0.0,0.0,0.0,0.0,2821.0,ND,-,-,-,-,-,-,-,-,ND,-,-,278.0,-,-,-,-,-,-,-,-,247.0,-,-,-,-,-,ND,-,-,-,-,-,-,234.0,-,-,-,5.27,7.58,0.0,ND,1.43,58.33,0.0,0.0,17.38,20.8,4.99,65.66,
PACA,Données définitives,2023-01-01,04:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,04:30,3840.0,207.0,0.0,55.0,0.0,689.0,-51.0,196.0,0.0,0.0,0.0,0.0,2745.0,ND,-,-,-,-,-,-,-,-,ND,-,-,281.0,-,-,-,-,-,-,-,-,244.0,-,-,-,-,-,ND,-,-,-,-,-,-,221.0,-,-,-,5.39,7.62,0.0,ND,1.43,57.29,0.0,0.0,17.94,21.11,5.1,65.99,
PACA,Données définitives,2023-01-01,04:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,05:00,3788.0,207.0,0.0,57.0,0.0,697.0,-51.0,194.0,0.0,0.0,0.0,0.0,2685.0,ND,-,-,-,-,-,-,-,-,ND,-,-,281.0,-,-,-,-,-,-,-,-,245.0,-,-,-,-,-,ND,-,-,-,-,-,-,235.0,-,-,-,5.46,7.62,0.0,ND,1.5,59.38,0.0,0.0,18.4,21.35,5.12,65.32,
PACA,Données définitives,2023-01-01,05:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,05:30,3669.0,206.0,0.0,57.0,0.0,699.0,-51.0,194.0,0.0,0.0,0.0,0.0,2564.0,ND,-,-,-,-,-,-,-,-,ND,-,-,281.0,-,-,-,-,-,-,-,-,244.0,-,-,-,-,-,ND,-,-,-,-,-,-,231.0,-,-,-,5.61,7.58,0.0,ND,1.55,59.38,0.0,0.0,19.05,21.42,5.29,65.32,
PACA,Données définitives,2023-01-01,05:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,06:00,3660.0,205.0,0.0,45.0,0.0,775.0,-51.0,194.0,0.0,0.0,0.0,0.0,2491.0,ND,-,-,-,-,-,-,-,-,ND,-,-,279.0,-,-,-,-,-,-,-,-,245.0,-,-,-,-,-,ND,-,-,-,-,-,-,232.0,-,-,-,5.6,7.55,0.0,ND,1.23,46.88,0.0,0.0,21.17,23.74,5.3,65.32,
PACA,Données définitives,2023-01-01,06:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,06:30,3672.0,205.0,0.0,54.0,0.0,775.0,-51.0,197.0,0.0,0.0,0.0,0.0,2492.0,ND,-,-,-,-,-,-,-,-,ND,-,-,279.0,-,-,-,-,-,-,-,-,246.0,-,-,-,-,-,ND,-,-,-,-,-,-,217.0,-,-,-,5.58,7.55,0.0,ND,1.47,56.25,0.0,0.0,21.11,23.74,5.36,66.33,
PACA,Données définitives,2023-01-01,06:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,07:00,3643.0,205.0,0.0,52.0,0.0,780.0,-51.0,195.0,0.0,0.0,0.0,0.0,2462.0,ND,-,-,-,-,-,-,-,-,ND,-,-,278.0,-,-,-,-,-,-,-,-,244.0,-,-,-,-,-,ND,-,-,-,-,-,-,223.0,-,-,-,5.63,7.55,0.0,ND,1.43,54.17,0.0,0.0,21.41,23.9,5.35,65.66,
PACA,Données définitives,2023-01-01,07:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,07:30,3637.0,205.0,0.0,58.0,0.0,786.0,-51.0,196.0,0.0,0.0,0.0,0.0,2444.0,ND,-,-,-,-,-,-,-,-,ND,-,-,276.0,-,-,-,-,-,-,-,-,246.0,-,-,-,-,-,ND,-,-,-,-,-,-,245.0,-,-,-,5.64,7.55,0.0,ND,1.59,60.42,0.0,0.0,21.61,24.08,5.39,65.99,
PACA,Données définitives,2023-01-01,07:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,08:00,3646.0,206.0,0.0,63.0,0.0,779.0,-51.0,197.0,0.0,0.0,0.0,0.0,2452.0,ND,-,-,-,-,-,-,-,-,ND,-,-,275.0,-,-,-,-,-,-,-,-,247.0,-,-,-,-,-,ND,-,-,-,-,-,-,200.0,-,-,-,5.65,7.58,0.0,ND,1.73,65.63,0.0,0.0,21.37,23.87,5.4,66.33,
PACA,Données définitives,2023-01-01,08:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,08:30,3641.0,206.0,0.0,66.0,7.0,727.0,-51.0,198.0,0.0,0.0,0.0,0.0,2488.0,ND,-,-,-,-,-,-,-,-,ND,-,-,275.0,-,-,-,-,-,-,-,-,247.0,-,-,-,-,-,ND,-,-,-,-,-,-,210.0,-,-,-,5.66,7.58,0.0,ND,1.81,68.75,0.19,0.36,19.97,22.27,5.44,66.67,
PACA,Données définitives,2023-01-01,08:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,09:00,3746.0,206.0,0.0,64.0,47.0,721.0,0.0,194.0,0.0,0.0,0.0,0.0,2513.0,ND,-,-,-,-,-,-,-,-,ND,-,-,273.0,-,-,-,-,-,-,-,-,247.0,-,-,-,-,-,ND,-,-,-,-,-,-,231.0,-,-,-,5.5,7.58,0.0,ND,1.71,66.67,1.25,2.41,19.25,22.09,5.18,65.32,
PACA,Données définitives,2023-01-01,09:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,09:30,3862.0,203.0,0.0,64.0,129.0,724.0,0.0,193.0,0.0,0.0,0.0,0.0,2549.0,ND,-,-,-,-,-,-,-,-,ND,-,-,282.0,-,-,-,-,-,-,-,-,239.0,-,-,-,-,-,ND,-,-,-,-,-,-,239.0,-,-,-,5.26,7.47,0.0,ND,1.66,66.67,3.34,6.61,18.75,22.18,5.0,64.98,
PACA,Données définitives,2023-01-01,09:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,10:00,3978.0,207.0,0.0,65.0,204.0,726.0,0.0,196.0,0.0,0.0,0.0,0.0,2580.0,ND,-,-,-,-,-,-,-,-,ND,-,-,236.0,-,-,-,-,-,-,-,-,285.0,-,-,-,-,-,ND,-,-,-,-,-,-,239.0,-,-,-,5.2,7.62,0.0,ND,1.63,67.71,5.13,10.45,18.25,22.24,4.93,65.99,
PACA,Données définitives,2023-01-01,10:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,10:30,4049.0,205.0,0.0,57.0,281.0,723.0,0.0,195.0,0.0,0.0,0.0,0.0,2587.0,ND,-,-,-,-,-,-,-,-,ND,-,-,234.0,-,-,-,-,-,-,-,-,284.0,-,-,-,-,-,ND,-,-,-,-,-,-,230.0,-,-,-,5.06,7.55,0.0,ND,1.41,59.38,6.94,14.39,17.86,22.15,4.82,65.66,
PACA,Données définitives,2023-01-01,10:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,11:00,4180.0,206.0,0.0,56.0,376.0,727.0,0.0,196.0,0.0,0.0,0.0,0.0,2619.0,ND,-,-,-,-,-,-,-,-,ND,-,-,226.0,-,-,-,-,-,-,-,-,297.0,-,-,-,-,-,ND,-,-,-,-,-,-,214.0,-,-,-,4.93,7.58,0.0,ND,1.34,58.33,9.0,19.25,17.39,22.27,4.69,65.99,
PACA,Données définitives,2023-01-01,11:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,11:30,4191.0,201.0,0.0,57.0,399.0,732.0,0.0,195.0,0.0,0.0,0.0,0.0,2605.0,ND,-,-,-,-,-,-,-,-,ND,-,-,222.0,-,-,-,-,-,-,-,-,292.0,-,-,-,-,-,ND,-,-,-,-,-,-,240.0,-,-,-,4.8,7.4,0.0,ND,1.36,59.38,9.52,20.43,17.47,22.43,4.65,65.66,
PACA,Données définitives,2023-01-01,11:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,12:00,4197.0,202.0,0.0,60.0,439.0,737.0,0.0,196.0,0.0,0.0,0.0,0.0,2563.0,ND,-,-,-,-,-,-,-,-,ND,-,-,235.0,-,-,-,-,-,-,-,-,288.0,-,-,-,-,-,ND,-,-,-,-,-,-,240.0,-,-,-,4.81,7.43,0.0,ND,1.43,62.5,10.46,22.48,17.56,22.58,4.67,65.99,
PACA,Données définitives,2023-01-01,12:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,12:30,4317.0,201.0,0.0,63.0,497.0,815.0,0.0,199.0,0.0,0.0,0.0,0.0,2541.0,ND,-,-,-,-,-,-,-,-,ND,-,-,219.0,-,-,-,-,-,-,-,-,291.0,-,-,-,-,-,ND,-,-,-,-,-,-,201.0,-,-,-,4.66,7.4,0.0,ND,1.46,65.63,11.51,25.45,18.88,24.97,4.61,67.0,
PACA,Données définitives,2023-01-01,12:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,13:00,4300.0,204.0,0.0,57.0,455.0,799.0,0.0,196.0,0.0,0.0,0.0,0.0,2590.0,ND,-,-,-,-,-,-,-,-,ND,-,-,247.0,-,-,-,-,-,-,-,-,265.0,-,-,-,-,-,ND,-,-,-,-,-,-,244.0,-,-,-,4.74,7.51,0.0,ND,1.33,59.38,10.58,23.3,18.58,24.48,4.56,65.99,
PACA,Données définitives,2023-01-01,13:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,13:30,4168.0,200.0,0.0,54.0,463.0,763.0,0.0,197.0,0.0,0.0,0.0,0.0,2492.0,ND,-,-,-,-,-,-,-,-,ND,-,-,242.0,-,-,-,-,-,-,-,-,270.0,-,-,-,-,-,ND,-,-,-,-,-,-,242.0,-,-,-,4.8,7.36,0.0,ND,1.3,56.25,11.11,23.71,18.31,23.38,4.73,66.33,
PACA,Données définitives,2023-01-01,13:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,14:00,4173.0,203.0,0.0,50.0,446.0,771.0,0.0,196.0,0.0,0.0,0.0,0.0,2507.0,ND,-,-,-,-,-,-,-,-,ND,-,-,249.0,-,-,-,-,-,-,-,-,269.0,-,-,-,-,-,ND,-,-,-,-,-,-,244.0,-,-,-,4.86,7.47,0.0,ND,1.2,52.08,10.69,22.84,18.48,23.62,4.7,65.99,
PACA,Données définitives,2023-01-01,14:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,14:30,4207.0,205.0,0.0,51.0,385.0,740.0,0.0,192.0,0.0,0.0,0.0,0.0,2634.0,ND,-,-,-,-,-,-,-,-,ND,-,-,247.0,-,-,-,-,-,-,-,-,264.0,-,-,-,-,-,ND,-,-,-,-,-,-,217.0,-,-,-,4.87,7.55,0.0,ND,1.21,53.13,9.15,19.71,17.59,22.67,4.56,64.65,
PACA,Données définitives,2023-01-01,14:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,15:00,4250.0,206.0,0.0,51.0,331.0,761.0,0.0,195.0,0.0,0.0,0.0,0.0,2707.0,ND,-,-,-,-,-,-,-,-,ND,-,-,243.0,-,-,-,-,-,-,-,-,269.0,-,-,-,-,-,ND,-,-,-,-,-,-,237.0,-,-,-,4.85,7.58,0.0,ND,1.2,53.13,7.79,16.95,17.91,23.31,4.59,65.66,
PACA,Données définitives,2023-01-01,15:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,15:30,4224.0,203.0,0.0,44.0,213.0,765.0,0.0,193.0,0.0,0.0,0.0,0.0,2805.0,ND,-,-,-,-,-,-,-,-,ND,-,-,243.0,-,-,-,-,-,-,-,-,268.0,-,-,-,-,-,ND,-,-,-,-,-,-,237.0,-,-,-,4.81,7.47,0.0,ND,1.04,45.83,5.04,10.91,18.11,23.44,4.57,64.98,
PACA,Données définitives,2023-01-01,15:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,16:00,4109.0,203.0,0.0,39.0,131.0,739.0,0.0,196.0,0.0,0.0,0.0,0.0,2800.0,ND,-,-,-,-,-,-,-,-,ND,-,-,243.0,-,-,-,-,-,-,-,-,263.0,-,-,-,-,-,ND,-,-,-,-,-,-,234.0,-,-,-,4.94,7.47,0.0,ND,0.95,40.63,3.19,6.71,17.98,22.64,4.77,65.99,
PACA,Données définitives,2023-01-01,16:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,16:30,4031.0,206.0,0.0,41.0,57.0,749.0,-51.0,194.0,0.0,0.0,0.0,0.0,2835.0,ND,-,-,-,-,-,-,-,-,ND,-,-,246.0,-,-,-,-,-,-,-,-,261.0,-,-,-,-,-,ND,-,-,-,-,-,-,233.0,-,-,-,5.11,7.58,0.0,ND,1.02,42.71,1.41,2.92,18.58,22.95,4.81,65.32,
PACA,Données définitives,2023-01-01,16:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,17:00,4053.0,205.0,0.0,44.0,8.0,752.0,-51.0,196.0,0.0,0.0,0.0,0.0,2898.0,ND,-,-,-,-,-,-,-,-,ND,-,-,253.0,-,-,-,-,-,-,-,-,255.0,-,-,-,-,-,ND,-,-,-,-,-,-,233.0,-,-,-,5.06,7.55,0.0,ND,1.09,45.83,0.2,0.41,18.55,23.04,4.84,65.99,
PACA,Données définitives,2023-01-01,17:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,17:30,4213.0,205.0,0.0,48.0,0.0,772.0,0.0,196.0,0.0,0.0,0.0,0.0,2991.0,ND,-,-,-,-,-,-,-,-,ND,-,-,238.0,-,-,-,-,-,-,-,-,255.0,-,-,-,-,-,ND,-,-,-,-,-,-,224.0,-,-,-,4.87,7.55,0.0,ND,1.14,50.0,0.0,0.0,18.32,23.65,4.65,65.99,
PACA,Données définitives,2023-01-01,17:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,18:00,4378.0,206.0,0.0,49.0,0.0,856.0,0.0,193.0,0.0,0.0,0.0,0.0,3075.0,ND,-,-,-,-,-,-,-,-,ND,-,-,228.0,-,-,-,-,-,-,-,-,258.0,-,-,-,-,-,ND,-,-,-,-,-,-,202.0,-,-,-,4.71,7.58,0.0,ND,1.12,51.04,0.0,0.0,19.55,26.23,4.41,64.98,
PACA,Données définitives,2023-01-01,18:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,18:30,4544.0,206.0,0.0,51.0,0.0,996.0,0.0,193.0,0.0,0.0,0.0,0.0,3098.0,ND,-,-,-,-,-,-,-,-,ND,-,-,242.0,-,-,-,-,-,-,-,-,261.0,-,-,-,-,-,ND,-,-,-,-,-,-,202.0,-,-,-,4.53,7.58,0.0,ND,1.12,53.13,0.0,0.0,21.92,30.51,4.25,64.98,
PACA,Données définitives,2023-01-01,18:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,19:00,4677.0,205.0,0.0,53.0,0.0,1011.0,0.0,194.0,0.0,0.0,0.0,0.0,3216.0,ND,-,-,-,-,-,-,-,-,ND,-,-,239.0,-,-,-,-,-,-,-,-,264.0,-,-,-,-,-,ND,-,-,-,-,-,-,204.0,-,-,-,4.38,7.55,0.0,ND,1.13,55.21,0.0,0.0,21.62,30.97,4.15,65.32,
PACA,Données définitives,2023-01-01,19:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2023-01-01,19:30,4723.0,205.0,0.0,52.0,0.0,990.0,0.0,196.0,0.0,0.0,0.0,0.0,3280.0,ND,-,-,-,-,-,-,-,-,ND,-,-,251.0,-,-,-,-,-,-,-,-,253.0,-,-,-,-,-,ND,-,-,-,-,-,-,214.0,-,-,-,4.34,7.55,0.0,ND,1.1,54.17,0.0,0.0,20.96,30.33,4.15,65.99,
