Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Auvergne-Rhône-Alpes,Flux physiques de Bourgogne-Franche-Comté vers Auvergne-Rhône-Alpes,Flux physiques de Bretagne vers Auvergne-Rhône-Alpes,Flux physiques de Centre-Val de Loire vers Auvergne-Rhône-Alpes,Flux physiques de Grand-Est vers Auvergne-Rhône-Alpes,Flux physiques de Hauts-de-France vers Auvergne-Rhône-Alpes,Flux physiques d'Ile-de-France vers Auvergne-Rhône-Alpes,Flux physiques de Normandie vers Auvergne-Rhône-Alpes,Flux physiques de Nouvelle-Aquitaine vers Auvergne-Rhône-Alpes,Flux physiques d'Occitanie vers Auvergne-Rhône-Alpes,Flux physiques de Pays-de-la-Loire vers Auvergne-Rhône-Alpes,Flux physiques de PACA vers Auvergne-Rhône-Alpes,Flux physiques de Auvergne-Rhône-Alpes vers Auvergne-Rhône-Alpes,Flux physiques de Auvergne-Rhône-Alpes vers Bourgogne-Franche-Comté,Flux physiques de Auvergne-Rhône-Alpes vers Bretagne,Flux physiques de Auvergne-Rhône-Alpes vers Centre-Val de Loire,Flux physiques de Auvergne-Rhône-Alpes vers Grand-Est,Flux physiques de Auvergne-Rhône-Alpes vers Hauts-de-France,Flux physiques de Auvergne-Rhône-Alpes vers Ile-de-France,Flux physiques de Auvergne-Rhône-Alpes vers Normandie,Flux physiques de Auvergne-Rhône-Alpes vers Nouvelle-Aquitaine,Flux physiques de Auvergne-Rhône-Alpes vers Occitanie,Flux physiques de Auvergne-Rhône-Alpes vers Pays-de-la-Loire,Flux physiques de Auvergne-Rhône-Alpes vers PACA,Flux physiques Allemagne vers Auvergne-Rhône-Alpes,Flux physiques Belgique vers Auvergne-Rhône-Alpes,Flux physiques Espagne vers Auvergne-Rhône-Alpes,Flux physiques Italie vers Auvergne-Rhône-Alpes,Flux physiques Luxembourg vers Auvergne-Rhône-Alpes,Flux physiques Royaume-Uni vers Auvergne-Rhône-Alpes,Flux physiques Suisse vers Auvergne-Rhône-Alpes,Flux physiques de Auvergne-Rhône-Alpes vers Allemagne,Flux physiques de Auvergne-Rhône-Alpes vers Belgique,Flux physiques de Auvergne-Rhône-Alpes vers Espagne,Flux physiques de Auvergne-Rhône-Alpes vers Italie,Flux physiques de Auvergne-Rhône-Alpes vers Luxembourg,Flux physiques de Auvergne-Rhône-Alpes vers Royaume-Uni,Flux physiques de Auvergne-Rhône-Alpes vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,00:00,5013.0,162.0,7836.0,471.0,0.0,3929.0,-969.0,121.0,0.0,0.0,0.0,0.0,-6537.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,33.0,-,166.0,-,-,-,-,94.0,6362.0,-,890.0,-,-,-,ND,-,-,ND,-,-,-,869.0,-,-,785.0,3.23,16.55,156.31,57.75,9.4,65.15,0.0,0.0,78.38,34.46,2.41,63.35,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,00:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,00:30,6442.0,161.0,7884.0,462.0,0.0,3862.0,-955.0,119.0,0.0,0.0,0.0,0.0,-5090.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,30.0,-,152.0,-,-,-,-,97.0,6649.0,-,896.0,-,-,-,ND,-,-,ND,-,-,-,281.0,-,-,219.0,2.5,16.45,122.38,58.1,7.17,63.9,0.0,0.0,59.95,33.87,1.85,62.3,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,00:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,01:00,5966.0,161.0,7968.0,423.0,0.0,3965.0,-1080.0,119.0,0.0,0.0,0.0,0.0,-5591.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,67.0,-,279.0,-,-,-,-,103.0,6846.0,-,906.0,-,-,-,ND,-,-,ND,-,-,-,264.0,-,-,172.0,2.7,16.45,133.56,58.72,7.09,58.51,0.0,0.0,66.46,34.77,1.99,62.3,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,01:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,01:30,6089.0,161.0,7924.0,363.0,0.0,3872.0,-1255.0,119.0,0.0,0.0,0.0,0.0,-5095.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,58.0,-,265.0,-,-,-,-,102.0,6670.0,-,899.0,-,-,-,ND,-,-,ND,-,-,-,200.0,-,-,118.0,2.64,16.45,130.14,58.39,5.96,50.21,0.0,0.0,63.59,33.96,1.95,62.3,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,01:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,02:00,6020.0,161.0,7955.0,358.0,0.0,3595.0,-1165.0,121.0,0.0,0.0,0.0,0.0,-5006.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,51.0,-,264.0,-,-,-,-,105.0,6894.0,-,966.0,-,-,-,ND,-,-,ND,-,-,-,200.0,-,-,109.0,2.67,16.45,132.14,58.62,5.95,49.52,0.0,0.0,59.72,31.53,2.01,63.35,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,02:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,02:30,6310.0,160.0,7899.0,345.0,0.0,3552.0,-696.0,120.0,0.0,0.0,0.0,0.0,-5070.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,74.0,-,242.0,-,-,-,-,100.0,6654.0,-,932.0,-,-,-,ND,-,-,ND,-,-,-,265.0,-,-,146.0,2.54,16.34,125.18,58.21,5.47,47.72,0.0,0.0,56.29,31.15,1.9,62.83,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,02:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,03:00,6578.0,158.0,7550.0,356.0,0.0,3282.0,-732.0,119.0,0.0,0.0,0.0,0.0,-4156.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,42.0,-,155.0,-,-,-,-,87.0,6229.0,-,846.0,-,-,-,ND,-,-,ND,-,-,-,200.0,-,-,150.0,2.4,16.14,114.78,55.64,5.41,49.24,0.0,0.0,49.89,28.78,1.81,62.3,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,03:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,03:30,5985.0,158.0,7452.0,361.0,0.0,3104.0,-728.0,118.0,0.0,0.0,0.0,0.0,-4480.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,29.0,-,142.0,-,-,-,-,65.0,6028.0,-,810.0,-,-,-,ND,-,-,ND,-,-,-,245.0,-,-,286.0,2.64,16.14,124.51,54.92,6.03,49.93,0.0,0.0,51.86,27.22,1.97,61.78,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,03:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,04:00,5806.0,157.0,7442.0,371.0,0.0,2692.0,-1208.0,117.0,0.0,0.0,0.0,0.0,-3765.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,28.0,-,143.0,-,-,-,-,47.0,5942.0,-,736.0,-,-,-,ND,-,-,ND,-,-,-,176.0,-,-,293.0,2.7,16.04,128.18,54.84,6.39,51.31,0.0,0.0,46.37,23.61,2.02,61.26,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,04:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,04:30,5752.0,160.0,7427.0,359.0,0.0,2366.0,-1208.0,119.0,0.0,0.0,0.0,0.0,-3470.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,28.0,-,146.0,-,-,-,-,45.0,5985.0,-,732.0,-,-,-,ND,-,-,ND,-,-,-,1.0,-,-,300.0,2.78,16.34,129.12,54.73,6.24,49.65,0.0,0.0,41.13,20.75,2.07,62.3,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,04:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,05:00,5567.0,161.0,7427.0,343.0,0.0,2341.0,-1299.0,117.0,0.0,0.0,0.0,0.0,-3522.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,28.0,-,143.0,-,-,-,-,44.0,5863.0,-,698.0,-,-,-,ND,-,-,ND,-,-,-,1.0,-,-,324.0,2.89,16.45,133.41,54.73,6.16,47.44,0.0,0.0,42.05,20.53,2.1,61.26,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,05:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,05:30,5486.0,160.0,7451.0,332.0,0.0,2294.0,-1761.0,119.0,0.0,0.0,0.0,0.0,-3109.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,28.0,-,145.0,-,-,-,-,41.0,5787.0,-,655.0,-,-,-,ND,-,-,ND,-,-,-,1.0,-,-,280.0,2.92,16.34,135.82,54.91,6.05,45.92,0.0,0.0,41.82,20.12,2.17,62.3,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,05:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,06:00,5437.0,160.0,7455.0,344.0,0.0,2310.0,-1761.0,119.0,0.0,0.0,0.0,0.0,-3191.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,27.0,-,154.0,-,-,-,-,61.0,5873.0,-,628.0,-,-,-,ND,-,-,ND,-,-,-,22.0,-,-,279.0,2.94,16.34,137.12,54.94,6.33,47.58,0.0,0.0,42.49,20.26,2.19,62.3,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,06:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,06:30,5534.0,159.0,7436.0,337.0,0.0,2287.0,-1772.0,117.0,0.0,0.0,0.0,0.0,-3031.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,25.0,-,152.0,-,-,-,-,66.0,5853.0,-,622.0,-,-,-,ND,-,-,ND,-,-,-,200.0,-,-,240.0,2.87,16.24,134.37,54.8,6.09,46.61,0.0,0.0,41.33,20.06,2.11,61.26,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,06:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,07:00,5580.0,159.0,7431.0,307.0,0.0,2291.0,-1797.0,117.0,0.0,0.0,0.0,0.0,-2927.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,28.0,-,148.0,-,-,-,-,66.0,5803.0,-,617.0,-,-,-,ND,-,-,ND,-,-,-,200.0,-,-,256.0,2.85,16.24,133.17,54.76,5.5,42.46,0.0,0.0,41.06,20.09,2.1,61.26,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,07:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,07:30,5528.0,156.0,7442.0,314.0,0.0,2339.0,-1931.0,118.0,0.0,0.0,0.0,0.0,-2909.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,30.0,-,134.0,-,-,-,-,63.0,5468.0,-,572.0,-,-,-,ND,-,-,ND,-,-,-,200.0,-,-,317.0,2.82,15.93,134.62,54.84,5.68,43.43,0.0,0.0,42.31,20.51,2.13,61.78,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,07:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,08:00,5270.0,161.0,7443.0,339.0,0.0,2177.0,-1930.0,119.0,0.0,0.0,0.0,0.0,-3038.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,30.0,-,151.0,-,-,-,-,67.0,5650.0,-,607.0,-,-,-,ND,-,-,ND,-,-,-,200.0,-,-,278.0,3.06,16.45,141.23,54.85,6.43,46.89,0.0,0.0,41.31,19.09,2.26,62.3,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,08:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,08:30,5658.0,160.0,7541.0,344.0,2.0,2302.0,-1899.0,119.0,0.0,0.0,0.0,0.0,-2910.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,30.0,-,148.0,-,-,-,-,64.0,5591.0,-,610.0,-,-,-,ND,-,-,ND,-,-,-,200.0,-,-,273.0,2.83,16.34,133.28,55.57,6.08,47.58,0.04,0.11,40.69,20.19,2.1,62.3,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,08:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,09:00,5766.0,161.0,7584.0,366.0,47.0,2295.0,-1875.0,119.0,0.0,0.0,0.0,0.0,-2932.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,31.0,-,142.0,-,-,-,-,59.0,5530.0,-,612.0,-,-,-,ND,-,-,ND,-,-,-,200.0,-,-,289.0,2.79,16.45,131.53,55.89,6.35,50.62,0.82,2.58,39.8,20.13,2.06,62.3,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,09:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,09:30,5638.0,155.0,7407.0,475.0,145.0,2373.0,-1948.0,121.0,0.0,0.0,0.0,0.0,-3090.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,32.0,-,139.0,-,-,-,-,72.0,5443.0,-,612.0,-,-,-,ND,-,-,ND,-,-,-,200.0,-,-,321.0,2.75,15.83,131.38,54.58,8.42,65.7,2.57,7.96,42.09,20.81,2.15,63.35,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,09:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,10:00,5864.0,154.0,7466.0,472.0,261.0,2470.0,-1767.0,120.0,0.0,0.0,0.0,0.0,-3313.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,34.0,-,148.0,-,-,-,-,79.0,5276.0,-,548.0,-,-,-,ND,-,-,ND,-,-,-,200.0,-,-,310.0,2.63,15.73,127.32,55.02,8.05,65.28,4.45,14.32,42.12,21.66,2.05,62.83,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,10:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,10:30,5842.0,154.0,7496.0,477.0,388.0,2457.0,-1734.0,121.0,0.0,0.0,0.0,0.0,-3515.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,33.0,-,161.0,-,-,-,-,70.0,4918.0,-,524.0,-,-,-,ND,-,-,ND,-,-,-,200.0,-,-,317.0,2.64,15.73,128.31,55.24,8.17,65.98,6.64,21.3,42.06,21.55,2.07,63.35,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,10:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,11:00,6035.0,154.0,7473.0,469.0,506.0,2538.0,-1381.0,120.0,0.0,0.0,0.0,0.0,-3844.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,96.0,-,226.0,-,-,-,-,75.0,4596.0,-,470.0,-,-,-,ND,-,-,ND,-,-,-,200.0,-,-,299.0,2.55,15.73,123.83,55.07,7.77,64.87,8.38,27.77,42.05,22.26,1.99,62.83,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,11:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,11:30,5972.0,153.0,7576.0,448.0,582.0,2613.0,-1319.0,118.0,0.0,0.0,0.0,0.0,-4199.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,273.0,-,222.0,-,-,-,-,83.0,4104.0,-,411.0,-,-,-,ND,-,-,ND,-,-,-,387.0,-,-,311.0,2.56,15.63,126.86,55.83,7.5,61.96,9.75,31.94,43.75,22.92,1.98,61.78,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,11:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,12:00,6023.0,153.0,7588.0,475.0,640.0,2836.0,-1338.0,122.0,0.0,0.0,0.0,0.0,-4454.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,389.0,-,257.0,-,-,-,-,108.0,3668.0,-,363.0,-,-,-,ND,-,-,ND,-,-,-,417.0,-,-,356.0,2.54,15.63,125.98,55.92,7.89,65.7,10.63,35.13,47.09,24.87,2.03,63.87,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,12:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,12:30,5801.0,154.0,7581.0,498.0,664.0,3602.0,-1158.0,119.0,0.0,0.0,0.0,0.0,-5659.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,593.0,-,345.0,-,-,-,-,123.0,3795.0,-,379.0,-,-,-,ND,-,-,ND,-,-,-,744.0,-,-,606.0,2.65,15.73,130.68,55.87,8.58,68.88,11.45,36.44,62.09,31.59,2.05,62.3,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,12:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,13:00,6275.0,152.0,7493.0,496.0,676.0,4150.0,-946.0,120.0,0.0,0.0,0.0,0.0,-5866.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,911.0,-,322.0,-,-,-,-,144.0,3144.0,-,377.0,-,-,-,ND,-,-,ND,-,-,-,867.0,-,-,792.0,2.42,15.53,119.41,55.22,7.9,68.6,10.77,37.1,66.14,36.39,1.91,62.83,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,13:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,13:30,5978.0,151.0,7933.0,493.0,666.0,3704.0,-869.0,118.0,0.0,0.0,0.0,0.0,-6218.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,914.0,-,306.0,-,-,-,-,136.0,3295.0,-,336.0,-,-,-,ND,-,-,ND,-,-,-,1021.0,-,-,910.0,2.53,15.42,132.7,58.46,8.25,68.19,11.14,36.55,61.96,32.48,1.97,61.78,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,13:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,14:00,5843.0,155.0,8122.0,502.0,591.0,3559.0,-1127.0,116.0,0.0,0.0,0.0,0.0,-6075.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,705.0,-,219.0,-,-,-,-,119.0,3246.0,-,341.0,-,-,-,ND,-,-,ND,-,-,-,1158.0,-,-,1006.0,2.65,15.83,139.0,59.85,8.59,69.43,10.11,32.44,60.91,31.21,1.99,60.73,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,14:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,14:30,5685.0,155.0,8302.0,506.0,454.0,3511.0,-1115.0,114.0,0.0,0.0,0.0,0.0,-6242.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,801.0,-,214.0,-,-,-,-,114.0,3246.0,-,363.0,-,-,-,ND,-,-,ND,-,-,-,1021.0,-,-,1217.0,2.73,15.83,146.03,61.18,8.9,69.99,7.99,24.92,61.76,30.79,2.01,59.69,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,14:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,15:00,5489.0,158.0,8329.0,495.0,318.0,3708.0,-790.0,115.0,0.0,0.0,0.0,0.0,-6844.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,866.0,-,243.0,-,-,-,-,79.0,3416.0,-,415.0,-,-,-,ND,-,-,ND,-,-,-,1293.0,-,-,1343.0,2.88,16.14,151.74,61.38,9.02,68.46,5.79,17.45,67.55,32.52,2.1,60.21,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,15:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,15:30,5926.0,158.0,8225.0,501.0,211.0,3556.0,-71.0,114.0,0.0,0.0,0.0,0.0,-6767.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,839.0,-,157.0,-,-,-,-,73.0,3259.0,-,403.0,-,-,-,ND,-,-,ND,-,-,-,1620.0,-,-,1226.0,2.67,16.14,138.8,60.61,8.45,69.29,3.56,11.58,60.01,31.18,1.92,59.69,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,15:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,16:00,5398.0,158.0,8273.0,505.0,139.0,3497.0,-23.0,113.0,0.0,0.0,0.0,0.0,-7266.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,1047.0,-,159.0,-,-,-,-,105.0,3225.0,-,397.0,-,-,-,ND,-,-,ND,-,-,-,1744.0,-,-,1339.0,2.93,16.14,153.26,60.97,9.36,69.85,2.58,7.63,64.78,30.67,2.09,59.16,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,16:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,16:30,5810.0,159.0,8382.0,506.0,68.0,3817.0,-23.0,113.0,0.0,0.0,0.0,0.0,-7213.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,1035.0,-,131.0,-,-,-,-,87.0,3168.0,-,397.0,-,-,-,ND,-,-,ND,-,-,-,1853.0,-,-,1318.0,2.74,16.24,144.27,61.77,8.71,69.99,1.17,3.73,65.7,33.47,1.94,59.16,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,16:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-01,17:00,5495.0,158.0,8405.0,516.0,12.0,3949.0,-22.0,114.0,0.0,0.0,0.0,0.0,-7637.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,1344.0,-,133.0,-,-,-,-,194.0,3050.0,-,403.0,-,-,-,ND,-,-,ND,-,-,-,1932.0,-,-,1398.0,2.88,16.14,152.96,61.94,9.39,71.37,0.22,0.66,71.87,34.63,2.07,59.69,
