Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Auvergne-Rhône-Alpes,Flux physiques de Bourgogne-Franche-Comté vers Auvergne-Rhône-Alpes,Flux physiques de Bretagne vers Auvergne-Rhône-Alpes,Flux physiques de Centre-Val de Loire vers Auvergne-Rhône-Alpes,Flux physiques de Grand-Est vers Auvergne-Rhône-Alpes,Flux physiques de Hauts-de-France vers Auvergne-Rhône-Alpes,Flux physiques d'Ile-de-France vers Auvergne-Rhône-Alpes,Flux physiques de Normandie vers Auvergne-Rhône-Alpes,Flux physiques de Nouvelle-Aquitaine vers Auvergne-Rhône-Alpes,Flux physiques d'Occitanie vers Auvergne-Rhône-Alpes,Flux physiques de Pays-de-la-Loire vers Auvergne-Rhône-Alpes,Flux physiques de PACA vers Auvergne-Rhône-Alpes,Flux physiques de Auvergne-Rhône-Alpes vers Auvergne-Rhône-Alpes,Flux physiques de Auvergne-Rhône-Alpes vers Bourgogne-Franche-Comté,Flux physiques de Auvergne-Rhône-Alpes vers Bretagne,Flux physiques de Auvergne-Rhône-Alpes vers Centre-Val de Loire,Flux physiques de Auvergne-Rhône-Alpes vers Grand-Est,Flux physiques de Auvergne-Rhône-Alpes vers Hauts-de-France,Flux physiques de Auvergne-Rhône-Alpes vers Ile-de-France,Flux physiques de Auvergne-Rhône-Alpes vers Normandie,Flux physiques de Auvergne-Rhône-Alpes vers Nouvelle-Aquitaine,Flux physiques de Auvergne-Rhône-Alpes vers Occitanie,Flux physiques de Auvergne-Rhône-Alpes vers Pays-de-la-Loire,Flux physiques de Auvergne-Rhône-Alpes vers PACA,Flux physiques Allemagne vers Auvergne-Rhône-Alpes,Flux physiques Belgique vers Auvergne-Rhône-Alpes,Flux physiques Espagne vers Auvergne-Rhône-Alpes,Flux physiques Italie vers Auvergne-Rhône-Alpes,Flux physiques Luxembourg vers Auvergne-Rhône-Alpes,Flux physiques Royaume-Uni vers Auvergne-Rhône-Alpes,Flux physiques Suisse vers Auvergne-Rhône-Alpes,Flux physiques de Auvergne-Rhône-Alpes vers Allemagne,Flux physiques de Auvergne-Rhône-Alpes vers Belgique,Flux physiques de Auvergne-Rhône-Alpes vers Espagne,Flux physiques de Auvergne-Rhône-Alpes vers Italie,Flux physiques de Auvergne-Rhône-Alpes vers Luxembourg,Flux physiques de Auvergne-Rhône-Alpes vers Royaume-Uni,Flux physiques de Auvergne-Rhône-Alpes vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,18:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,18:30,8374.0,527.0,11270.0,56.0,0.0,5311.0,-13.0,112.0,0.0,0.0,0.0,0.0,-8889.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,1583.0,-,65.0,-,-,-,-,224.0,4570.0,-,453.0,-,-,-,ND,-,-,ND,-,-,-,2640.0,-,-,1195.0,6.29,53.83,134.58,83.05,0.67,7.75,0.0,0.0,63.42,46.58,1.34,58.64,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,18:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,19:00,8735.0,533.0,11276.0,57.0,0.0,5329.0,-13.0,117.0,0.0,0.0,0.0,0.0,-8564.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,1438.0,-,0.0,-,-,-,-,221.0,4641.0,-,501.0,-,-,-,ND,-,-,ND,-,-,-,2587.0,-,-,1161.0,6.1,54.44,129.09,83.1,0.65,7.88,0.0,0.0,61.01,46.73,1.34,61.26,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,19:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,19:30,8518.0,534.0,11283.0,56.0,0.0,4350.0,-13.0,114.0,0.0,0.0,0.0,0.0,-7807.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,1160.0,-,0.0,-,-,-,-,87.0,4773.0,-,529.0,-,-,-,ND,-,-,ND,-,-,-,2479.0,-,-,1195.0,6.27,54.55,132.46,83.15,0.66,7.75,0.0,0.0,51.07,38.15,1.34,59.69,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,19:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,20:00,7887.0,520.0,11245.0,57.0,0.0,4096.0,-13.0,118.0,0.0,0.0,0.0,0.0,-8136.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,1023.0,-,7.0,-,-,-,-,107.0,5046.0,-,584.0,-,-,-,ND,-,-,ND,-,-,-,2438.0,-,-,1403.0,6.59,53.12,142.58,82.87,0.72,7.88,0.0,0.0,51.93,35.92,1.5,61.78,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,20:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,20:30,8335.0,293.0,11251.0,61.0,0.0,3712.0,-13.0,117.0,0.0,0.0,0.0,0.0,-7085.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,569.0,-,0.0,-,-,-,-,104.0,5187.0,-,530.0,-,-,-,ND,-,-,ND,-,-,-,2320.0,-,-,1374.0,3.52,29.93,134.99,82.91,0.73,8.44,0.0,0.0,44.54,32.55,1.4,61.26,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,20:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,21:00,8034.0,173.0,11041.0,70.0,0.0,3295.0,-13.0,117.0,0.0,0.0,0.0,0.0,-6648.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,637.0,-,0.0,-,-,-,-,104.0,4889.0,-,483.0,-,-,-,ND,-,-,ND,-,-,-,2313.0,-,-,1504.0,2.15,17.67,137.43,81.36,0.87,9.68,0.0,0.0,41.01,28.9,1.46,61.26,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,21:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,21:30,7808.0,173.0,10873.0,79.0,0.0,3373.0,-14.0,116.0,0.0,0.0,0.0,0.0,-6792.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,556.0,-,0.0,-,-,-,-,102.0,4627.0,-,486.0,-,-,-,ND,-,-,ND,-,-,-,2828.0,-,-,1867.0,2.22,17.67,139.25,80.13,1.01,10.93,0.0,0.0,43.2,29.58,1.49,60.73,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,21:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,22:00,7179.0,173.0,10641.0,81.0,0.0,2981.0,-15.0,116.0,0.0,0.0,0.0,0.0,-6799.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,271.0,-,0.0,-,-,-,-,114.0,5497.0,-,736.0,-,-,-,ND,-,-,ND,-,-,-,2587.0,-,-,1759.0,2.41,17.67,148.22,78.42,1.13,11.2,0.0,0.0,41.52,26.14,1.62,60.73,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,22:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,22:30,7501.0,173.0,10579.0,81.0,0.0,2998.0,-14.0,119.0,0.0,0.0,0.0,0.0,-6435.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,165.0,-,7.0,-,-,-,-,122.0,5890.0,-,789.0,-,-,-,ND,-,-,ND,-,-,-,2309.0,-,-,1438.0,2.31,17.67,141.03,77.96,1.08,11.2,0.0,0.0,39.97,26.29,1.59,62.3,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,22:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,23:00,8428.0,173.0,10560.0,93.0,0.0,2940.0,-14.0,117.0,0.0,0.0,0.0,0.0,-5441.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,102.0,-,3.0,-,-,-,-,45.0,6010.0,-,786.0,-,-,-,ND,-,-,ND,-,-,-,2187.0,-,-,1389.0,2.05,17.67,125.3,77.82,1.1,12.86,0.0,0.0,34.88,25.78,1.39,61.26,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,23:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,23:30,7638.0,173.0,10497.0,102.0,0.0,2702.0,-666.0,117.0,0.0,0.0,0.0,0.0,-5287.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,23.0,-,33.0,-,-,-,-,44.0,6429.0,-,802.0,-,-,-,ND,-,-,ND,-,-,-,1964.0,-,-,1255.0,2.26,17.67,137.43,77.35,1.34,14.11,0.0,0.0,35.38,23.7,1.53,61.26,
Auvergne-Rhône-Alpes,Données définitives,2023-01-03,23:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,00:00,7863.0,173.0,10434.0,111.0,0.0,2531.0,-919.0,115.0,0.0,0.0,0.0,0.0,-4583.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,68.0,-,25.0,-,-,-,-,31.0,6219.0,-,720.0,-,-,-,ND,-,-,ND,-,-,-,1786.0,-,-,1263.0,2.2,17.67,132.7,76.89,1.41,15.35,0.0,0.0,32.19,22.2,1.46,60.21,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,00:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,00:30,7536.0,173.0,10495.0,110.0,0.0,2399.0,-1443.0,117.0,0.0,0.0,0.0,0.0,-4315.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,62.0,-,25.0,-,-,-,-,34.0,6029.0,-,631.0,-,-,-,ND,-,-,ND,-,-,-,2056.0,-,-,1363.0,2.3,17.67,139.26,77.34,1.46,15.21,0.0,0.0,31.83,21.04,1.55,61.26,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,00:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,01:00,7151.0,174.0,10144.0,108.0,0.0,2384.0,-1647.0,118.0,0.0,0.0,0.0,0.0,-4129.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,31.0,-,33.0,-,-,-,-,38.0,6016.0,-,648.0,-,-,-,ND,-,-,ND,-,-,-,2072.0,-,-,1355.0,2.43,17.77,141.85,74.75,1.51,14.94,0.0,0.0,33.34,20.91,1.65,61.78,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,01:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,01:30,7205.0,174.0,9911.0,117.0,0.0,2314.0,-1608.0,118.0,0.0,0.0,0.0,0.0,-3820.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,26.0,-,34.0,-,-,-,-,41.0,6002.0,-,706.0,-,-,-,ND,-,-,ND,-,-,-,1838.0,-,-,1328.0,2.41,17.77,137.56,73.04,1.62,16.18,0.0,0.0,32.12,20.29,1.64,61.78,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,01:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,02:00,7160.0,174.0,9859.0,135.0,0.0,2199.0,-1642.0,116.0,0.0,0.0,0.0,0.0,-3681.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,26.0,-,34.0,-,-,-,-,40.0,6097.0,-,752.0,-,-,-,ND,-,-,ND,-,-,-,1733.0,-,-,1266.0,2.43,17.77,137.7,72.65,1.89,18.67,0.0,0.0,30.71,19.28,1.62,60.73,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,02:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,02:30,7425.0,174.0,9902.0,135.0,0.0,2164.0,-1627.0,115.0,0.0,0.0,0.0,0.0,-3438.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,33.0,-,21.0,-,-,-,-,37.0,5886.0,-,719.0,-,-,-,ND,-,-,ND,-,-,-,1669.0,-,-,1336.0,2.34,17.77,133.36,72.97,1.82,18.67,0.0,0.0,29.14,18.98,1.55,60.21,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,02:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,03:00,7249.0,174.0,9749.0,139.0,0.0,2145.0,-1844.0,116.0,0.0,0.0,0.0,0.0,-3229.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,81.0,-,7.0,-,-,-,-,32.0,5668.0,-,677.0,-,-,-,ND,-,-,ND,-,-,-,1630.0,-,-,1398.0,2.4,17.77,134.49,71.84,1.92,19.23,0.0,0.0,29.59,18.81,1.6,60.73,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,03:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,03:30,7284.0,174.0,9901.0,145.0,0.0,2069.0,-1947.0,116.0,0.0,0.0,0.0,0.0,-3174.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,103.0,-,0.0,-,-,-,-,33.0,5439.0,-,618.0,-,-,-,ND,-,-,ND,-,-,-,1536.0,-,-,1598.0,2.39,17.77,135.93,72.96,1.99,20.06,0.0,0.0,28.4,18.14,1.59,60.73,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,03:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,04:00,7016.0,174.0,9836.0,145.0,0.0,2061.0,-2106.0,117.0,0.0,0.0,0.0,0.0,-3210.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,122.0,-,0.0,-,-,-,-,54.0,5303.0,-,589.0,-,-,-,ND,-,-,ND,-,-,-,1538.0,-,-,1643.0,2.48,17.77,140.19,72.48,2.07,20.06,0.0,0.0,29.38,18.07,1.67,61.26,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,04:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,04:30,7041.0,174.0,9933.0,152.0,0.0,2105.0,-2175.0,115.0,0.0,0.0,0.0,0.0,-3262.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,134.0,-,0.0,-,-,-,-,53.0,5254.0,-,579.0,-,-,-,ND,-,-,ND,-,-,-,1624.0,-,-,1684.0,2.47,17.77,141.07,73.2,2.16,21.02,0.0,0.0,29.9,18.46,1.63,60.21,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,04:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,05:00,7153.0,174.0,9930.0,159.0,0.0,2176.0,-2177.0,114.0,0.0,0.0,0.0,0.0,-3223.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,29.0,-,3.0,-,-,-,-,32.0,5488.0,-,610.0,-,-,-,ND,-,-,ND,-,-,-,1554.0,-,-,1656.0,2.43,17.77,138.82,73.18,2.22,21.99,0.0,0.0,30.42,19.08,1.59,59.69,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,05:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,05:30,7364.0,174.0,9926.0,166.0,0.0,2170.0,-2174.0,115.0,0.0,0.0,0.0,0.0,-3013.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,31.0,-,2.0,-,-,-,-,31.0,5504.0,-,584.0,-,-,-,ND,-,-,ND,-,-,-,1548.0,-,-,1499.0,2.36,17.77,134.79,73.15,2.25,22.96,0.0,0.0,29.47,19.03,1.56,60.21,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,05:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,06:00,7163.0,174.0,9962.0,173.0,0.0,2155.0,-2172.0,113.0,0.0,0.0,0.0,0.0,-3243.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,32.0,-,30.0,-,-,-,-,37.0,6031.0,-,636.0,-,-,-,ND,-,-,ND,-,-,-,1526.0,-,-,1410.0,2.43,17.77,139.08,73.41,2.42,23.93,0.0,0.0,30.09,18.9,1.58,59.16,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,06:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,06:30,7761.0,173.0,10032.0,166.0,0.0,2252.0,-2031.0,114.0,0.0,0.0,0.0,0.0,-2945.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,32.0,-,34.0,-,-,-,-,38.0,6153.0,-,672.0,-,-,-,ND,-,-,ND,-,-,-,1844.0,-,-,833.0,2.23,17.67,129.26,73.93,2.14,22.96,0.0,0.0,29.02,19.75,1.47,59.69,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,06:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,07:00,7564.0,173.0,10244.0,170.0,0.0,2359.0,-1169.0,101.0,0.0,0.0,0.0,0.0,-4315.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,48.0,-,64.0,-,-,-,-,75.0,6670.0,-,806.0,-,-,-,ND,-,-,ND,-,-,-,1924.0,-,-,724.0,2.29,17.67,135.43,75.49,2.25,23.51,0.0,0.0,31.19,20.69,1.34,52.88,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,07:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,07:30,8305.0,170.0,10901.0,180.0,0.0,2569.0,-723.0,102.0,0.0,0.0,0.0,0.0,-4894.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,52.0,-,48.0,-,-,-,-,122.0,6811.0,-,839.0,-,-,-,ND,-,-,ND,-,-,-,2122.0,-,-,725.0,2.05,17.36,131.26,80.33,2.17,24.9,0.0,0.0,30.93,22.53,1.23,53.4,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,07:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,08:00,8499.0,171.0,11254.0,177.0,0.0,2612.0,-696.0,101.0,0.0,0.0,0.0,0.0,-5121.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,44.0,-,19.0,-,-,-,-,129.0,6307.0,-,805.0,-,-,-,ND,-,-,ND,-,-,-,2232.0,-,-,764.0,2.01,17.47,132.42,82.93,2.08,24.48,0.0,0.0,30.73,22.91,1.19,52.88,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,08:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,08:30,8773.0,172.0,11200.0,185.0,10.0,2738.0,-13.0,101.0,0.0,0.0,0.0,0.0,-5619.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,52.0,-,24.0,-,-,-,-,128.0,6377.0,-,867.0,-,-,-,ND,-,-,ND,-,-,-,2275.0,-,-,709.0,1.96,17.57,127.66,82.54,2.11,25.59,0.11,0.55,31.21,24.01,1.15,52.88,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,08:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,09:00,8675.0,172.0,11241.0,165.0,64.0,2929.0,-13.0,102.0,0.0,0.0,0.0,0.0,-5986.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,53.0,-,25.0,-,-,-,-,124.0,6358.0,-,863.0,-,-,-,ND,-,-,ND,-,-,-,2318.0,-,-,723.0,1.98,17.57,129.58,82.84,1.9,22.82,0.74,3.51,33.76,25.69,1.18,53.4,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,09:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,09:30,8923.0,174.0,11240.0,172.0,144.0,3057.0,-13.0,100.0,0.0,0.0,0.0,0.0,-5951.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,61.0,-,4.0,-,-,-,-,115.0,5910.0,-,781.0,-,-,-,ND,-,-,ND,-,-,-,2375.0,-,-,742.0,1.95,17.77,125.97,82.83,1.93,23.79,1.61,7.9,34.26,26.81,1.12,52.36,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,09:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,10:00,9068.0,171.0,11217.0,173.0,237.0,2982.0,-94.0,110.0,0.0,0.0,0.0,0.0,-5727.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,142.0,-,0.0,-,-,-,-,111.0,5304.0,-,683.0,-,-,-,ND,-,-,ND,-,-,-,2371.0,-,-,780.0,1.89,17.47,123.7,82.66,1.91,23.93,2.61,13.01,32.88,26.15,1.21,57.59,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,10:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,10:30,8823.0,171.0,11253.0,162.0,328.0,3071.0,-94.0,114.0,0.0,0.0,0.0,0.0,-6182.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,276.0,-,0.0,-,-,-,-,105.0,4962.0,-,622.0,-,-,-,ND,-,-,ND,-,-,-,2598.0,-,-,1095.0,1.94,17.47,127.54,82.93,1.84,22.41,3.72,18.0,34.81,26.93,1.29,59.69,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,10:45,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,11:00,9079.0,174.0,11237.0,162.0,431.0,2987.0,-94.0,112.0,0.0,0.0,0.0,0.0,-5930.0,-,ND,-,ND,-,-,-,-,ND,ND,-,ND,-,351.0,-,0.0,-,-,-,-,98.0,4630.0,-,551.0,-,-,-,ND,-,-,ND,-,-,-,2660.0,-,-,1163.0,1.92,17.77,123.77,82.81,1.78,22.41,4.75,23.66,32.9,26.19,1.23,58.64,
Auvergne-Rhône-Alpes,Données définitives,2023-01-04,11:15,,,,,,,,,,,,,,-,,-,,-,-,-,-,,,-,,-,,-,,-,-,-,-,,,-,,-,-,-,,-,-,,-,-,-,,-,-,,,,,,,,,,,,,,
