Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Grand-Est,Flux physiques de Bourgogne-Franche-Comté vers Grand-Est,Flux physiques de Bretagne vers Grand-Est,Flux physiques de Centre-Val de Loire vers Grand-Est,Flux physiques de Grand-Est vers Grand-Est,Flux physiques de Hauts-de-France vers Grand-Est,Flux physiques d'Ile-de-France vers Grand-Est,Flux physiques de Normandie vers Grand-Est,Flux physiques de Nouvelle-Aquitaine vers Grand-Est,Flux physiques d'Occitanie vers Grand-Est,Flux physiques de Pays-de-la-Loire vers Grand-Est,Flux physiques de PACA vers Grand-Est,Flux physiques de Grand-Est vers Auvergne-Rhône-Alpes,Flux physiques de Grand-Est vers Bourgogne-Franche-Comté,Flux physiques de Grand-Est vers Bretagne,Flux physiques de Grand-Est vers Centre-Val de Loire,Flux physiques de Grand-Est vers Grand-Est.1,Flux physiques de Grand-Est vers Hauts-de-France,Flux physiques de Grand-Est vers Ile-de-France,Flux physiques de Grand-Est vers Normandie,Flux physiques de Grand-Est vers Nouvelle-Aquitaine,Flux physiques de Grand-Est vers Occitanie,Flux physiques de Grand-Est vers Pays-de-la-Loire,Flux physiques de Grand-Est vers PACA,Flux physiques Allemagne vers Grand-Est,Flux physiques Belgique vers Grand-Est,Flux physiques Espagne vers Grand-Est,Flux physiques Italie vers Grand-Est,Flux physiques Luxembourg vers Grand-Est,Flux physiques Royaume-Uni vers Grand-Est,Flux physiques Suisse vers Grand-Est,Flux physiques de Grand-Est vers Allemagne,Flux physiques de Grand-Est vers Belgique,Flux physiques de Grand-Est vers Espagne,Flux physiques de Grand-Est vers Italie,Flux physiques de Grand-Est vers Luxembourg,Flux physiques de Grand-Est vers Royaume-Uni,Flux physiques de Grand-Est vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Grand-Est,Données définitives,2023-03-13,09:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,09:30,5262.0,193.0,3786.0,3333.0,183.0,1361.0,0.0,149.0,0.0,0.0,0.0,0.0,-3742.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1149.0,-,-,-,588.0,3033.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,190.0,149.0,-,-,ND,-,454.0,3.67,6.16,71.95,34.99,63.34,73.24,3.48,16.21,25.86,59.12,2.83,57.31,
Grand-Est,Données définitives,2023-03-13,09:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,10:00,6077.0,192.0,3780.0,3349.0,208.0,1238.0,0.0,151.0,0.0,0.0,0.0,0.0,-2837.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,801.0,-,-,-,437.0,2605.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,201.0,152.0,-,-,ND,-,501.0,3.16,6.12,62.2,34.94,55.11,73.59,3.42,18.42,20.37,53.78,2.48,58.08,
Grand-Est,Données définitives,2023-03-13,10:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,10:30,5412.0,192.0,3781.0,3392.0,316.0,1203.0,0.0,147.0,0.0,0.0,0.0,0.0,-3618.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,690.0,-,-,-,285.0,2379.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,558.0,208.0,-,-,ND,-,537.0,3.55,6.12,69.86,34.94,62.68,74.53,5.84,27.99,22.23,52.26,2.72,56.54,
Grand-Est,Données définitives,2023-03-13,10:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,11:00,5319.0,193.0,3777.0,3400.0,363.0,863.0,-1.0,148.0,0.0,0.0,0.0,0.0,-3420.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,719.0,-,-,-,142.0,2374.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,482.0,171.0,-,-,ND,-,491.0,3.63,6.16,71.01,34.91,63.92,74.71,6.82,32.15,16.22,37.49,2.78,56.92,
Grand-Est,Données définitives,2023-03-13,11:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,11:30,5590.0,193.0,3770.0,3253.0,462.0,886.0,-170.0,149.0,0.0,0.0,0.0,0.0,-2953.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,638.0,-,-,-,81.0,2219.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,546.0,116.0,-,-,ND,-,560.0,3.45,6.16,67.44,34.84,58.19,71.48,8.26,40.92,15.85,38.49,2.67,57.31,
Grand-Est,Données définitives,2023-03-13,11:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,12:00,5730.0,192.0,3766.0,3183.0,423.0,886.0,-342.0,151.0,0.0,0.0,0.0,0.0,-2527.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,527.0,-,-,-,71.0,2210.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,420.0,115.0,-,-,ND,-,548.0,3.35,6.12,65.72,34.81,55.55,69.94,7.38,37.47,15.46,38.49,2.64,58.08,
Grand-Est,Données définitives,2023-03-13,12:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,12:30,5313.0,193.0,3762.0,3246.0,378.0,872.0,-508.0,154.0,0.0,0.0,0.0,0.0,-2781.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,483.0,-,-,-,61.0,2121.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,603.0,124.0,-,-,ND,-,587.0,3.63,6.16,70.81,34.77,61.1,71.32,7.11,33.48,16.41,37.88,2.9,59.23,
Grand-Est,Données définitives,2023-03-13,12:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,13:00,5516.0,192.0,3760.0,3195.0,364.0,726.0,-505.0,154.0,0.0,0.0,0.0,0.0,-2368.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,213.0,-,-,-,62.0,1785.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,750.0,205.0,-,-,ND,-,524.0,3.48,6.12,68.17,34.75,57.92,70.2,6.6,32.24,13.16,31.54,2.79,59.23,
Grand-Est,Données définitives,2023-03-13,13:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,13:30,5138.0,191.0,3768.0,3424.0,383.0,717.0,-503.0,153.0,0.0,0.0,0.0,0.0,-2993.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,198.0,-,-,-,65.0,1656.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,1164.0,321.0,-,-,ND,-,486.0,3.72,6.09,73.34,34.82,66.64,75.24,7.45,33.92,13.95,31.15,2.98,58.85,
Grand-Est,Données définitives,2023-03-13,13:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,14:00,4760.0,191.0,3763.0,3417.0,361.0,704.0,-499.0,155.0,0.0,0.0,0.0,0.0,-3331.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,398.0,-,-,-,70.0,1772.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,991.0,420.0,-,-,ND,-,432.0,4.01,6.09,79.05,34.78,71.79,75.08,7.58,31.98,14.79,30.58,3.26,59.62,
Grand-Est,Données définitives,2023-03-13,14:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,14:30,5370.0,190.0,3258.0,3476.0,408.0,707.0,-495.0,156.0,0.0,0.0,0.0,0.0,-2334.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,557.0,-,-,-,66.0,1476.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,781.0,295.0,-,-,ND,-,501.0,3.54,6.06,60.67,30.11,64.73,76.38,7.6,36.14,13.17,30.71,2.91,60.0,
Grand-Est,Données définitives,2023-03-13,14:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,15:00,4996.0,190.0,2805.0,3500.0,337.0,705.0,-495.0,156.0,0.0,0.0,0.0,0.0,-2201.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,427.0,-,-,-,63.0,1547.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,744.0,210.0,-,-,ND,-,514.0,3.8,6.06,56.14,25.92,70.06,76.91,6.75,29.85,14.11,30.63,3.12,60.0,
Grand-Est,Données définitives,2023-03-13,15:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,15:30,5080.0,187.0,2866.0,3313.0,294.0,695.0,-492.0,159.0,0.0,0.0,0.0,0.0,-1942.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,427.0,-,-,-,62.0,1489.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,668.0,212.0,-,-,ND,-,517.0,3.68,5.96,56.42,26.49,65.22,72.8,5.79,26.04,13.68,30.19,3.13,61.15,
Grand-Est,Données définitives,2023-03-13,15:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,16:00,4795.0,182.0,2907.0,3202.0,228.0,669.0,-1.0,157.0,0.0,0.0,0.0,0.0,-2550.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,443.0,-,-,-,67.0,1509.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,789.0,210.0,-,-,ND,-,523.0,3.8,5.81,60.63,26.87,66.78,70.36,4.75,20.19,13.95,29.06,3.27,60.38,
Grand-Est,Données définitives,2023-03-13,16:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,16:30,5062.0,184.0,2860.0,3161.0,115.0,658.0,0.0,156.0,0.0,0.0,0.0,0.0,-2074.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,483.0,-,-,-,65.0,1474.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,687.0,189.0,-,-,ND,-,508.0,3.63,5.87,56.5,26.43,62.45,69.46,2.27,10.19,13.0,28.58,3.08,60.0,
Grand-Est,Données définitives,2023-03-13,16:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,17:00,4645.0,186.0,3301.0,3197.0,64.0,940.0,0.0,154.0,0.0,0.0,0.0,0.0,-3200.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,482.0,-,-,-,70.0,1619.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,964.0,215.0,-,-,ND,-,482.0,4.0,5.93,71.07,30.51,68.83,70.25,1.38,5.67,20.24,40.83,3.32,59.23,
Grand-Est,Données définitives,2023-03-13,17:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,17:30,4805.0,189.0,3677.0,3182.0,28.0,1047.0,-1.0,156.0,0.0,0.0,0.0,0.0,-3472.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,358.0,-,-,-,131.0,1742.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,1158.0,237.0,-,-,ND,-,392.0,3.93,6.03,76.52,33.98,66.22,69.92,0.58,2.48,21.79,45.48,3.25,60.0,
Grand-Est,Données définitives,2023-03-13,17:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,18:00,5121.0,186.0,3811.0,3347.0,13.0,1233.0,0.0,159.0,0.0,0.0,0.0,0.0,-3627.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,353.0,-,-,-,254.0,1897.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,1018.0,263.0,-,-,ND,-,297.0,3.63,5.93,74.42,35.22,65.36,73.54,0.25,1.15,24.08,53.56,3.1,61.15,
Grand-Est,Données définitives,2023-03-13,18:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,18:30,5118.0,187.0,4423.0,3580.0,1.0,1092.0,-1.0,157.0,0.0,0.0,0.0,0.0,-4322.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,496.0,-,-,-,508.0,2179.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,1047.0,264.0,-,-,ND,-,327.0,3.65,5.96,86.42,40.88,69.95,78.66,0.02,0.09,21.34,47.44,3.07,60.38,
Grand-Est,Données définitives,2023-03-13,18:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,19:00,5358.0,190.0,4664.0,3487.0,0.0,1497.0,-1.0,151.0,0.0,0.0,0.0,0.0,-4630.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,413.0,-,-,-,767.0,2682.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,782.0,276.0,-,-,ND,-,269.0,3.55,6.06,87.05,43.11,65.08,76.62,0.0,0.0,27.94,65.03,2.82,58.08,
Grand-Est,Données définitives,2023-03-13,19:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,19:30,5711.0,192.0,4577.0,3480.0,0.0,1278.0,-1.0,150.0,0.0,0.0,0.0,0.0,-3965.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,488.0,-,-,-,856.0,2865.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,358.0,252.0,-,-,ND,-,88.0,3.36,6.12,80.14,42.3,60.94,76.47,0.0,0.0,22.38,55.52,2.63,57.69,
Grand-Est,Données définitives,2023-03-13,19:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,20:00,5699.0,191.0,4564.0,3194.0,0.0,1195.0,-1.0,153.0,0.0,0.0,0.0,0.0,-3596.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,458.0,-,-,-,586.0,2420.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,522.0,251.0,-,-,ND,-,153.0,3.35,6.09,80.08,42.18,56.04,70.18,0.0,0.0,20.97,51.91,2.68,58.85,
Grand-Est,Données définitives,2023-03-13,20:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,20:30,5465.0,190.0,4553.0,3344.0,0.0,1185.0,-1.0,153.0,0.0,0.0,0.0,0.0,-3956.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,575.0,-,-,-,369.0,2255.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,736.0,243.0,-,-,ND,-,307.0,3.48,6.06,83.31,42.08,61.19,73.48,0.0,0.0,21.68,51.48,2.8,58.85,
Grand-Est,Données définitives,2023-03-13,20:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,21:00,5522.0,190.0,4491.0,3356.0,0.0,1196.0,-1.0,155.0,0.0,0.0,0.0,0.0,-3861.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,660.0,-,-,-,155.0,1874.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,902.0,316.0,-,-,ND,-,325.0,3.44,6.06,81.33,41.51,60.78,73.74,0.0,0.0,21.66,51.95,2.81,59.62,
Grand-Est,Données définitives,2023-03-13,21:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,21:30,4934.0,190.0,3801.0,3399.0,0.0,1285.0,-1.0,157.0,0.0,0.0,0.0,0.0,-3895.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,658.0,-,-,-,85.0,1796.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,964.0,318.0,-,-,ND,-,481.0,3.85,6.06,77.04,35.13,68.89,74.69,0.0,0.0,26.04,55.82,3.18,60.38,
Grand-Est,Données définitives,2023-03-13,21:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,22:00,5131.0,190.0,3590.0,3582.0,0.0,1218.0,-1.0,159.0,0.0,0.0,0.0,0.0,-3605.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,594.0,-,-,-,63.0,1730.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,956.0,280.0,-,-,ND,-,558.0,3.7,6.06,69.97,33.18,69.81,78.71,0.0,0.0,23.74,52.91,3.1,61.15,
Grand-Est,Données définitives,2023-03-13,22:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,22:30,4806.0,193.0,3698.0,3660.0,0.0,1206.0,-1.0,158.0,0.0,0.0,0.0,0.0,-4109.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,519.0,-,-,-,74.0,2257.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,758.0,394.0,-,-,ND,-,526.0,4.02,6.16,76.95,34.18,76.15,80.42,0.0,0.0,25.09,52.39,3.29,60.77,
Grand-Est,Données définitives,2023-03-13,22:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,23:00,5308.0,193.0,3689.0,3697.0,0.0,977.0,-1.0,158.0,0.0,0.0,0.0,0.0,-3404.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,815.0,-,-,-,73.0,1935.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,690.0,317.0,-,-,ND,-,581.0,3.64,6.16,69.5,34.09,69.65,81.23,0.0,0.0,18.41,42.44,2.98,60.77,
Grand-Est,Données définitives,2023-03-13,23:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-13,23:30,4723.0,193.0,3547.0,3721.0,0.0,854.0,-516.0,155.0,0.0,0.0,0.0,0.0,-3226.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,791.0,-,-,-,69.0,2031.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,802.0,191.0,-,-,ND,-,655.0,4.09,6.16,75.1,32.78,78.78,81.76,0.0,0.0,18.08,37.1,3.28,59.62,
Grand-Est,Données définitives,2023-03-13,23:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-14,00:00,4620.0,193.0,3530.0,3761.0,0.0,845.0,-513.0,153.0,0.0,0.0,0.0,0.0,-3344.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,698.0,-,-,-,73.0,2275.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,749.0,259.0,-,-,ND,-,618.0,4.18,6.16,76.41,32.62,81.41,82.64,0.0,0.0,18.29,36.71,3.31,58.85,
Grand-Est,Données définitives,2023-03-14,00:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-14,00:30,5052.0,193.0,2918.0,3783.0,0.0,874.0,-513.0,149.0,0.0,0.0,0.0,0.0,-2353.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,609.0,-,-,-,66.0,1904.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,876.0,155.0,-,-,ND,-,685.0,3.82,6.16,57.76,26.97,74.88,83.12,0.0,0.0,17.3,37.97,2.95,57.31,
Grand-Est,Données définitives,2023-03-14,00:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-14,01:00,4187.0,194.0,2798.0,3681.0,0.0,800.0,-511.0,150.0,0.0,0.0,0.0,0.0,-2924.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,641.0,-,-,-,77.0,2048.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,900.0,150.0,-,-,ND,-,686.0,4.63,6.19,66.83,25.86,87.91,80.88,0.0,0.0,19.11,34.75,3.58,57.69,
Grand-Est,Données définitives,2023-03-14,01:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-14,01:30,4457.0,193.0,2867.0,3601.0,0.0,797.0,-507.0,153.0,0.0,0.0,0.0,0.0,-2647.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,737.0,-,-,-,67.0,2130.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,708.0,126.0,-,-,ND,-,678.0,4.33,6.16,64.33,26.5,80.79,79.13,0.0,0.0,17.88,34.62,3.43,58.85,
Grand-Est,Données définitives,2023-03-14,01:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-14,02:00,4449.0,193.0,2798.0,3670.0,0.0,803.0,-342.0,152.0,0.0,0.0,0.0,0.0,-2825.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,975.0,-,-,-,62.0,2317.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,620.0,135.0,-,-,ND,-,711.0,4.34,6.16,62.89,25.86,82.49,80.64,0.0,0.0,18.05,34.88,3.42,58.46,
Grand-Est,Données définitives,2023-03-14,02:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-14,02:30,4787.0,193.0,2896.0,3785.0,0.0,825.0,-340.0,151.0,0.0,0.0,0.0,0.0,-2722.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1038.0,-,-,-,62.0,2225.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,635.0,120.0,-,-,ND,-,772.0,4.03,6.16,60.5,26.77,79.07,83.17,0.0,0.0,17.23,35.84,3.15,58.08,
Grand-Est,Données définitives,2023-03-14,02:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-14,03:00,4648.0,193.0,2839.0,3832.0,0.0,846.0,-338.0,152.0,0.0,0.0,0.0,0.0,-2876.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1040.0,-,-,-,64.0,2119.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,717.0,128.0,-,-,ND,-,770.0,4.15,6.16,61.08,26.24,82.44,84.2,0.0,0.0,18.2,36.75,3.27,58.46,
Grand-Est,Données définitives,2023-03-14,03:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-03-14,03:30,4583.0,193.0,2851.0,3856.0,0.0,867.0,-338.0,154.0,0.0,0.0,0.0,0.0,-3000.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1061.0,-,-,-,62.0,1973.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,819.0,130.0,-,-,ND,-,806.0,4.21,6.16,62.21,26.35,84.14,84.73,0.0,0.0,18.92,37.66,3.36,59.23,
Grand-Est,Données définitives,2023-03-14,03:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
