Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Grand-Est,Flux physiques de Bourgogne-Franche-Comté vers Grand-Est,Flux physiques de Bretagne vers Grand-Est,Flux physiques de Centre-Val de Loire vers Grand-Est,Flux physiques de Grand-Est vers Grand-Est,Flux physiques de Hauts-de-France vers Grand-Est,Flux physiques d'Ile-de-France vers Grand-Est,Flux physiques de Normandie vers Grand-Est,Flux physiques de Nouvelle-Aquitaine vers Grand-Est,Flux physiques d'Occitanie vers Grand-Est,Flux physiques de Pays-de-la-Loire vers Grand-Est,Flux physiques de PACA vers Grand-Est,Flux physiques de Grand-Est vers Auvergne-Rhône-Alpes,Flux physiques de Grand-Est vers Bourgogne-Franche-Comté,Flux physiques de Grand-Est vers Bretagne,Flux physiques de Grand-Est vers Centre-Val de Loire,Flux physiques de Grand-Est vers Grand-Est.1,Flux physiques de Grand-Est vers Hauts-de-France,Flux physiques de Grand-Est vers Ile-de-France,Flux physiques de Grand-Est vers Normandie,Flux physiques de Grand-Est vers Nouvelle-Aquitaine,Flux physiques de Grand-Est vers Occitanie,Flux physiques de Grand-Est vers Pays-de-la-Loire,Flux physiques de Grand-Est vers PACA,Flux physiques Allemagne vers Grand-Est,Flux physiques Belgique vers Grand-Est,Flux physiques Espagne vers Grand-Est,Flux physiques Italie vers Grand-Est,Flux physiques Luxembourg vers Grand-Est,Flux physiques Royaume-Uni vers Grand-Est,Flux physiques Suisse vers Grand-Est,Flux physiques de Grand-Est vers Allemagne,Flux physiques de Grand-Est vers Belgique,Flux physiques de Grand-Est vers Espagne,Flux physiques de Grand-Est vers Italie,Flux physiques de Grand-Est vers Luxembourg,Flux physiques de Grand-Est vers Royaume-Uni,Flux physiques de Grand-Est vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Grand-Est,Données définitives,2023-01-01,02:30,3962.0,178.0,3957.0,2621.0,0.0,818.0,-6.0,142.0,0.0,0.0,0.0,0.0,-3742.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1877.0,-,-,-,1083.0,3826.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,0.0,0.0,-,-,ND,-,484.0,4.49,5.68,99.87,36.57,66.15,57.59,0.0,0.0,20.65,35.53,3.58,54.62,
Grand-Est,Données définitives,2023-01-01,02:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,03:00,4115.0,177.0,3798.0,2603.0,0.0,813.0,-6.0,142.0,0.0,0.0,0.0,0.0,-3409.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1899.0,-,-,-,915.0,3511.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,0.0,0.0,-,-,ND,-,512.0,4.3,5.65,92.3,35.1,63.26,57.2,0.0,0.0,19.76,35.32,3.45,54.62,
Grand-Est,Données définitives,2023-01-01,03:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,03:30,3801.0,179.0,3849.0,2569.0,0.0,827.0,-6.0,139.0,0.0,0.0,0.0,0.0,-3755.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1863.0,-,-,-,757.0,3294.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,33.0,0.0,-,-,ND,-,578.0,4.71,5.71,101.26,35.57,67.59,56.45,0.0,0.0,21.76,35.93,3.66,53.46,
Grand-Est,Données définitives,2023-01-01,03:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,04:00,3324.0,180.0,3830.0,2545.0,0.0,821.0,-183.0,141.0,0.0,0.0,0.0,0.0,-4010.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2082.0,-,-,-,696.0,3286.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,32.0,0.0,-,-,ND,-,604.0,5.42,5.74,115.22,35.4,76.56,55.92,0.0,0.0,24.7,35.66,4.24,54.23,
Grand-Est,Données définitives,2023-01-01,04:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,04:30,3595.0,180.0,3807.0,2504.0,0.0,813.0,-183.0,142.0,0.0,0.0,0.0,0.0,-3667.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2106.0,-,-,-,721.0,3233.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,14.0,0.0,-,-,ND,-,619.0,5.01,5.74,105.9,35.18,69.65,55.02,0.0,0.0,22.61,35.32,3.95,54.62,
Grand-Est,Données définitives,2023-01-01,04:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,05:00,3362.0,179.0,3814.0,2490.0,0.0,812.0,-535.0,140.0,0.0,0.0,0.0,0.0,-3537.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2037.0,-,-,-,581.0,3171.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,37.0,0.0,-,-,ND,-,622.0,5.32,5.71,113.44,35.25,74.06,54.71,0.0,0.0,24.15,35.27,4.16,53.85,
Grand-Est,Données définitives,2023-01-01,05:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,05:30,3343.0,179.0,3856.0,2467.0,0.0,817.0,-532.0,139.0,0.0,0.0,0.0,0.0,-3584.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2016.0,-,-,-,585.0,3159.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,49.0,0.0,-,-,ND,-,629.0,5.35,5.71,115.35,35.64,73.8,54.21,0.0,0.0,24.44,35.49,4.16,53.46,
Grand-Est,Données définitives,2023-01-01,05:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,06:00,2877.0,179.0,3869.0,2408.0,0.0,822.0,-530.0,140.0,0.0,0.0,0.0,0.0,-4012.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2098.0,-,-,-,743.0,3389.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,32.0,0.0,-,-,ND,-,591.0,6.22,5.71,134.48,35.76,83.7,52.91,0.0,0.0,28.57,35.71,4.87,53.85,
Grand-Est,Données définitives,2023-01-01,06:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,06:30,3367.0,179.0,3831.0,2338.0,0.0,815.0,-524.0,141.0,0.0,0.0,0.0,0.0,-3411.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2095.0,-,-,-,968.0,3255.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,53.0,0.0,-,-,ND,-,562.0,5.32,5.71,113.78,35.41,69.44,51.37,0.0,0.0,24.21,35.4,4.19,54.23,
Grand-Est,Données définitives,2023-01-01,06:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,07:00,3171.0,180.0,3822.0,2273.0,0.0,813.0,-522.0,140.0,0.0,0.0,0.0,0.0,-3535.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2210.0,-,-,-,995.0,3289.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,63.0,0.0,-,-,ND,-,552.0,5.68,5.74,120.53,35.32,71.68,49.95,0.0,0.0,25.64,35.32,4.42,53.85,
Grand-Est,Données définitives,2023-01-01,07:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,07:30,3452.0,180.0,3839.0,2266.0,0.0,818.0,-520.0,141.0,0.0,0.0,0.0,0.0,-3271.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2148.0,-,-,-,967.0,3171.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,64.0,0.0,-,-,ND,-,588.0,5.21,5.74,111.21,35.48,65.64,49.79,0.0,0.0,23.7,35.53,4.08,54.23,
Grand-Est,Données définitives,2023-01-01,07:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,08:00,3565.0,180.0,3838.0,2193.0,0.0,816.0,-518.0,140.0,0.0,0.0,0.0,0.0,-3082.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2104.0,-,-,-,953.0,3305.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,0.0,0.0,-,-,ND,-,534.0,5.05,5.74,107.66,35.47,61.51,48.19,0.0,0.0,22.89,35.45,3.93,53.85,
Grand-Est,Données définitives,2023-01-01,08:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,08:30,3500.0,179.0,3683.0,2166.0,0.0,832.0,-515.0,141.0,0.0,0.0,0.0,0.0,-2990.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2047.0,-,-,-,939.0,3289.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,0.0,0.0,-,-,ND,-,488.0,5.11,5.71,105.23,34.04,61.89,47.59,0.0,0.0,23.77,36.14,4.03,54.23,
Grand-Est,Données définitives,2023-01-01,08:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,09:00,3418.0,180.0,3447.0,2011.0,14.0,824.0,-513.0,141.0,0.0,0.0,0.0,0.0,-2685.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2102.0,-,-,-,884.0,3254.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,0.0,0.0,-,-,ND,-,481.0,5.27,5.74,100.85,31.86,58.84,44.19,0.41,1.24,24.11,35.79,4.13,54.23,
Grand-Est,Données définitives,2023-01-01,09:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,09:30,3357.0,177.0,3162.0,2592.0,62.0,821.0,-511.0,141.0,0.0,0.0,0.0,0.0,-3086.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,2073.0,-,-,-,776.0,3215.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,0.0,0.0,-,-,ND,-,476.0,5.27,5.65,94.19,29.22,77.21,56.95,1.85,5.49,24.46,35.66,4.2,54.23,
Grand-Est,Données définitives,2023-01-01,09:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,10:00,3661.0,177.0,3260.0,2466.0,102.0,824.0,-508.0,142.0,0.0,0.0,0.0,0.0,-2801.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1811.0,-,-,-,779.0,3174.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,0.0,0.0,-,-,ND,-,439.0,4.83,5.65,89.05,30.13,67.36,54.19,2.79,9.03,22.51,35.79,3.88,54.62,
Grand-Est,Données définitives,2023-01-01,10:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,10:30,3771.0,177.0,3299.0,2342.0,113.0,842.0,-503.0,142.0,0.0,0.0,0.0,0.0,-2644.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1598.0,-,-,-,737.0,3013.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,0.0,0.0,-,-,ND,-,399.0,4.69,5.65,87.48,30.49,62.11,51.46,3.0,10.01,22.33,36.58,3.77,54.62,
Grand-Est,Données définitives,2023-01-01,10:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,11:00,3906.0,177.0,3269.0,2118.0,136.0,846.0,-500.0,140.0,0.0,0.0,0.0,0.0,-2284.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1272.0,-,-,-,667.0,2959.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,0.0,0.0,-,-,ND,-,309.0,4.53,5.65,83.69,30.21,54.22,46.54,3.48,12.05,21.66,36.75,3.58,53.85,
Grand-Est,Données définitives,2023-01-01,11:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,11:30,3766.0,177.0,3466.0,1983.0,140.0,824.0,-343.0,144.0,0.0,0.0,0.0,0.0,-2623.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,1073.0,-,-,-,382.0,2999.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,0.0,70.0,-,-,ND,-,250.0,4.7,5.65,92.03,32.03,52.66,43.57,3.72,12.4,21.88,35.79,3.82,55.38,
Grand-Est,Données définitives,2023-01-01,11:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,12:00,4170.0,177.0,3510.0,1905.0,150.0,828.0,-338.0,144.0,0.0,0.0,0.0,0.0,-2205.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,694.0,-,-,-,350.0,2910.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,0.0,72.0,-,-,ND,-,212.0,4.24,5.65,84.17,32.44,45.68,41.86,3.6,13.29,19.86,35.97,3.45,55.38,
Grand-Est,Données définitives,2023-01-01,12:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,12:30,3753.0,177.0,3821.0,1773.0,149.0,826.0,-337.0,145.0,0.0,0.0,0.0,0.0,-2801.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,536.0,-,-,-,520.0,3091.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,0.0,85.0,-,-,ND,-,201.0,4.72,5.65,101.81,35.31,47.24,38.96,3.97,13.2,22.01,35.88,3.86,55.77,
Grand-Est,Données définitives,2023-01-01,12:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,13:00,4333.0,177.0,3767.0,1506.0,139.0,813.0,-336.0,145.0,0.0,0.0,0.0,0.0,-1872.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,211.0,-,-,-,371.0,2624.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,0.0,86.0,-,-,ND,-,178.0,4.08,5.65,86.94,34.82,34.76,33.09,3.21,12.31,18.76,35.32,3.35,55.77,
Grand-Est,Données définitives,2023-01-01,13:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,13:30,3674.0,176.0,4161.0,1340.0,145.0,822.0,-335.0,145.0,0.0,0.0,0.0,0.0,-2779.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,168.0,-,-,-,422.0,2621.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,211.0,103.0,-,-,ND,-,183.0,4.79,5.61,113.26,38.46,36.47,29.44,3.95,12.84,22.37,35.71,3.95,55.77,
Grand-Est,Données définitives,2023-01-01,13:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,14:00,3195.0,176.0,4436.0,1193.0,142.0,965.0,-332.0,145.0,0.0,0.0,0.0,0.0,-3529.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,220.0,-,-,-,436.0,2582.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,635.0,121.0,-,-,ND,-,217.0,5.51,5.61,138.84,41.0,37.34,26.21,4.44,12.58,30.2,41.92,4.54,55.77,
Grand-Est,Données définitives,2023-01-01,14:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,14:30,3810.0,177.0,4740.0,1031.0,108.0,1041.0,-9.0,145.0,0.0,0.0,0.0,0.0,-3422.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,170.0,-,-,-,325.0,2560.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,678.0,139.0,-,-,ND,-,266.0,4.65,5.65,124.41,43.81,27.06,22.65,2.83,9.57,27.32,45.22,3.81,55.77,
Grand-Est,Données définitives,2023-01-01,14:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,15:00,3654.0,177.0,4871.0,1097.0,83.0,1011.0,-5.0,146.0,0.0,0.0,0.0,0.0,-3728.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,125.0,-,-,-,358.0,2630.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,984.0,157.0,-,-,ND,-,210.0,4.84,5.65,133.31,45.02,30.02,24.1,2.27,7.35,27.67,43.92,4.0,56.15,
Grand-Est,Données définitives,2023-01-01,15:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,15:30,3606.0,176.0,4750.0,1170.0,67.0,1086.0,-5.0,146.0,0.0,0.0,0.0,0.0,-3784.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,130.0,-,-,-,260.0,2321.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,1236.0,244.0,-,-,ND,-,203.0,4.88,5.61,131.72,43.9,32.45,25.71,1.86,5.93,30.12,47.18,4.05,56.15,
Grand-Est,Données définitives,2023-01-01,15:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,16:00,3635.0,177.0,4743.0,1308.0,34.0,1160.0,-5.0,145.0,0.0,0.0,0.0,0.0,-3929.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,115.0,-,-,-,266.0,2188.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,1497.0,278.0,-,-,ND,-,236.0,4.87,5.65,130.48,43.84,35.98,28.74,0.94,3.01,31.91,50.39,3.99,55.77,
Grand-Est,Données définitives,2023-01-01,16:15,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
Grand-Est,Données définitives,2023-01-01,16:30,3651.0,175.0,4823.0,1429.0,10.0,1338.0,-5.0,145.0,0.0,0.0,0.0,0.0,-4263.0,-,ND,-,-,-,ND,ND,-,-,-,-,-,-,121.0,-,-,-,242.0,2085.0,-,-,-,-,-,ND,ND,-,-,ND,-,ND,1679.0,411.0,-,-,ND,-,188.0,4.79,5.58,132.1,44.57,39.14,31.4,0.27,0.89,36.65,58.12,3.97,55.77,
Grand-Est,Données définitives,2023-01-01,16:45,,,,,,,,,,,,,,-,,-,-,-,,,-,-,-,-,-,-,,-,-,-,,,-,-,-,-,-,,,-,-,,-,,,,-,-,,-,,,,,,,,,,,,,,
