Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers PACA,Flux physiques de Bourgogne-Franche-Comté vers PACA,Flux physiques de Bretagne vers PACA,Flux physiques de Centre-Val de Loire vers PACA,Flux physiques de Grand-Est vers PACA,Flux physiques de Hauts-de-France vers PACA,Flux physiques d'Ile-de-France vers PACA,Flux physiques de Normandie vers PACA,Flux physiques de Nouvelle-Aquitaine vers PACA,Flux physiques d'Occitanie vers PACA,Flux physiques de Pays-de-la-Loire vers PACA,Flux physiques de PACA vers PACA,Flux physiques de PACA vers Auvergne-Rhône-Alpes,Flux physiques de PACA vers Bourgogne-Franche-Comté,Flux physiques de PACA vers Bretagne,Flux physiques de PACA vers Centre-Val de Loire,Flux physiques de PACA vers Grand-Est,Flux physiques de PACA vers Hauts-de-France,Flux physiques de PACA vers Ile-de-France,Flux physiques de PACA vers Normandie,Flux physiques de PACA vers Nouvelle-Aquitaine,Flux physiques de PACA vers Occitanie,Flux physiques de PACA vers Pays-de-la-Loire,Flux physiques de PACA vers PACA.1,Flux physiques Allemagne vers PACA,Flux physiques Belgique vers PACA,Flux physiques Espagne vers PACA,Flux physiques Italie vers PACA,Flux physiques Luxembourg vers PACA,Flux physiques Royaume-Uni vers PACA,Flux physiques Suisse vers PACA,Flux physiques de PACA vers Allemagne,Flux physiques de PACA vers Belgique,Flux physiques de PACA vers Espagne,Flux physiques de PACA vers Italie,Flux physiques de PACA vers Luxembourg,Flux physiques de PACA vers Royaume-Uni,Flux physiques de PACA vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
PACA,Données définitives,2021-01-01,03:30,5684.0,386.0,0.0,14.0,0.0,538.0,0.0,91.0,0,0,0,0,4654.0,818,-,-,-,-,-,-,-,-,4448,-,-,405,-,-,-,-,-,-,-,-,186,-,-,-,-,-,0,-,-,-,-,-,-,21,-,-,-,6.79,11.65,0.0,-,0.25,14.43,0.0,0.0,9.47,16.44,1.6,30.13,
PACA,Données définitives,2021-01-01,03:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,04:00,5500.0,368.0,0.0,12.0,0.0,543.0,-51.0,88.0,0,0,0,0,4541.0,743,-,-,-,-,-,-,-,-,4384,-,-,398,-,-,-,-,-,-,-,-,175,-,-,-,-,-,0,-,-,-,-,-,-,14,-,-,-,6.69,11.11,0.0,-,0.22,12.37,0.0,0.0,9.87,16.59,1.6,29.14,
PACA,Données définitives,2021-01-01,04:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,04:30,5411.0,394.0,0.0,8.0,0.0,542.0,-51.0,88.0,0,0,0,0,4430.0,663,-,-,-,-,-,-,-,-,4357,-,-,409,-,-,-,-,-,-,-,-,169,-,-,-,-,-,0,-,-,-,-,-,-,13,-,-,-,7.28,11.89,0.0,-,0.15,8.25,0.0,0.0,10.02,16.56,1.63,29.14,
PACA,Données définitives,2021-01-01,04:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,05:00,5308.0,398.0,0.0,8.0,0.0,598.0,-51.0,88.0,0,0,0,0,4267.0,610,-,-,-,-,-,-,-,-,4268,-,-,423,-,-,-,-,-,-,-,-,171,-,-,-,-,-,0,-,-,-,-,-,-,18,-,-,-,7.5,12.01,0.0,-,0.15,8.25,0.0,0.0,11.27,18.27,1.66,29.14,
PACA,Données définitives,2021-01-01,05:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,05:30,5316.0,400.0,0.0,10.0,0.0,602.0,-51.0,87.0,0,0,0,0,4269.0,624,-,-,-,-,-,-,-,-,4234,-,-,423,-,-,-,-,-,-,-,-,184,-,-,-,-,-,20,-,-,-,-,-,-,1,-,-,-,7.52,12.07,0.0,-,0.19,10.31,0.0,0.0,11.32,18.39,1.64,28.81,
PACA,Données définitives,2021-01-01,05:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,06:00,5242.0,400.0,0.0,8.0,0.0,598.0,-51.0,83.0,0,0,0,0,4204.0,585,-,-,-,-,-,-,-,-,4215,-,-,421,-,-,-,-,-,-,-,-,183,-,-,-,-,-,10,-,-,-,-,-,-,2,-,-,-,7.63,12.07,0.0,-,0.15,8.25,0.0,0.0,11.41,18.27,1.58,27.48,
PACA,Données définitives,2021-01-01,06:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,06:30,5227.0,401.0,0.0,6.0,0.0,576.0,-51.0,96.0,0,0,0,0,4198.0,584,-,-,-,-,-,-,-,-,4216,-,-,415,-,-,-,-,-,-,-,-,186,-,-,-,-,-,1,-,-,-,-,-,-,2,-,-,-,7.67,12.1,0.0,-,0.11,6.19,0.0,0.0,11.02,17.6,1.84,31.79,
PACA,Données définitives,2021-01-01,06:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,07:00,5255.0,400.0,0.0,7.0,0.0,578.0,-51.0,100.0,0,0,0,0,4220.0,596,-,-,-,-,-,-,-,-,4214,-,-,390,-,-,-,-,-,-,-,-,179,-,-,-,-,-,0,-,-,-,-,-,-,20,-,-,-,7.61,12.07,0.0,-,0.13,7.22,0.0,0.0,11.0,17.66,1.9,33.11,
PACA,Données définitives,2021-01-01,07:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,07:30,5245.0,400.0,0.0,8.0,0.0,657.0,-51.0,96.0,0,0,0,0,4135.0,576,-,-,-,-,-,-,-,-,4142,-,-,380,-,-,-,-,-,-,-,-,176,-,-,-,-,-,0,-,-,-,-,-,-,27,-,-,-,7.63,12.07,0.0,-,0.15,8.25,0.0,0.0,12.53,20.07,1.83,31.79,
PACA,Données définitives,2021-01-01,07:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,08:00,5248.0,405.0,0.0,17.0,0.0,643.0,-51.0,99.0,0,0,0,0,4134.0,570,-,-,-,-,-,-,-,-,4135,-,-,384,-,-,-,-,-,-,-,-,180,-,-,-,-,-,0,-,-,-,-,-,-,6,-,-,-,7.72,12.22,0.0,-,0.32,17.53,0.0,0.0,12.25,19.65,1.89,32.78,
PACA,Données définitives,2021-01-01,08:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,08:30,5276.0,401.0,0.0,17.0,1.0,589.0,-51.0,100.0,0,0,0,0,4220.0,598,-,-,-,-,-,-,-,-,4215,-,-,376,-,-,-,-,-,-,-,-,236,-,-,-,-,-,21,-,-,-,-,-,-,2,-,-,-,7.6,12.1,0.0,-,0.32,17.53,0.02,0.07,11.16,18.0,1.9,33.11,
PACA,Données définitives,2021-01-01,08:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,09:00,5398.0,400.0,0.0,17.0,19.0,592.0,-51.0,98.0,0,0,0,0,4322.0,633,-,-,-,-,-,-,-,-,4293,-,-,392,-,-,-,-,-,-,-,-,236,-,-,-,-,-,26,-,-,-,-,-,-,2,-,-,-,7.41,12.07,0.0,-,0.31,17.53,0.35,1.32,10.97,18.09,1.82,32.45,
PACA,Données définitives,2021-01-01,09:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,09:30,5512.0,394.0,0.0,20.0,34.0,579.0,-51.0,99.0,0,0,0,0,4437.0,661,-,-,-,-,-,-,-,-,4391,-,-,391,-,-,-,-,-,-,-,-,237,-,-,-,-,-,14,-,-,-,-,-,-,2,-,-,-,7.15,11.89,0.0,-,0.36,20.62,0.62,2.37,10.5,17.69,1.8,32.78,
PACA,Données définitives,2021-01-01,09:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,10:00,5696.0,398.0,0.0,25.0,52.0,584.0,-51.0,99.0,0,0,0,0,4588.0,693,-,-,-,-,-,-,-,-,4501,-,-,383,-,-,-,-,-,-,-,-,233,-,-,-,-,-,12,-,-,-,-,-,-,2,-,-,-,6.99,12.01,0.0,-,0.44,25.77,0.91,3.62,10.25,17.84,1.74,32.78,
PACA,Données définitives,2021-01-01,10:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,10:30,5768.0,398.0,0.0,24.0,76.0,570.0,-51.0,100.0,0,0,0,0,4652.0,695,-,-,-,-,-,-,-,-,4576,-,-,388,-,-,-,-,-,-,-,-,236,-,-,-,-,-,6,-,-,-,-,-,-,1,-,-,-,6.9,12.01,0.0,-,0.42,24.74,1.32,5.29,9.88,17.42,1.73,33.11,
PACA,Données définitives,2021-01-01,10:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,11:00,5918.0,412.0,0.0,21.0,100.0,653.0,-51.0,99.0,0,0,0,0,4686.0,693,-,-,-,-,-,-,-,-,4602,-,-,386,-,-,-,-,-,-,-,-,235,-,-,-,-,-,12,-,-,-,-,-,-,1,-,-,-,6.96,12.44,0.0,-,0.35,21.65,1.69,6.96,11.03,19.95,1.67,32.78,
PACA,Données définitives,2021-01-01,11:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,11:30,6038.0,420.0,0.0,32.0,132.0,645.0,0.0,98.0,0,0,0,0,4711.0,700,-,-,-,-,-,-,-,-,4642,-,-,393,-,-,-,-,-,-,-,-,245,-,-,-,-,-,9,-,-,-,-,-,-,2,-,-,-,6.96,12.68,0.0,-,0.53,32.99,2.19,9.19,10.68,19.71,1.62,32.45,
PACA,Données définitives,2021-01-01,11:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,12:00,6199.0,418.0,0.0,29.0,144.0,634.0,0.0,99.0,0,0,0,0,4875.0,638,-,-,-,-,-,-,-,-,4620,-,-,146,-,-,-,-,-,-,-,-,227,-,-,-,-,-,0,-,-,-,-,-,-,11,-,-,-,6.74,12.62,0.0,-,0.47,29.9,2.32,10.03,10.23,19.37,1.6,32.78,
PACA,Données définitives,2021-01-01,12:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,12:30,6373.0,393.0,0.0,27.0,153.0,629.0,0.0,99.0,0,0,0,0,5071.0,678,-,-,-,-,-,-,-,-,4727,-,-,128,-,-,-,-,-,-,-,-,219,-,-,-,-,-,14,-,-,-,-,-,-,1,-,-,-,6.17,11.86,0.0,-,0.42,27.84,2.4,10.65,9.87,19.22,1.55,32.78,
PACA,Données définitives,2021-01-01,12:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,13:00,6334.0,398.0,0.0,26.0,164.0,685.0,0.0,101.0,0,0,0,0,4959.0,656,-,-,-,-,-,-,-,-,4654,-,-,134,-,-,-,-,-,-,-,-,217,-,-,-,-,-,0,-,-,-,-,-,-,1,-,-,-,6.28,12.01,0.0,-,0.41,26.8,2.59,11.42,10.81,20.93,1.59,33.44,
PACA,Données définitives,2021-01-01,13:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,13:30,6365.0,399.0,0.0,26.0,155.0,609.0,0.0,98.0,0,0,0,0,5078.0,647,-,-,-,-,-,-,-,-,4787,-,-,130,-,-,-,-,-,-,-,-,211,-,-,-,-,-,0,-,-,-,-,-,-,16,-,-,-,6.27,12.04,0.0,-,0.41,26.8,2.44,10.79,9.57,18.61,1.54,32.45,
PACA,Données définitives,2021-01-01,13:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,14:00,6204.0,389.0,0.0,27.0,177.0,603.0,0.0,99.0,0,0,0,0,4908.0,598,-,-,-,-,-,-,-,-,4681,-,-,132,-,-,-,-,-,-,-,-,213,-,-,-,-,-,0,-,-,-,-,-,-,25,-,-,-,6.27,11.74,0.0,-,0.44,27.84,2.85,12.33,9.72,18.42,1.6,32.78,
PACA,Données définitives,2021-01-01,14:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,14:30,6166.0,469.0,0.0,28.0,179.0,623.0,0.0,101.0,0,0,0,0,4766.0,520,-,-,-,-,-,-,-,-,4617,-,-,136,-,-,-,-,-,-,-,-,206,-,-,-,-,-,0,-,-,-,-,-,-,29,-,-,-,7.61,14.16,0.0,-,0.45,28.87,2.9,12.47,10.1,19.03,1.64,33.44,
PACA,Données définitives,2021-01-01,14:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,15:00,6077.0,603.0,0.0,38.0,121.0,569.0,0.0,100.0,0,0,0,0,4646.0,504,-,-,-,-,-,-,-,-,4496,-,-,137,-,-,-,-,-,-,-,-,201,-,-,-,-,-,1,-,-,-,-,-,-,16,-,-,-,9.92,18.2,0.0,-,0.63,39.18,1.99,8.43,9.36,17.38,1.65,33.11,
PACA,Données définitives,2021-01-01,15:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,15:30,6041.0,730.0,0.0,34.0,89.0,553.0,0.0,101.0,0,0,0,0,4534.0,490,-,-,-,-,-,-,-,-,4403,-,-,141,-,-,-,-,-,-,-,-,199,-,-,-,-,-,1,-,-,-,-,-,-,19,-,-,-,12.08,22.03,0.0,-,0.56,35.05,1.47,6.2,9.15,16.9,1.67,33.44,
PACA,Données définitives,2021-01-01,15:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,16:00,5970.0,754.0,0.0,36.0,58.0,555.0,0.0,100.0,0,0,0,0,4466.0,470,-,-,-,-,-,-,-,-,4355,-,-,149,-,-,-,-,-,-,-,-,196,-,-,-,-,-,1,-,-,-,-,-,-,15,-,-,-,12.63,22.76,0.0,-,0.6,37.11,0.97,4.04,9.3,16.96,1.68,33.11,
PACA,Données définitives,2021-01-01,16:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,16:30,5884.0,938.0,0.0,31.0,25.0,551.0,0.0,100.0,0,0,0,0,4239.0,494,-,-,-,-,-,-,-,-,4135,-,-,163,-,-,-,-,-,-,-,-,210,-,-,-,-,-,1,-,-,-,-,-,-,19,-,-,-,15.94,28.31,0.0,-,0.53,31.96,0.42,1.74,9.36,16.83,1.7,33.11,
PACA,Données définitives,2021-01-01,16:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,17:00,5949.0,1057.0,0.0,27.0,5.0,570.0,0.0,100.0,0,0,0,0,4190.0,500,-,-,-,-,-,-,-,-,4074,-,-,169,-,-,-,-,-,-,-,-,216,-,-,-,-,-,2,-,-,-,-,-,-,0,-,-,-,17.77,31.9,0.0,-,0.45,27.84,0.08,0.35,9.58,17.42,1.68,33.11,
PACA,Données définitives,2021-01-01,17:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,17:30,6123.0,1141.0,0.0,27.0,0.0,600.0,0.0,98.0,0,0,0,0,4256.0,585,-,-,-,-,-,-,-,-,4034,-,-,163,-,-,-,-,-,-,-,-,226,-,-,-,-,-,27,-,-,-,-,-,-,0,-,-,-,18.63,34.44,0.0,-,0.44,27.84,0.0,0.0,9.8,18.33,1.6,32.45,
PACA,Données définitives,2021-01-01,17:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,18:00,6274.0,1231.0,0.0,21.0,0.0,648.0,0.0,99.0,0,0,0,0,4275.0,656,-,-,-,-,-,-,-,-,3975,-,-,142,-,-,-,-,-,-,-,-,220,-,-,-,-,-,8,-,-,-,-,-,-,1,-,-,-,19.62,37.16,0.0,-,0.33,21.65,0.0,0.0,10.33,19.8,1.58,32.78,
PACA,Données définitives,2021-01-01,18:15,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,18:30,6379.0,1348.0,0.0,25.0,0.0,657.0,0.0,99.0,0,0,0,0,4250.0,632,-,-,-,-,-,-,-,-,3928,-,-,149,-,-,-,-,-,-,-,-,169,-,-,-,-,-,8,-,-,-,-,-,-,0,-,-,-,21.13,40.69,0.0,-,0.39,25.77,0.0,0.0,10.3,20.07,1.55,32.78,
PACA,Données définitives,2021-01-01,18:45,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,
PACA,Données définitives,2021-01-01,19:00,6487.0,1368.0,0.0,22.0,0.0,676.0,0.0,100.0,0,0,0,0,4322.0,647,-,-,-,-,-,-,-,-,3982,-,-,157,-,-,-,-,-,-,-,-,170,-,-,-,-,-,20,-,-,-,-,-,-,1,-,-,-,21.09,41.29,0.0,-,0.34,22.68,0.0,0.0,10.42,20.65,1.54,33.11,
