Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Hauts-de-France,Flux physiques de Bourgogne-Franche-Comté vers Hauts-de-France,Flux physiques de Bretagne vers Hauts-de-France,Flux physiques de Centre-Val de Loire vers Hauts-de-France,Flux physiques de Grand-Est vers Hauts-de-France,Flux physiques de Hauts-de-France vers Hauts-de-France,Flux physiques d'Ile-de-France vers Hauts-de-France,Flux physiques de Normandie vers Hauts-de-France,Flux physiques de Nouvelle-Aquitaine vers Hauts-de-France,Flux physiques d'Occitanie vers Hauts-de-France,Flux physiques de Pays-de-la-Loire vers Hauts-de-France,Flux physiques de PACA vers Hauts-de-France,Flux physiques de Hauts-de-France vers Auvergne-Rhône-Alpes,Flux physiques de Hauts-de-France vers Bourgogne-Franche-Comté,Flux physiques de Hauts-de-France vers Bretagne,Flux physiques de Hauts-de-France vers Centre-Val de Loire,Flux physiques de Hauts-de-France vers Grand-Est,Flux physiques de Hauts-de-France vers Hauts-de-France.1,Flux physiques de Hauts-de-France vers Ile-de-France,Flux physiques de Hauts-de-France vers Normandie,Flux physiques de Hauts-de-France vers Nouvelle-Aquitaine,Flux physiques de Hauts-de-France vers Occitanie,Flux physiques de Hauts-de-France vers Pays-de-la-Loire,Flux physiques de Hauts-de-France vers PACA,Flux physiques Allemagne vers Hauts-de-France,Flux physiques Belgique vers Hauts-de-France,Flux physiques Espagne vers Hauts-de-France,Flux physiques Italie vers Hauts-de-France,Flux physiques Luxembourg vers Hauts-de-France,Flux physiques Royaume-Uni vers Hauts-de-France,Flux physiques Suisse vers Hauts-de-France,Flux physiques de Hauts-de-France vers Allemagne,Flux physiques de Hauts-de-France vers Belgique,Flux physiques de Hauts-de-France vers Espagne,Flux physiques de Hauts-de-France vers Italie,Flux physiques de Hauts-de-France vers Luxembourg,Flux physiques de Hauts-de-France vers Royaume-Uni,Flux physiques de Hauts-de-France vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Hauts-de-France,Données définitives,2021-01-01,02:30,5891.0,1031.0,4603.0,318.0,0.0,2.0,0.0,129.0,0,0,0,0,-192.0,-,-,-,-,1939,-,23,1772,-,-,-,-,-,-,-,-,28,-,2212,180,-,-,-,-,-,533,-,-,-,0,-,-,16,-,-,-,2023,-,17.5,41.81,78.14,84.3,5.4,6.5,0.0,0.0,0.03,50.0,2.19,68.98,
Hauts-de-France,Données définitives,2021-01-01,02:45,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,03:00,5738.0,962.0,4604.0,305.0,0.0,2.0,0.0,128.0,0,0,0,0,-261.0,-,-,-,-,1802,-,23,1927,-,-,-,-,-,-,-,-,27,-,2081,172,-,-,-,-,-,331,-,-,-,0,-,-,42,-,-,-,2023,-,16.77,39.01,80.24,84.32,5.32,6.24,0.0,0.0,0.03,50.0,2.23,68.45,
Hauts-de-France,Données définitives,2021-01-01,03:15,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,03:30,5552.0,911.0,4605.0,306.0,0.0,2.0,0.0,128.0,0,0,0,0,-399.0,-,-,-,-,1608,-,22,2155,-,-,-,-,-,-,-,-,26,-,1968,168,-,-,-,-,-,128,-,-,-,0,-,-,126,-,-,-,2022,-,16.41,36.94,82.94,84.34,5.51,6.26,0.0,0.0,0.04,50.0,2.31,68.45,
Hauts-de-France,Données définitives,2021-01-01,03:45,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,04:00,5433.0,1018.0,4605.0,298.0,0.0,2.0,0.0,128.0,0,0,0,0,-618.0,-,-,-,-,1535,-,21,2190,-,-,-,-,-,-,-,-,26,-,2032,167,-,-,-,-,-,48,-,-,-,0,-,-,170,-,-,-,2018,-,18.74,41.28,84.76,84.34,5.48,6.1,0.0,0.0,0.04,50.0,2.36,68.45,
Hauts-de-France,Données définitives,2021-01-01,04:15,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,04:30,5373.0,950.0,4604.0,273.0,0.0,2.0,0.0,127.0,0,0,0,0,-582.0,-,-,-,-,1367,-,22,2308,-,-,-,-,-,-,-,-,25,-,2050,169,-,-,-,-,-,0,-,-,-,0,-,-,214,-,-,-,1820,-,17.68,38.52,85.69,84.32,5.08,5.58,0.0,0.0,0.04,50.0,2.36,67.91,
Hauts-de-France,Données définitives,2021-01-01,04:45,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,05:00,5335.0,833.0,4603.0,224.0,0.0,2.0,0.0,127.0,0,0,0,0,-453.0,-,-,-,-,1409,-,22,2348,-,-,-,-,-,-,-,-,25,-,1985,167,-,-,-,-,-,0,-,-,-,0,-,-,233,-,-,-,1820,-,15.61,33.78,86.28,84.3,4.2,4.58,0.0,0.0,0.04,50.0,2.38,67.91,
Hauts-de-France,Données définitives,2021-01-01,05:15,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,05:30,5376.0,810.0,4601.0,190.0,0.0,2.0,0.0,125.0,0,0,0,0,-351.0,-,-,-,-,1534,-,21,2209,-,-,-,-,-,-,-,-,25,-,2160,168,-,-,-,-,-,156,-,-,-,0,-,-,98,-,-,-,1821,-,15.07,32.85,85.58,84.27,3.53,3.89,0.0,0.0,0.04,50.0,2.33,66.84,
Hauts-de-France,Données définitives,2021-01-01,05:45,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,06:00,5410.0,1020.0,4598.0,168.0,0.0,2.0,0.0,125.0,0,0,0,0,-503.0,-,-,-,-,1463,-,22,2206,-,-,-,-,-,-,-,-,26,-,2231,169,-,-,-,-,-,161,-,-,-,0,-,-,108,-,-,-,1821,-,18.85,41.36,84.99,84.21,3.11,3.44,0.0,0.0,0.04,50.0,2.31,66.84,
Hauts-de-France,Données définitives,2021-01-01,06:15,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,06:30,5488.0,998.0,4596.0,148.0,0.0,2.0,0.0,124.0,0,0,0,0,-380.0,-,-,-,-,1579,-,21,2103,-,-,-,-,-,-,-,-,27,-,2271,174,-,-,-,-,-,271,-,-,-,0,-,-,63,-,-,-,1821,-,18.19,40.47,83.75,84.18,2.7,3.03,0.0,0.0,0.04,50.0,2.26,66.31,
Hauts-de-France,Données définitives,2021-01-01,06:45,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,07:00,5508.0,823.0,4597.0,144.0,0.0,2.0,0.0,124.0,0,0,0,0,-183.0,-,-,-,-,1649,-,22,2133,-,-,-,-,-,-,-,-,25,-,2152,175,-,-,-,-,-,247,-,-,-,0,-,-,61,-,-,-,1822,-,14.94,33.37,83.46,84.19,2.61,2.95,0.0,0.0,0.04,50.0,2.25,66.31,
Hauts-de-France,Données définitives,2021-01-01,07:15,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,07:30,5537.0,810.0,4594.0,138.0,0.0,2.0,0.0,126.0,0,0,0,0,-133.0,-,-,-,-,1730,-,22,2144,-,-,-,-,-,-,-,-,25,-,2095,178,-,-,-,-,-,256,-,-,-,0,-,-,67,-,-,-,1921,-,14.63,32.85,82.97,84.14,2.49,2.82,0.0,0.0,0.04,50.0,2.28,67.38,
Hauts-de-France,Données définitives,2021-01-01,07:45,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,08:00,5587.0,818.0,4593.0,135.0,0.0,2.0,0.0,127.0,0,0,0,0,-87.0,-,-,-,-,1784,-,22,2282,-,-,-,-,-,-,-,-,25,-,2270,180,-,-,-,-,-,271,-,-,-,0,-,-,49,-,-,-,1922,-,14.64,33.17,82.21,84.12,2.42,2.76,0.0,0.0,0.04,50.0,2.27,67.91,
Hauts-de-France,Données définitives,2021-01-01,08:15,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,08:30,5654.0,786.0,4593.0,133.0,0.0,2.0,0.0,127.0,0,0,0,0,14.0,-,-,-,-,1712,-,20,2789,-,-,-,-,-,-,-,-,25,-,2428,182,-,-,-,-,-,150,-,-,-,0,-,-,102,-,-,-,1922,-,13.9,31.87,81.23,84.12,2.35,2.72,0.0,0.0,0.04,50.0,2.25,67.91,
Hauts-de-France,Données définitives,2021-01-01,08:45,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,09:00,5624.0,783.0,4593.0,136.0,0.0,2.0,0.0,128.0,0,0,0,0,-18.0,-,-,-,-,1558,-,21,3049,-,-,-,-,-,-,-,-,26,-,2569,181,-,-,-,-,-,141,-,-,-,0,-,-,88,-,-,-,1923,-,13.92,31.75,81.67,84.12,2.42,2.78,0.0,0.0,0.04,50.0,2.28,68.45,
Hauts-de-France,Données définitives,2021-01-01,09:15,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,09:30,5706.0,802.0,4593.0,144.0,3.0,2.0,0.0,128.0,0,0,0,0,35.0,-,-,-,-,1587,-,20,3046,-,-,-,-,-,-,-,-,26,-,2650,182,-,-,-,-,-,280,-,-,-,0,-,-,17,-,-,-,2022,-,14.06,32.52,80.49,84.12,2.52,2.95,0.05,1.61,0.04,50.0,2.24,68.45,
Hauts-de-France,Données définitives,2021-01-01,09:45,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,10:00,5789.0,960.0,4594.0,139.0,7.0,2.0,0.0,126.0,0,0,0,0,-39.0,-,-,-,-,1564,-,21,2999,-,-,-,-,-,-,-,-,27,-,2759,183,-,-,-,-,-,384,-,-,-,0,-,-,18,-,-,-,2022,-,16.58,38.93,79.36,84.14,2.4,2.84,0.12,3.76,0.03,50.0,2.18,67.38,
Hauts-de-France,Données définitives,2021-01-01,10:15,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,10:30,5908.0,985.0,4596.0,115.0,16.0,2.0,0.0,128.0,0,0,0,0,66.0,-,-,-,-,1604,-,22,3107,-,-,-,-,-,-,-,-,27,-,2733,185,-,-,-,-,-,319,-,-,-,0,-,-,18,-,-,-,2022,-,16.67,39.94,77.79,84.18,1.95,2.35,0.27,8.6,0.03,50.0,2.17,68.45,
Hauts-de-France,Données définitives,2021-01-01,10:45,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,11:00,5972.0,958.0,4599.0,99.0,25.0,2.0,0.0,126.0,0,0,0,0,164.0,-,-,-,-,1636,-,22,3151,-,-,-,-,-,-,-,-,27,-,2704,187,-,-,-,-,-,318,-,-,-,0,-,-,24,-,-,-,2022,-,16.04,38.85,77.01,84.23,1.66,2.02,0.42,13.44,0.03,50.0,2.11,67.38,
Hauts-de-France,Données définitives,2021-01-01,11:15,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,11:30,6045.0,1045.0,4598.0,84.0,38.0,2.0,0.0,128.0,0,0,0,0,151.0,-,-,-,-,1601,-,23,3128,-,-,-,-,-,-,-,-,28,-,2759,188,-,-,-,-,-,414,-,-,-,0,-,-,18,-,-,-,2023,-,17.29,42.38,76.06,84.21,1.39,1.72,0.63,20.43,0.03,50.0,2.12,68.45,
Hauts-de-France,Données définitives,2021-01-01,11:45,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,12:00,6155.0,1008.0,4602.0,68.0,57.0,2.0,0.0,128.0,0,0,0,0,290.0,-,-,-,-,1604,-,24,3170,-,-,-,-,-,-,-,-,28,-,2686,192,-,-,-,-,-,439,-,-,-,0,-,-,18,-,-,-,2023,-,16.38,40.88,74.77,84.29,1.1,1.39,0.93,30.65,0.03,50.0,2.08,68.45,
Hauts-de-France,Données définitives,2021-01-01,12:15,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,12:30,6321.0,988.0,4604.0,40.0,96.0,2.0,0.0,127.0,0,0,0,0,464.0,-,-,-,-,1705,-,24,3124,-,-,-,-,-,-,-,-,28,-,2645,197,-,-,-,-,-,522,-,-,-,0,-,-,19,-,-,-,2022,-,15.63,40.06,72.84,84.32,0.63,0.82,1.52,51.61,0.03,50.0,2.01,67.91,
Hauts-de-France,Données définitives,2021-01-01,12:45,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,13:00,6391.0,958.0,4607.0,35.0,89.0,2.0,0.0,129.0,0,0,0,0,572.0,-,-,-,-,1818,-,24,3054,-,-,-,-,-,-,-,-,30,-,2705,194,-,-,-,-,-,647,-,-,-,0,-,-,19,-,-,-,2023,-,14.99,38.85,72.09,84.38,0.55,0.72,1.39,47.85,0.03,50.0,2.02,68.98,
Hauts-de-France,Données définitives,2021-01-01,13:15,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,13:30,6263.0,1001.0,4608.0,31.0,104.0,2.0,0.0,130.0,0,0,0,0,387.0,-,-,-,-,1633,-,24,3244,-,-,-,-,-,-,-,-,30,-,2720,188,-,-,-,-,-,465,-,-,-,0,-,-,18,-,-,-,2022,-,15.98,40.59,73.57,84.4,0.49,0.63,1.66,55.91,0.03,50.0,2.08,69.52,
Hauts-de-France,Données définitives,2021-01-01,13:45,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,14:00,6042.0,945.0,4607.0,32.0,68.0,2.0,0.0,129.0,0,0,0,0,259.0,-,-,-,-,1461,-,23,3416,-,-,-,-,-,-,-,-,28,-,2653,179,-,-,-,-,-,266,-,-,-,0,-,-,24,-,-,-,2023,-,15.64,38.32,76.25,84.38,0.53,0.65,1.13,36.56,0.03,50.0,2.14,68.98,
Hauts-de-France,Données définitives,2021-01-01,14:15,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,14:30,5952.0,999.0,4607.0,35.0,63.0,1.0,0.0,129.0,0,0,0,0,117.0,-,-,-,-,1322,-,22,3568,-,-,-,-,-,-,-,-,26,-,2699,172,-,-,-,-,-,180,-,-,-,0,-,-,55,-,-,-,2022,-,16.78,40.51,77.4,84.38,0.59,0.72,1.06,33.87,0.02,25.0,2.17,68.98,
Hauts-de-France,Données définitives,2021-01-01,14:45,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,15:00,5798.0,934.0,4606.0,34.0,37.0,2.0,0.0,129.0,0,0,0,0,56.0,-,-,-,-,1262,-,22,3673,-,-,-,-,-,-,-,-,26,-,2658,170,-,-,-,-,-,76,-,-,-,0,-,-,101,-,-,-,2022,-,16.11,37.88,79.44,84.36,0.59,0.7,0.64,19.89,0.03,50.0,2.22,68.98,
Hauts-de-France,Données définitives,2021-01-01,15:15,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,15:30,5719.0,953.0,4607.0,31.0,24.0,2.0,0.0,129.0,0,0,0,0,-27.0,-,-,-,-,1270,-,21,3715,-,-,-,-,-,-,-,-,26,-,2606,167,-,-,-,-,-,0,-,-,-,0,-,-,212,-,-,-,2022,-,16.66,38.65,80.56,84.38,0.54,0.63,0.42,12.9,0.03,50.0,2.26,68.98,
Hauts-de-France,Données définitives,2021-01-01,15:45,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,16:00,5671.0,979.0,4608.0,32.0,16.0,2.0,0.0,130.0,0,0,0,0,-94.0,-,-,-,-,1269,-,21,3716,-,-,-,-,-,-,-,-,26,-,2598,167,-,-,-,-,-,0,-,-,-,0,-,-,287,-,-,-,2022,-,17.26,39.7,81.26,84.4,0.56,0.65,0.28,8.6,0.04,50.0,2.29,69.52,
Hauts-de-France,Données définitives,2021-01-01,16:15,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,16:30,5702.0,960.0,4607.0,33.0,4.0,2.0,0.0,128.0,0,0,0,0,-31.0,-,-,-,-,1396,-,22,3707,-,-,-,-,-,-,-,-,25,-,2411,170,-,-,-,-,-,0,-,-,-,0,-,-,527,-,-,-,2022,-,16.84,38.93,80.8,84.38,0.58,0.67,0.07,2.15,0.04,50.0,2.24,68.45,
Hauts-de-France,Données définitives,2021-01-01,16:45,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,17:00,5776.0,1047.0,4603.0,33.0,0.0,2.0,0.0,129.0,0,0,0,0,-38.0,-,-,-,-,1481,-,22,3643,-,-,-,-,-,-,-,-,26,-,2329,173,-,-,-,-,-,0,-,-,-,0,-,-,632,-,-,-,2023,-,18.13,42.46,79.69,84.3,0.57,0.67,0.0,0.0,0.03,50.0,2.23,68.98,
Hauts-de-France,Données définitives,2021-01-01,17:15,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
Hauts-de-France,Données définitives,2021-01-01,17:30,6121.0,989.0,4602.0,42.0,0.0,2.0,0.0,129.0,0,0,0,0,357.0,-,-,-,-,1837,-,24,3394,-,-,-,-,-,-,-,-,26,-,2305,183,-,-,-,-,-,0,-,-,-,0,-,-,360,-,-,-,2022,-,16.16,40.11,75.18,84.29,0.69,0.86,0.0,0.0,0.03,50.0,2.11,68.98,
Hauts-de-France,Données définitives,2021-01-01,17:45,,,,,,,,,,,,,,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,,-,,,,,,,,,,,,,
