Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Bretagne,Flux physiques de Bourgogne-Franche-Comté vers Bretagne,Flux physiques de Bretagne vers Bretagne,Flux physiques de Centre-Val de Loire vers Bretagne,Flux physiques de Grand-Est vers Bretagne,Flux physiques de Hauts-de-France vers Bretagne,Flux physiques d'Ile-de-France vers Bretagne,Flux physiques de Normandie vers Bretagne,Flux physiques de Nouvelle-Aquitaine vers Bretagne,Flux physiques d'Occitanie vers Bretagne,Flux physiques de Pays-de-la-Loire vers Bretagne,Flux physiques de PACA vers Bretagne,Flux physiques de Bretagne vers Auvergne-Rhône-Alpes,Flux physiques de Bretagne vers Bourgogne-Franche-Comté,Flux physiques de Bretagne vers Bretagne.1,Flux physiques de Bretagne vers Centre-Val de Loire,Flux physiques de Bretagne vers Grand-Est,Flux physiques de Bretagne vers Hauts-de-France,Flux physiques de Bretagne vers Ile-de-France,Flux physiques de Bretagne vers Normandie,Flux physiques de Bretagne vers Nouvelle-Aquitaine,Flux physiques de Bretagne vers Occitanie,Flux physiques de Bretagne vers Pays-de-la-Loire,Flux physiques de Bretagne vers PACA,Flux physiques Allemagne vers Bretagne,Flux physiques Belgique vers Bretagne,Flux physiques Espagne vers Bretagne,Flux physiques Italie vers Bretagne,Flux physiques Luxembourg vers Bretagne,Flux physiques Royaume-Uni vers Bretagne,Flux physiques Suisse vers Bretagne,Flux physiques de Bretagne vers Allemagne,Flux physiques de Bretagne vers Belgique,Flux physiques de Bretagne vers Espagne,Flux physiques de Bretagne vers Italie,Flux physiques de Bretagne vers Luxembourg,Flux physiques de Bretagne vers Royaume-Uni,Flux physiques de Bretagne vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Bretagne,Données définitives,2021-03-18,01:00,2877.0,244.0,0.0,159.0,0.0,100.0,-1.0,52.0,0,0,0,0,2323.0,-,-,-,-,-,-,-,122,-,-,2462,-,-,-,-,-,-,-,-,113,-,-,147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.48,24.25,0.0,-,5.53,14.93,0.0,0.0,3.48,36.36,1.81,68.42,
Bretagne,Données définitives,2021-03-18,01:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,01:30,2847.0,244.0,0.0,153.0,0.0,143.0,-1.0,52.0,0,0,0,0,2257.0,-,-,-,-,-,-,-,119,-,-,2399,-,-,-,-,-,-,-,-,131,-,-,130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.57,24.25,0.0,-,5.37,14.37,0.0,0.0,5.02,52.0,1.83,68.42,
Bretagne,Données définitives,2021-03-18,01:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,02:00,2966.0,244.0,0.0,144.0,0.0,169.0,-1.0,51.0,0,0,0,0,2359.0,-,-,-,-,-,-,-,124,-,-,2484,-,-,-,-,-,-,-,-,105,-,-,145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.23,24.25,0.0,-,4.86,13.52,0.0,0.0,5.7,61.45,1.72,67.11,
Bretagne,Données définitives,2021-03-18,02:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,02:30,2862.0,244.0,0.0,141.0,0.0,185.0,-1.0,50.0,0,0,0,0,2243.0,-,-,-,-,-,-,-,117,-,-,2377,-,-,-,-,-,-,-,-,112,-,-,140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.53,24.25,0.0,-,4.93,13.24,0.0,0.0,6.46,67.27,1.75,65.79,
Bretagne,Données définitives,2021-03-18,02:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,03:00,2746.0,244.0,0.0,125.0,0.0,185.0,-1.0,50.0,0,0,0,0,2142.0,-,-,-,-,-,-,-,112,-,-,2271,-,-,-,-,-,-,-,-,105,-,-,136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.89,24.25,0.0,-,4.55,11.74,0.0,0.0,6.74,67.27,1.82,65.79,
Bretagne,Données définitives,2021-03-18,03:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,03:30,2701.0,244.0,0.0,97.0,0.0,187.0,-1.0,51.0,0,0,0,0,2122.0,-,-,-,-,-,-,-,111,-,-,2276,-,-,-,-,-,-,-,-,141,-,-,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.03,24.25,0.0,-,3.59,9.11,0.0,0.0,6.92,68.0,1.89,67.11,
Bretagne,Données définitives,2021-03-18,03:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,04:00,2686.0,244.0,0.0,81.0,0.0,188.0,-1.0,52.0,0,0,0,0,2122.0,-,-,-,-,-,-,-,110,-,-,2274,-,-,-,-,-,-,-,-,94,-,-,168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.08,24.25,0.0,-,3.02,7.61,0.0,0.0,7.0,68.36,1.94,68.42,
Bretagne,Données définitives,2021-03-18,04:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,04:30,2708.0,243.0,0.0,73.0,0.0,186.0,-1.0,51.0,0,0,0,0,2156.0,-,-,-,-,-,-,-,108,-,-,2321,-,-,-,-,-,-,-,-,99,-,-,174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.97,24.16,0.0,-,2.7,6.85,0.0,0.0,6.87,67.64,1.88,67.11,
Bretagne,Données définitives,2021-03-18,04:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,05:00,2743.0,243.0,0.0,79.0,0.0,181.0,-1.0,51.0,0,0,0,0,2191.0,-,-,-,-,-,-,-,108,-,-,2382,-,-,-,-,-,-,-,-,126,-,-,173,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.86,24.16,0.0,-,2.88,7.42,0.0,0.0,6.6,65.82,1.86,67.11,
Bretagne,Données définitives,2021-03-18,05:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,05:30,2867.0,243.0,0.0,89.0,0.0,154.0,-1.0,51.0,0,0,0,0,2332.0,-,-,-,-,-,-,-,108,-,-,2486,-,-,-,-,-,-,-,-,73,-,-,189,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.48,24.16,0.0,-,3.1,8.36,0.0,0.0,5.37,56.0,1.78,67.11,
Bretagne,Données définitives,2021-03-18,05:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,06:00,2994.0,244.0,0.0,152.0,0.0,101.0,-1.0,51.0,0,0,0,0,2447.0,-,-,-,-,-,-,-,114,-,-,2566,-,-,-,-,-,-,-,-,55,-,-,178,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.15,24.25,0.0,-,5.08,14.27,0.0,0.0,3.37,36.73,1.7,67.11,
Bretagne,Données définitives,2021-03-18,06:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,06:30,3273.0,245.0,0.0,164.0,0.0,51.0,-1.0,51.0,0,0,0,0,2762.0,-,-,-,-,-,-,-,422,-,-,2704,-,-,-,-,-,-,-,-,0,-,-,363,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.49,24.35,0.0,-,5.01,15.4,0.0,0.0,1.56,18.55,1.56,67.11,
Bretagne,Données définitives,2021-03-18,06:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,07:00,3494.0,245.0,0.0,183.0,0.0,10.0,-3.0,51.0,0,0,0,0,3008.0,-,-,-,-,-,-,-,483,-,-,2909,-,-,-,-,-,-,-,-,0,-,-,385,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.01,24.35,0.0,-,5.24,17.18,0.0,0.0,0.29,3.64,1.46,67.11,
Bretagne,Données définitives,2021-03-18,07:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,07:30,3623.0,246.0,0.0,230.0,1.0,11.0,-1.0,51.0,0,0,0,0,3084.0,-,-,-,-,-,-,-,605,-,-,2931,-,-,-,-,-,-,-,-,0,-,-,451,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.79,24.45,0.0,-,6.35,21.6,0.03,0.4,0.3,4.0,1.41,67.11,
Bretagne,Données définitives,2021-03-18,07:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,08:00,3633.0,247.0,0.0,290.0,6.0,11.0,-1.0,51.0,0,0,0,0,3030.0,-,-,-,-,-,-,-,542,-,-,2889,-,-,-,-,-,-,-,-,0,-,-,401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.8,24.55,0.0,-,7.98,27.23,0.17,2.37,0.3,4.0,1.4,67.11,
Bretagne,Données définitives,2021-03-18,08:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,08:30,3661.0,246.0,0.0,293.0,15.0,11.0,-1.0,51.0,0,0,0,0,3045.0,-,-,-,-,-,-,-,484,-,-,2953,-,-,-,-,-,-,-,-,0,-,-,392,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.72,24.45,0.0,-,8.0,27.51,0.41,5.93,0.3,4.0,1.39,67.11,
Bretagne,Données définitives,2021-03-18,08:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,09:00,3659.0,240.0,0.0,216.0,29.0,11.0,-1.0,51.0,0,0,0,0,3113.0,-,-,-,-,-,-,-,496,-,-,3029,-,-,-,-,-,-,-,-,0,-,-,412,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.56,23.86,0.0,-,5.9,20.28,0.79,11.46,0.3,4.0,1.39,67.11,
Bretagne,Données définitives,2021-03-18,09:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,09:30,3558.0,242.0,0.0,139.0,46.0,11.0,-1.0,51.0,0,0,0,0,3070.0,-,-,-,-,-,-,-,400,-,-,3062,-,-,-,-,-,-,-,-,0,-,-,391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.8,24.06,0.0,-,3.91,13.05,1.29,18.18,0.31,4.0,1.43,67.11,
Bretagne,Données définitives,2021-03-18,09:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,10:00,3465.0,241.0,0.0,139.0,62.0,11.0,-1.0,52.0,0,0,0,0,2962.0,-,-,-,-,-,-,-,320,-,-,3014,-,-,-,-,-,-,-,-,0,-,-,372,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.96,23.96,0.0,-,4.01,13.05,1.79,24.51,0.32,4.0,1.5,68.42,
Bretagne,Données définitives,2021-03-18,10:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,10:30,3404.0,241.0,0.0,234.0,74.0,11.0,-38.0,52.0,0,0,0,0,2831.0,-,-,-,-,-,-,-,181,-,-,2937,-,-,-,-,-,-,-,-,10,-,-,278,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.08,23.96,0.0,-,6.87,21.97,2.17,29.25,0.32,4.0,1.53,68.42,
Bretagne,Données définitives,2021-03-18,10:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,11:00,3351.0,241.0,0.0,314.0,84.0,11.0,-48.0,53.0,0,0,0,0,2696.0,-,-,-,-,-,-,-,174,-,-,2836,-,-,-,-,-,-,-,-,57,-,-,258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.19,23.96,0.0,-,9.37,29.48,2.51,33.2,0.33,4.0,1.58,69.74,
Bretagne,Données définitives,2021-03-18,11:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,11:30,3309.0,238.0,0.0,329.0,98.0,10.0,-53.0,51.0,0,0,0,0,2637.0,-,-,-,-,-,-,-,164,-,-,2780,-,-,-,-,-,-,-,-,75,-,-,233,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.19,23.66,0.0,-,9.94,30.89,2.96,38.74,0.3,3.64,1.54,67.11,
Bretagne,Données définitives,2021-03-18,11:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,12:00,3288.0,245.0,0.0,360.0,107.0,10.0,-54.0,52.0,0,0,0,0,2568.0,-,-,-,-,-,-,-,155,-,-,2730,-,-,-,-,-,-,-,-,90,-,-,228,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.45,24.35,0.0,-,10.95,33.8,3.25,42.29,0.3,3.64,1.58,68.42,
Bretagne,Données définitives,2021-03-18,12:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,12:30,3340.0,245.0,0.0,343.0,110.0,8.0,-1.0,51.0,0,0,0,0,2583.0,-,-,-,-,-,-,-,145,-,-,2763,-,-,-,-,-,-,-,-,67,-,-,258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.34,24.35,0.0,-,10.27,32.21,3.29,43.48,0.24,2.91,1.53,67.11,
Bretagne,Données définitives,2021-03-18,12:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,13:00,3340.0,245.0,0.0,370.0,113.0,8.0,-1.0,50.0,0,0,0,0,2554.0,-,-,-,-,-,-,-,153,-,-,2666,-,-,-,-,-,-,-,-,20,-,-,244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.34,24.35,0.0,-,11.08,34.74,3.38,44.66,0.24,2.91,1.5,65.79,
Bretagne,Données définitives,2021-03-18,13:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,13:30,3175.0,275.0,0.0,398.0,112.0,112.0,-1.0,48.0,0,0,0,0,2231.0,-,-,-,-,-,-,-,107,-,-,2444,-,-,-,-,-,-,-,-,135,-,-,185,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.66,27.34,0.0,-,12.54,37.37,3.53,44.27,3.53,40.73,1.51,63.16,
Bretagne,Données définitives,2021-03-18,13:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,14:00,3104.0,369.0,0.0,390.0,109.0,149.0,-1.0,49.0,0,0,0,0,2040.0,-,-,-,-,-,-,-,106,-,-,2260,-,-,-,-,-,-,-,-,163,-,-,163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.89,36.68,0.0,-,12.56,36.62,3.51,43.08,4.8,54.18,1.58,64.47,
Bretagne,Données définitives,2021-03-18,14:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,14:30,3030.0,368.0,0.0,401.0,104.0,171.0,-1.0,50.0,0,0,0,0,1938.0,-,-,-,-,-,-,-,103,-,-,2072,-,-,-,-,-,-,-,-,36,-,-,201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.15,36.58,0.0,-,13.23,37.65,3.43,41.11,5.64,62.18,1.65,65.79,
Bretagne,Données définitives,2021-03-18,14:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,15:00,2948.0,330.0,0.0,446.0,94.0,183.0,-1.0,50.0,0,0,0,0,1844.0,-,-,-,-,-,-,-,99,-,-,1995,-,-,-,-,-,-,-,-,62,-,-,187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.19,32.8,0.0,-,15.13,41.88,3.19,37.15,6.21,66.55,1.7,65.79,
Bretagne,Données définitives,2021-03-18,15:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,15:30,2863.0,239.0,0.0,461.0,83.0,184.0,-1.0,50.0,0,0,0,0,1848.0,-,-,-,-,-,-,-,134,-,-,1955,-,-,-,-,-,-,-,-,41,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.35,23.76,0.0,-,16.1,43.29,2.9,32.81,6.43,66.91,1.75,65.79,
Bretagne,Données définitives,2021-03-18,15:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,16:00,2877.0,234.0,0.0,475.0,70.0,186.0,-1.0,50.0,0,0,0,0,1862.0,-,-,-,-,-,-,-,101,-,-,1995,-,-,-,-,-,-,-,-,51,-,-,184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.13,23.26,0.0,-,16.51,44.6,2.43,27.67,6.47,67.64,1.74,65.79,
Bretagne,Données définitives,2021-03-18,16:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,16:30,2896.0,234.0,0.0,493.0,57.0,185.0,-1.0,50.0,0,0,0,0,1878.0,-,-,-,-,-,-,-,102,-,-,2001,-,-,-,-,-,-,-,-,54,-,-,171,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.08,23.26,0.0,-,17.02,46.29,1.97,22.53,6.39,67.27,1.73,65.79,
Bretagne,Données définitives,2021-03-18,16:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,17:00,2892.0,238.0,0.0,503.0,42.0,179.0,-1.0,50.0,0,0,0,0,1880.0,-,-,-,-,-,-,-,105,-,-,2038,-,-,-,-,-,-,-,-,108,-,-,154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.23,23.66,0.0,-,17.39,47.23,1.45,16.6,6.19,65.09,1.73,65.79,
Bretagne,Données définitives,2021-03-18,17:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,17:30,2927.0,245.0,0.0,513.0,28.0,156.0,-1.0,50.0,0,0,0,0,1936.0,-,-,-,-,-,-,-,104,-,-,2204,-,-,-,-,-,-,-,-,209,-,-,163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.37,24.35,0.0,-,17.53,48.17,0.96,11.07,5.33,56.73,1.71,65.79,
Bretagne,Données définitives,2021-03-18,17:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,18:00,2983.0,245.0,0.0,469.0,15.0,113.0,-1.0,51.0,0,0,0,0,2092.0,-,-,-,-,-,-,-,108,-,-,2339,-,-,-,-,-,-,-,-,185,-,-,170,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.21,24.35,0.0,-,15.72,44.04,0.5,5.93,3.79,41.09,1.71,67.11,
Bretagne,Données définitives,2021-03-18,18:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,18:30,3039.0,242.0,0.0,424.0,6.0,66.0,-1.0,50.0,0,0,0,0,2252.0,-,-,-,-,-,-,-,116,-,-,2467,-,-,-,-,-,-,-,-,113,-,-,218,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.96,24.06,0.0,-,13.95,39.81,0.2,2.37,2.17,24.0,1.65,65.79,
Bretagne,Données définitives,2021-03-18,18:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,19:00,3192.0,685.0,0.0,377.0,2.0,22.0,-1.0,50.0,0,0,0,0,2057.0,-,-,-,-,-,-,-,120,-,-,2266,-,-,-,-,-,-,-,-,163,-,-,166,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.46,68.09,0.0,-,11.81,35.4,0.06,0.79,0.69,8.0,1.57,65.79,
Bretagne,Données définitives,2021-03-18,19:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,19:30,3259.0,687.0,0.0,327.0,0.0,10.0,-1.0,50.0,0,0,0,0,2186.0,-,-,-,-,-,-,-,145,-,-,2273,-,-,-,-,-,-,-,-,0,-,-,232,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.08,68.29,0.0,-,10.03,30.7,0.0,0.0,0.31,3.64,1.53,65.79,
Bretagne,Données définitives,2021-03-18,19:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,20:00,3277.0,687.0,0.0,276.0,0.0,10.0,-1.0,51.0,0,0,0,0,2253.0,-,-,-,-,-,-,-,162,-,-,2356,-,-,-,-,-,-,-,-,0,-,-,265,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.96,68.29,0.0,-,8.42,25.92,0.0,0.0,0.31,3.64,1.56,67.11,
Bretagne,Données définitives,2021-03-18,20:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,20:30,3168.0,455.0,0.0,242.0,0.0,8.0,-1.0,52.0,0,0,0,0,2412.0,-,-,-,-,-,-,-,142,-,-,2598,-,-,-,-,-,-,-,-,77,-,-,251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.36,45.23,0.0,-,7.64,22.72,0.0,0.0,0.25,2.91,1.64,68.42,
Bretagne,Données définitives,2021-03-18,20:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-03-18,21:00,3064.0,241.0,0.0,213.0,0.0,8.0,-1.0,52.0,0,0,0,0,2552.0,-,-,-,-,-,-,-,150,-,-,2712,-,-,-,-,-,-,-,-,2,-,-,308,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.87,23.96,0.0,-,6.95,20.0,0.0,0.0,0.26,2.91,1.7,68.42,
Bretagne,Données définitives,2021-03-18,21:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
