Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Bretagne,Flux physiques de Bourgogne-Franche-Comté vers Bretagne,Flux physiques de Bretagne vers Bretagne,Flux physiques de Centre-Val de Loire vers Bretagne,Flux physiques de Grand-Est vers Bretagne,Flux physiques de Hauts-de-France vers Bretagne,Flux physiques d'Ile-de-France vers Bretagne,Flux physiques de Normandie vers Bretagne,Flux physiques de Nouvelle-Aquitaine vers Bretagne,Flux physiques d'Occitanie vers Bretagne,Flux physiques de Pays-de-la-Loire vers Bretagne,Flux physiques de PACA vers Bretagne,Flux physiques de Bretagne vers Auvergne-Rhône-Alpes,Flux physiques de Bretagne vers Bourgogne-Franche-Comté,Flux physiques de Bretagne vers Bretagne.1,Flux physiques de Bretagne vers Centre-Val de Loire,Flux physiques de Bretagne vers Grand-Est,Flux physiques de Bretagne vers Hauts-de-France,Flux physiques de Bretagne vers Ile-de-France,Flux physiques de Bretagne vers Normandie,Flux physiques de Bretagne vers Nouvelle-Aquitaine,Flux physiques de Bretagne vers Occitanie,Flux physiques de Bretagne vers Pays-de-la-Loire,Flux physiques de Bretagne vers PACA,Flux physiques Allemagne vers Bretagne,Flux physiques Belgique vers Bretagne,Flux physiques Espagne vers Bretagne,Flux physiques Italie vers Bretagne,Flux physiques Luxembourg vers Bretagne,Flux physiques Royaume-Uni vers Bretagne,Flux physiques Suisse vers Bretagne,Flux physiques de Bretagne vers Allemagne,Flux physiques de Bretagne vers Belgique,Flux physiques de Bretagne vers Espagne,Flux physiques de Bretagne vers Italie,Flux physiques de Bretagne vers Luxembourg,Flux physiques de Bretagne vers Royaume-Uni,Flux physiques de Bretagne vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Bretagne,Données définitives,2021-01-01,00:00,3993.0,232.0,0.0,2.0,1.0,185.0,-1.0,51.0,-,-,-,-,3523.0,-,-,-,-,-,-,-,ND,-,-,ND,-,-,-,-,-,-,-,-,ND,-,-,ND,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.81,23.06,0.0,-,0.05,0.19,0.03,0.4,4.63,67.27,1.28,67.11,
Bretagne,Données définitives,2021-01-01,00:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,00:30,3904.0,233.0,0.0,6.0,0.0,223.0,-1.0,52.0,0,0,0,0,3392.0,-,-,-,-,-,-,-,964,-,-,3143,-,-,-,-,-,-,-,-,0,-,-,715,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.97,23.16,0.0,-,0.15,0.56,0.0,0.0,5.71,81.09,1.33,68.42,
Bretagne,Données définitives,2021-01-01,00:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,01:00,3715.0,234.0,0.0,7.0,0.0,246.0,-1.0,51.0,0,0,0,0,3179.0,-,-,-,-,-,-,-,905,-,-,2947,-,-,-,-,-,-,-,-,0,-,-,673,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.3,23.26,0.0,-,0.19,0.66,0.0,0.0,6.62,89.45,1.37,67.11,
Bretagne,Données définitives,2021-01-01,01:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,01:30,3641.0,233.0,0.0,12.0,0.0,249.0,-1.0,51.0,0,0,0,0,3098.0,-,-,-,-,-,-,-,832,-,-,2961,-,-,-,-,-,-,-,-,0,-,-,695,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.4,23.16,0.0,-,0.33,1.13,0.0,0.0,6.84,90.55,1.4,67.11,
Bretagne,Données définitives,2021-01-01,01:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,02:00,3732.0,230.0,0.0,18.0,0.0,249.0,-1.0,52.0,0,0,0,0,3184.0,-,-,-,-,-,-,-,913,-,-,3062,-,-,-,-,-,-,-,-,0,-,-,790,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.16,22.86,0.0,-,0.48,1.69,0.0,0.0,6.67,90.55,1.39,68.42,
Bretagne,Données définitives,2021-01-01,02:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,02:30,3608.0,230.0,0.0,36.0,0.0,248.0,-1.0,51.0,0,0,0,0,3044.0,-,-,-,-,-,-,-,832,-,-,3013,-,-,-,-,-,-,-,-,0,-,-,801,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.37,22.86,0.0,-,1.0,3.38,0.0,0.0,6.87,90.18,1.41,67.11,
Bretagne,Données définitives,2021-01-01,02:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,03:00,3433.0,231.0,0.0,55.0,0.0,246.0,-1.0,51.0,0,0,0,0,2851.0,-,-,-,-,-,-,-,745,-,-,2830,-,-,-,-,-,-,-,-,0,-,-,725,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.73,22.96,0.0,-,1.6,5.16,0.0,0.0,7.17,89.45,1.49,67.11,
Bretagne,Données définitives,2021-01-01,03:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,03:30,3321.0,232.0,0.0,76.0,0.0,234.0,-1.0,51.0,0,0,0,0,2729.0,-,-,-,-,-,-,-,675,-,-,2711,-,-,-,-,-,-,-,-,0,-,-,656,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.99,23.06,0.0,-,2.29,7.14,0.0,0.0,7.05,85.09,1.54,67.11,
Bretagne,Données définitives,2021-01-01,03:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,04:00,3242.0,235.0,0.0,90.0,0.0,188.0,-1.0,52.0,0,0,0,0,2678.0,-,-,-,-,-,-,-,650,-,-,2646,-,-,-,-,-,-,-,-,0,-,-,617,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.25,23.36,0.0,-,2.78,8.45,0.0,0.0,5.8,68.36,1.6,68.42,
Bretagne,Données définitives,2021-01-01,04:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,04:30,3196.0,234.0,0.0,115.0,0.0,118.0,-1.0,52.0,0,0,0,0,2678.0,-,-,-,-,-,-,-,630,-,-,2615,-,-,-,-,-,-,-,-,0,-,-,567,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.32,23.26,0.0,-,3.6,10.8,0.0,0.0,3.69,42.91,1.63,68.42,
Bretagne,Données définitives,2021-01-01,04:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,05:00,3158.0,235.0,0.0,139.0,0.0,53.0,-1.0,52.0,0,0,0,0,2679.0,-,-,-,-,-,-,-,630,-,-,2579,-,-,-,-,-,-,-,-,0,-,-,530,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.44,23.36,0.0,-,4.4,13.05,0.0,0.0,1.68,19.27,1.65,68.42,
Bretagne,Données définitives,2021-01-01,05:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,05:30,3190.0,235.0,0.0,164.0,0.0,20.0,-1.0,52.0,0,0,0,0,2718.0,-,-,-,-,-,-,-,686,-,-,2592,-,-,-,-,-,-,-,-,0,-,-,560,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.37,23.36,0.0,-,5.14,15.4,0.0,0.0,0.63,7.27,1.63,68.42,
Bretagne,Données définitives,2021-01-01,05:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,06:00,3198.0,235.0,0.0,162.0,0.0,20.0,-1.0,52.0,0,0,0,0,2729.0,-,-,-,-,-,-,-,690,-,-,2599,-,-,-,-,-,-,-,-,0,-,-,559,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.35,23.36,0.0,-,5.07,15.21,0.0,0.0,0.63,7.27,1.63,68.42,
Bretagne,Données définitives,2021-01-01,06:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,06:30,3316.0,235.0,0.0,169.0,0.0,20.0,-1.0,52.0,0,0,0,0,2840.0,-,-,-,-,-,-,-,741,-,-,2705,-,-,-,-,-,-,-,-,0,-,-,605,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.09,23.36,0.0,-,5.1,15.87,0.0,0.0,0.6,7.27,1.57,68.42,
Bretagne,Données définitives,2021-01-01,06:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,07:00,3333.0,233.0,0.0,176.0,0.0,20.0,-1.0,52.0,0,0,0,0,2853.0,-,-,-,-,-,-,-,725,-,-,2715,-,-,-,-,-,-,-,-,0,-,-,587,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.99,23.16,0.0,-,5.28,16.53,0.0,0.0,0.6,7.27,1.56,68.42,
Bretagne,Données définitives,2021-01-01,07:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,07:30,3379.0,232.0,0.0,191.0,0.0,20.0,-1.0,52.0,0,0,0,0,2885.0,-,-,-,-,-,-,-,717,-,-,2749,-,-,-,-,-,-,-,-,0,-,-,581,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.87,23.06,0.0,-,5.65,17.93,0.0,0.0,0.59,7.27,1.54,68.42,
Bretagne,Données définitives,2021-01-01,07:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,08:00,3389.0,231.0,0.0,186.0,0.0,20.0,-1.0,51.0,0,0,0,0,2900.0,-,-,-,-,-,-,-,738,-,-,2756,-,-,-,-,-,-,-,-,0,-,-,593,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.82,22.96,0.0,-,5.49,17.46,0.0,0.0,0.59,7.27,1.5,67.11,
Bretagne,Données définitives,2021-01-01,08:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,08:30,3432.0,235.0,0.0,182.0,0.0,20.0,-2.0,51.0,0,0,0,0,2946.0,-,-,-,-,-,-,-,775,-,-,2797,-,-,-,-,-,-,-,-,0,-,-,626,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.85,23.36,0.0,-,5.3,17.09,0.0,0.0,0.58,7.27,1.49,67.11,
Bretagne,Données définitives,2021-01-01,08:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,09:00,3445.0,235.0,0.0,175.0,0.0,20.0,-48.0,51.0,0,0,0,0,3012.0,-,-,-,-,-,-,-,808,-,-,2836,-,-,-,-,-,-,-,-,0,-,-,632,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.82,23.36,0.0,-,5.08,16.43,0.0,0.0,0.58,7.27,1.48,67.11,
Bretagne,Données définitives,2021-01-01,09:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,09:30,3474.0,235.0,0.0,174.0,2.0,20.0,-56.0,49.0,0,0,0,0,3049.0,-,-,-,-,-,-,-,822,-,-,2870,-,-,-,-,-,-,-,-,0,-,-,644,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.76,23.36,0.0,-,5.01,16.34,0.06,0.79,0.58,7.27,1.41,64.47,
Bretagne,Données définitives,2021-01-01,09:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,10:00,3505.0,236.0,0.0,157.0,13.0,20.0,-56.0,50.0,0,0,0,0,3083.0,-,-,-,-,-,-,-,841,-,-,2908,-,-,-,-,-,-,-,-,0,-,-,666,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.73,23.46,0.0,-,4.48,14.74,0.37,5.14,0.57,7.27,1.43,65.79,
Bretagne,Données définitives,2021-01-01,10:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,10:30,3502.0,237.0,0.0,142.0,33.0,20.0,-40.0,49.0,0,0,0,0,3062.0,-,-,-,-,-,-,-,822,-,-,2909,-,-,-,-,-,-,-,-,0,-,-,669,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.77,23.56,0.0,-,4.05,13.33,0.94,13.04,0.57,7.27,1.4,64.47,
Bretagne,Données définitives,2021-01-01,10:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,11:00,3492.0,237.0,0.0,118.0,49.0,20.0,-1.0,50.0,0,0,0,0,3018.0,-,-,-,-,-,-,-,792,-,-,2895,-,-,-,-,-,-,-,-,0,-,-,668,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.79,23.56,0.0,-,3.38,11.08,1.4,19.37,0.57,7.27,1.43,65.79,
Bretagne,Données définitives,2021-01-01,11:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,11:30,3460.0,229.0,0.0,92.0,60.0,28.0,-1.0,50.0,0,0,0,0,3002.0,-,-,-,-,-,-,-,796,-,-,2897,-,-,-,-,-,-,-,-,0,-,-,691,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.62,22.76,0.0,-,2.66,8.64,1.73,23.72,0.81,10.18,1.45,65.79,
Bretagne,Données définitives,2021-01-01,11:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,12:00,3460.0,228.0,0.0,60.0,75.0,170.0,-1.0,51.0,0,0,0,0,2876.0,-,-,-,-,-,-,-,736,-,-,2855,-,-,-,-,-,-,-,-,0,-,-,714,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.59,22.66,0.0,-,1.73,5.63,2.17,29.64,4.91,61.82,1.47,67.11,
Bretagne,Données définitives,2021-01-01,12:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,12:30,3501.0,235.0,0.0,44.0,82.0,206.0,-1.0,51.0,0,0,0,0,2885.0,-,-,-,-,-,-,-,730,-,-,2890,-,-,-,-,-,-,-,-,0,-,-,736,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.71,23.36,0.0,-,1.26,4.13,2.34,32.41,5.88,74.91,1.46,67.11,
Bretagne,Données définitives,2021-01-01,12:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,13:00,3555.0,236.0,0.0,46.0,84.0,238.0,-1.0,51.0,0,0,0,0,2902.0,-,-,-,-,-,-,-,752,-,-,2899,-,-,-,-,-,-,-,-,0,-,-,749,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.64,23.46,0.0,-,1.29,4.32,2.36,33.2,6.69,86.55,1.43,67.11,
Bretagne,Données définitives,2021-01-01,13:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,13:30,3368.0,237.0,0.0,53.0,83.0,247.0,-1.0,50.0,0,0,0,0,2699.0,-,-,-,-,-,-,-,666,-,-,2725,-,-,-,-,-,-,-,-,0,-,-,692,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.04,23.56,0.0,-,1.57,4.98,2.46,32.81,7.33,89.82,1.48,65.79,
Bretagne,Données définitives,2021-01-01,13:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,14:00,3224.0,234.0,0.0,62.0,76.0,248.0,-1.0,52.0,0,0,0,0,2553.0,-,-,-,-,-,-,-,605,-,-,2594,-,-,-,-,-,-,-,-,0,-,-,646,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.26,23.26,0.0,-,1.92,5.82,2.36,30.04,7.69,90.18,1.61,68.42,
Bretagne,Données définitives,2021-01-01,14:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,14:30,3098.0,235.0,0.0,63.0,70.0,249.0,-1.0,52.0,0,0,0,0,2431.0,-,-,-,-,-,-,-,540,-,-,2482,-,-,-,-,-,-,-,-,0,-,-,591,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.59,23.36,0.0,-,2.03,5.92,2.26,27.67,8.04,90.55,1.68,68.42,
Bretagne,Données définitives,2021-01-01,14:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,15:00,3003.0,237.0,0.0,67.0,62.0,248.0,-1.0,52.0,0,0,0,0,2338.0,-,-,-,-,-,-,-,503,-,-,2387,-,-,-,-,-,-,-,-,0,-,-,552,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.89,23.56,0.0,-,2.23,6.29,2.06,24.51,8.26,90.18,1.73,68.42,
Bretagne,Données définitives,2021-01-01,15:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,15:30,2953.0,237.0,0.0,70.0,56.0,246.0,-1.0,50.0,0,0,0,0,2296.0,-,-,-,-,-,-,-,494,-,-,2344,-,-,-,-,-,-,-,-,0,-,-,542,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.03,23.56,0.0,-,2.37,6.57,1.9,22.13,8.33,89.45,1.69,65.79,
Bretagne,Données définitives,2021-01-01,15:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,16:00,2933.0,232.0,0.0,60.0,43.0,235.0,-1.0,50.0,0,0,0,0,2313.0,-,-,-,-,-,-,-,494,-,-,2356,-,-,-,-,-,-,-,-,0,-,-,537,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.91,23.06,0.0,-,2.05,5.63,1.47,17.0,8.01,85.45,1.7,65.79,
Bretagne,Données définitives,2021-01-01,16:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,16:30,2955.0,233.0,0.0,56.0,25.0,186.0,-1.0,51.0,0,0,0,0,2406.0,-,-,-,-,-,-,-,508,-,-,2428,-,-,-,-,-,-,-,-,0,-,-,530,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.88,23.16,0.0,-,1.9,5.26,0.85,9.88,6.29,67.64,1.73,67.11,
Bretagne,Données définitives,2021-01-01,16:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,17:00,3050.0,237.0,0.0,47.0,8.0,114.0,-1.0,53.0,0,0,0,0,2593.0,-,-,-,-,-,-,-,548,-,-,2570,-,-,-,-,-,-,-,-,0,-,-,525,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.77,23.56,0.0,-,1.54,4.41,0.26,3.16,3.74,41.45,1.74,69.74,
Bretagne,Données définitives,2021-01-01,17:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,17:30,3188.0,237.0,0.0,43.0,0.0,50.0,-1.0,51.0,0,0,0,0,2809.0,-,-,-,-,-,-,-,645,-,-,2741,-,-,-,-,-,-,-,-,0,-,-,577,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.43,23.56,0.0,-,1.35,4.04,0.0,0.0,1.57,18.18,1.6,67.11,
Bretagne,Données définitives,2021-01-01,17:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,18:00,3445.0,237.0,0.0,47.0,0.0,20.0,-1.0,51.0,0,0,0,0,3090.0,-,-,-,-,-,-,-,741,-,-,2988,-,-,-,-,-,-,-,-,0,-,-,640,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.88,23.56,0.0,-,1.36,4.41,0.0,0.0,0.58,7.27,1.48,67.11,
Bretagne,Données définitives,2021-01-01,18:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,18:30,3587.0,237.0,0.0,48.0,0.0,20.0,-1.0,51.0,0,0,0,0,3231.0,-,-,-,-,-,-,-,803,-,-,3118,-,-,-,-,-,-,-,-,0,-,-,690,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.61,23.56,0.0,-,1.34,4.51,0.0,0.0,0.56,7.27,1.42,67.11,
Bretagne,Données définitives,2021-01-01,18:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,19:00,3692.0,244.0,0.0,47.0,0.0,20.0,-1.0,52.0,0,0,0,0,3330.0,-,-,-,-,-,-,-,844,-,-,3208,-,-,-,-,-,-,-,-,0,-,-,722,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.61,24.25,0.0,-,1.27,4.41,0.0,0.0,0.54,7.27,1.41,68.42,
Bretagne,Données définitives,2021-01-01,19:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,19:30,3740.0,245.0,0.0,39.0,0.0,20.0,-1.0,51.0,0,0,0,0,3386.0,-,-,-,-,-,-,-,889,-,-,3258,-,-,-,-,-,-,-,-,0,-,-,760,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.55,24.35,0.0,-,1.04,3.66,0.0,0.0,0.53,7.27,1.36,67.11,
Bretagne,Données définitives,2021-01-01,19:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-01-01,20:00,3733.0,245.0,0.0,33.0,0.0,20.0,-1.0,52.0,0,0,0,0,3384.0,-,-,-,-,-,-,-,913,-,-,3250,-,-,-,-,-,-,-,-,0,-,-,779,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.56,24.35,0.0,-,0.88,3.1,0.0,0.0,0.54,7.27,1.39,68.42,
