Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Ile-de-France,Flux physiques de Bourgogne-Franche-Comté vers Ile-de-France,Flux physiques de Bretagne vers Ile-de-France,Flux physiques de Centre-Val de Loire vers Ile-de-France,Flux physiques de Grand-Est vers Ile-de-France,Flux physiques de Hauts-de-France vers Ile-de-France,Flux physiques d'Ile-de-France vers Ile-de-France,Flux physiques de Normandie vers Ile-de-France,Flux physiques de Nouvelle-Aquitaine vers Ile-de-France,Flux physiques d'Occitanie vers Ile-de-France,Flux physiques de Pays-de-la-Loire vers Ile-de-France,Flux physiques de PACA vers Ile-de-France,Flux physiques de Ile-de-France vers Auvergne-Rhône-Alpes,Flux physiques de Ile-de-France vers Bourgogne-Franche-Comté,Flux physiques de Ile-de-France vers Bretagne,Flux physiques de Ile-de-France vers Centre-Val de Loire,Flux physiques de Ile-de-France vers Grand-Est,Flux physiques de Ile-de-France vers Hauts-de-France,Flux physiques de Ile-de-France vers Ile-de-France,Flux physiques de Ile-de-France vers Normandie,Flux physiques de Ile-de-France vers Nouvelle-Aquitaine,Flux physiques de Ile-de-France vers Occitanie,Flux physiques de Ile-de-France vers Pays-de-la-Loire,Flux physiques de Ile-de-France vers PACA,Flux physiques Allemagne vers Ile-de-France,Flux physiques Belgique vers Ile-de-France,Flux physiques Espagne vers Ile-de-France,Flux physiques Italie vers Ile-de-France,Flux physiques Luxembourg vers Ile-de-France,Flux physiques Royaume-Uni vers Ile-de-France,Flux physiques Suisse vers Ile-de-France,Flux physiques de Ile-de-France vers Allemagne,Flux physiques de Ile-de-France vers Belgique,Flux physiques de Ile-de-France vers Espagne,Flux physiques de Ile-de-France vers Italie,Flux physiques de Ile-de-France vers Luxembourg,Flux physiques de Ile-de-France vers Royaume-Uni,Flux physiques de Ile-de-France vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Ile-de-France,Données définitives,2021-02-23,19:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-23,19:30,8780.0,386.0,0.0,34.0,0.0,2.0,0.0,151.0,0,0,0,0,8207.0,-,0,-,5302,946,2697,-,257,-,-,-,-,-,319,-,40,565,31,-,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.4,17.37,0.0,-,0.39,32.08,0.0,0.0,0.02,10.0,1.72,47.19,
Ile-de-France,Données définitives,2021-02-23,19:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-23,20:00,8723.0,387.0,0.0,41.0,0.0,2.0,0.0,152.0,0,0,0,0,8141.0,-,0,-,5151,823,2958,-,285,-,-,-,-,-,352,-,47,610,27,-,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.44,17.42,0.0,-,0.47,38.68,0.0,0.0,0.02,10.0,1.74,47.5,
Ile-de-France,Données définitives,2021-02-23,20:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-23,20:30,8420.0,385.0,0.0,46.0,0.0,2.0,0.0,146.0,0,0,0,0,7840.0,-,0,-,4490,717,3392,-,317,-,-,-,-,-,414,-,42,547,21,-,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.57,17.33,0.0,-,0.55,43.4,0.0,0.0,0.02,10.0,1.73,45.63,
Ile-de-France,Données définitives,2021-02-23,20:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-23,21:00,8075.0,386.0,0.0,56.0,0.0,2.0,0.0,149.0,0,0,0,0,7483.0,-,0,-,4127,630,3501,-,350,-,-,-,-,-,476,-,57,527,17,-,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.78,17.37,0.0,-,0.69,52.83,0.0,0.0,0.02,10.0,1.85,46.56,
Ile-de-France,Données définitives,2021-02-23,21:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-23,21:30,7703.0,386.0,0.0,59.0,0.0,2.0,0.0,145.0,0,0,0,0,7110.0,-,0,-,4204,481,3446,-,382,-,-,-,-,-,521,-,59,761,18,-,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.01,17.37,0.0,-,0.77,55.66,0.0,0.0,0.03,10.0,1.88,45.31,
Ile-de-France,Données définitives,2021-02-23,21:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-23,22:00,7347.0,388.0,0.0,41.0,0.0,2.0,0.0,148.0,0,0,0,0,6768.0,-,0,-,4126,470,3192,-,354,-,-,-,-,-,501,-,49,762,16,-,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.28,17.46,0.0,-,0.56,38.68,0.0,0.0,0.03,10.0,2.01,46.25,
Ile-de-France,Données définitives,2021-02-23,22:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-23,22:30,7351.0,389.0,0.0,42.0,0.0,2.0,0.0,147.0,0,0,0,0,6771.0,-,0,-,4296,391,3243,-,397,-,-,-,-,-,548,-,48,905,17,-,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.29,17.51,0.0,-,0.57,39.62,0.0,0.0,0.03,10.0,2.0,45.94,
Ile-de-France,Données définitives,2021-02-23,22:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-23,23:00,7797.0,390.0,0.0,35.0,0.0,2.0,0.0,145.0,0,0,0,0,7225.0,-,0,-,4028,550,3507,-,375,-,-,-,-,-,539,-,35,576,18,-,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.0,17.55,0.0,-,0.45,33.02,0.0,0.0,0.03,10.0,1.86,45.31,
Ile-de-France,Données définitives,2021-02-23,23:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-23,23:30,7604.0,390.0,0.0,34.0,0.0,2.0,0.0,146.0,0,0,0,0,7032.0,-,0,-,4068,325,3748,-,538,-,-,-,-,-,627,-,29,945,17,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.13,17.55,0.0,-,0.45,32.08,0.0,0.0,0.03,10.0,1.92,45.63,
Ile-de-France,Données définitives,2021-02-23,23:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,00:00,7420.0,388.0,0.0,32.0,0.0,2.0,0.0,144.0,0,0,0,0,6855.0,-,0,-,3837,366,3702,-,504,-,-,-,-,-,640,-,28,828,17,-,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.23,17.46,0.0,-,0.43,30.19,0.0,0.0,0.03,10.0,1.94,45.0,
Ile-de-France,Données définitives,2021-02-24,00:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,00:30,7173.0,389.0,0.0,32.0,0.0,2.0,0.0,143.0,0,0,0,0,6607.0,-,0,-,3954,90,3954,-,658,-,-,-,-,-,699,-,32,1278,18,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.42,17.51,0.0,-,0.45,30.19,0.0,0.0,0.03,10.0,1.99,44.69,
Ile-de-France,Données définitives,2021-02-24,00:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,01:00,6789.0,390.0,0.0,32.0,0.0,2.0,0.0,150.0,0,0,0,0,6215.0,-,0,-,3920,0,3902,-,669,-,-,-,-,-,739,-,37,1474,17,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.74,17.55,0.0,-,0.47,30.19,0.0,0.0,0.03,10.0,2.21,46.88,
Ile-de-France,Données définitives,2021-02-24,01:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,01:30,6561.0,391.0,0.0,39.0,0.0,2.0,0.0,150.0,0,0,0,0,5979.0,-,0,-,4054,0,3765,-,714,-,-,-,-,-,746,-,35,1753,16,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.96,17.6,0.0,-,0.59,36.79,0.0,0.0,0.03,10.0,2.29,46.88,
Ile-de-France,Données définitives,2021-02-24,01:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,02:00,6350.0,391.0,0.0,52.0,0.0,2.0,0.0,150.0,0,0,0,0,5756.0,-,0,-,3954,0,3800,-,713,-,-,-,-,-,786,-,37,1867,16,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.16,17.6,0.0,-,0.82,49.06,0.0,0.0,0.03,10.0,2.36,46.88,
Ile-de-France,Données définitives,2021-02-24,02:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,02:30,6302.0,391.0,0.0,40.0,0.0,2.0,0.0,151.0,0,0,0,0,5719.0,-,0,-,4142,0,3841,-,858,-,-,-,-,-,814,-,41,2249,15,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.2,17.6,0.0,-,0.63,37.74,0.0,0.0,0.03,10.0,2.4,47.19,
Ile-de-France,Données définitives,2021-02-24,02:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,03:00,6114.0,391.0,0.0,46.0,0.0,2.0,0.0,157.0,0,0,0,0,5518.0,-,0,-,4197,0,3818,-,891,-,-,-,-,-,853,-,52,2465,15,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.4,17.6,0.0,-,0.75,43.4,0.0,0.0,0.03,10.0,2.57,49.06,
Ile-de-France,Données définitives,2021-02-24,03:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,03:30,5949.0,392.0,0.0,49.0,0.0,2.0,0.0,153.0,0,0,0,0,5354.0,-,0,-,4363,0,3732,-,893,-,-,-,-,-,889,-,64,2665,14,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.59,17.64,0.0,-,0.82,46.23,0.0,0.0,0.03,10.0,2.57,47.81,
Ile-de-France,Données définitives,2021-02-24,03:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,04:00,5932.0,390.0,0.0,53.0,0.0,2.0,0.0,152.0,0,0,0,0,5337.0,-,0,-,4289,0,3880,-,945,-,-,-,-,-,905,-,63,2795,14,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.57,17.55,0.0,-,0.89,50.0,0.0,0.0,0.03,10.0,2.56,47.5,
Ile-de-France,Données définitives,2021-02-24,04:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,04:30,5958.0,390.0,0.0,49.0,0.0,2.0,0.0,156.0,0,0,0,0,5362.0,-,0,-,4324,0,3853,-,968,-,-,-,-,-,903,-,61,2806,14,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.55,17.55,0.0,-,0.82,46.23,0.0,0.0,0.03,10.0,2.62,48.75,
Ile-de-France,Données définitives,2021-02-24,04:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,05:00,6016.0,390.0,0.0,50.0,0.0,2.0,0.0,155.0,0,0,0,0,5419.0,-,0,-,4334,0,3839,-,933,-,-,-,-,-,895,-,58,2718,15,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.48,17.55,0.0,-,0.83,47.17,0.0,0.0,0.03,10.0,2.58,48.44,
Ile-de-France,Données définitives,2021-02-24,05:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,05:30,6266.0,389.0,0.0,53.0,0.0,2.0,0.0,154.0,0,0,0,0,5668.0,-,0,-,4518,0,3784,-,916,-,-,-,-,-,875,-,62,2597,15,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.21,17.51,0.0,-,0.85,50.0,0.0,0.0,0.03,10.0,2.46,48.13,
Ile-de-France,Données définitives,2021-02-24,05:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,06:00,6579.0,391.0,0.0,51.0,0.0,1.0,0.0,151.0,0,0,0,0,5985.0,-,0,-,4509,0,3887,-,912,-,-,-,-,-,866,-,58,2383,15,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.94,17.6,0.0,-,0.78,48.11,0.0,0.0,0.02,5.0,2.3,47.19,
Ile-de-France,Données définitives,2021-02-24,06:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,06:30,7065.0,389.0,0.0,42.0,0.0,1.0,0.0,149.0,0,0,0,0,6483.0,-,0,-,4176,0,4153,-,803,-,-,-,-,-,824,-,54,1751,16,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.51,17.51,0.0,-,0.59,39.62,0.0,0.0,0.01,5.0,2.11,46.56,
Ile-de-France,Données définitives,2021-02-24,06:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,07:00,7340.0,389.0,0.0,46.0,0.0,1.0,0.0,149.0,0,0,0,0,6754.0,-,0,-,4271,43,4007,-,729,-,-,-,-,-,752,-,57,1454,23,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.3,17.51,0.0,-,0.63,43.4,0.0,0.0,0.01,5.0,2.03,46.56,
Ile-de-France,Données définitives,2021-02-24,07:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,07:30,7833.0,390.0,0.0,41.0,0.0,1.0,0.0,148.0,0,0,0,0,7252.0,-,0,-,4602,433,3245,-,544,-,-,-,-,-,553,-,58,908,25,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.98,17.55,0.0,-,0.52,38.68,0.0,0.0,0.01,5.0,1.89,46.25,
Ile-de-France,Données définitives,2021-02-24,07:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,08:00,8113.0,389.0,0.0,43.0,0.0,1.0,0.0,145.0,0,0,0,0,7533.0,-,0,-,4779,459,3279,-,570,-,-,-,-,-,539,-,50,923,19,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.79,17.51,0.0,-,0.53,40.57,0.0,0.0,0.01,5.0,1.79,45.31,
Ile-de-France,Données définitives,2021-02-24,08:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,08:30,8372.0,387.0,0.0,41.0,5.0,1.0,0.0,147.0,0,0,0,0,7792.0,-,0,-,4925,698,2994,-,407,-,-,-,-,-,466,-,50,654,17,-,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.62,17.42,0.0,-,0.49,38.68,0.06,3.31,0.01,5.0,1.76,45.94,
Ile-de-France,Données définitives,2021-02-24,08:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,09:00,8572.0,379.0,0.0,47.0,14.0,1.0,0.0,147.0,0,0,0,0,7983.0,-,0,-,4998,810,3017,-,403,-,-,-,-,-,450,-,51,636,69,-,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.42,17.06,0.0,-,0.55,44.34,0.16,9.27,0.01,5.0,1.71,45.94,
Ile-de-France,Données définitives,2021-02-24,09:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,09:30,8630.0,380.0,0.0,41.0,24.0,1.0,0.0,150.0,0,0,0,0,8034.0,-,0,-,5104,982,2859,-,349,-,-,-,-,-,456,-,53,697,18,-,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.4,17.1,0.0,-,0.48,38.68,0.28,15.89,0.01,5.0,1.74,46.88,
Ile-de-France,Données définitives,2021-02-24,09:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,10:00,8539.0,388.0,0.0,30.0,34.0,2.0,0.0,141.0,0,0,0,0,7944.0,-,0,-,5326,952,2601,-,387,-,-,-,-,-,459,-,39,795,18,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.54,17.46,0.0,-,0.35,28.3,0.4,22.52,0.02,10.0,1.65,44.06,
Ile-de-France,Données définitives,2021-02-24,10:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,10:30,8450.0,385.0,0.0,19.0,44.0,2.0,0.0,144.0,0,0,0,0,7856.0,-,0,-,5518,903,2474,-,416,-,-,-,-,-,493,-,31,900,23,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.56,17.33,0.0,-,0.22,17.92,0.52,29.14,0.02,10.0,1.7,45.0,
Ile-de-France,Données définitives,2021-02-24,10:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,11:00,8322.0,387.0,0.0,13.0,51.0,2.0,0.0,147.0,0,0,0,0,7722.0,-,0,-,5701,841,2283,-,467,-,-,-,-,-,501,-,29,1013,22,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.65,17.42,0.0,-,0.16,12.26,0.61,33.77,0.02,10.0,1.77,45.94,
Ile-de-France,Données définitives,2021-02-24,11:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,11:30,8298.0,386.0,0.0,16.0,59.0,2.0,0.0,148.0,0,0,0,0,7687.0,-,0,-,5657,733,2421,-,542,-,-,-,-,-,548,-,32,1060,21,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.65,17.37,0.0,-,0.19,15.09,0.71,39.07,0.02,10.0,1.78,46.25,
Ile-de-France,Données définitives,2021-02-24,11:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,12:00,8281.0,380.0,0.0,14.0,63.0,2.0,0.0,150.0,0,0,0,0,7673.0,-,0,-,5763,667,2464,-,552,-,-,-,-,-,576,-,32,1141,20,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.59,17.1,0.0,-,0.17,13.21,0.76,41.72,0.02,10.0,1.81,46.88,
Ile-de-France,Données définitives,2021-02-24,12:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,12:30,8313.0,382.0,0.0,12.0,64.0,2.0,0.0,152.0,0,0,0,0,7702.0,-,0,-,5706,648,2547,-,589,-,-,-,-,-,604,-,30,1125,26,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.6,17.19,0.0,-,0.14,11.32,0.77,42.38,0.02,10.0,1.83,47.5,
Ile-de-France,Données définitives,2021-02-24,12:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,13:00,8169.0,384.0,0.0,13.0,66.0,2.0,0.0,153.0,0,0,0,0,7551.0,-,0,-,5606,606,2576,-,580,-,-,-,-,-,604,-,29,1163,17,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.7,17.28,0.0,-,0.16,12.26,0.81,43.71,0.02,10.0,1.87,47.81,
Ile-de-France,Données définitives,2021-02-24,13:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,13:30,7986.0,384.0,0.0,13.0,71.0,2.0,0.0,153.0,0,0,0,0,7363.0,-,0,-,5838,502,2471,-,603,-,-,-,-,-,601,-,26,1391,32,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.81,17.28,0.0,-,0.16,12.26,0.89,47.02,0.03,10.0,1.92,47.81,
Ile-de-France,Données définitives,2021-02-24,13:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,14:00,7867.0,383.0,0.0,13.0,64.0,2.0,0.0,154.0,0,0,0,0,7250.0,-,0,-,5737,422,2594,-,632,-,-,-,-,-,636,-,25,1450,22,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.87,17.24,0.0,-,0.17,12.26,0.81,42.38,0.03,10.0,1.96,48.13,
Ile-de-France,Données définitives,2021-02-24,14:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,14:30,7768.0,378.0,0.0,7.0,60.0,2.0,0.0,155.0,0,0,0,0,7166.0,-,0,-,5929,371,2461,-,679,-,-,-,-,-,618,-,21,1604,30,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.87,17.01,0.0,-,0.09,6.6,0.77,39.74,0.03,10.0,2.0,48.44,
Ile-de-France,Données définitives,2021-02-24,14:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-02-24,15:00,7555.0,377.0,0.0,10.0,53.0,2.0,0.0,158.0,0,0,0,0,6954.0,-,0,-,5842,341,2440,-,673,-,-,-,-,-,636,-,28,1630,46,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.99,16.97,0.0,-,0.13,9.43,0.7,35.1,0.03,10.0,2.09,49.38,
Ile-de-France,Données définitives,2021-02-24,15:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
