Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Ile-de-France,Flux physiques de Bourgogne-Franche-Comté vers Ile-de-France,Flux physiques de Bretagne vers Ile-de-France,Flux physiques de Centre-Val de Loire vers Ile-de-France,Flux physiques de Grand-Est vers Ile-de-France,Flux physiques de Hauts-de-France vers Ile-de-France,Flux physiques d'Ile-de-France vers Ile-de-France,Flux physiques de Normandie vers Ile-de-France,Flux physiques de Nouvelle-Aquitaine vers Ile-de-France,Flux physiques d'Occitanie vers Ile-de-France,Flux physiques de Pays-de-la-Loire vers Ile-de-France,Flux physiques de PACA vers Ile-de-France,Flux physiques de Ile-de-France vers Auvergne-Rhône-Alpes,Flux physiques de Ile-de-France vers Bourgogne-Franche-Comté,Flux physiques de Ile-de-France vers Bretagne,Flux physiques de Ile-de-France vers Centre-Val de Loire,Flux physiques de Ile-de-France vers Grand-Est,Flux physiques de Ile-de-France vers Hauts-de-France,Flux physiques de Ile-de-France vers Ile-de-France,Flux physiques de Ile-de-France vers Normandie,Flux physiques de Ile-de-France vers Nouvelle-Aquitaine,Flux physiques de Ile-de-France vers Occitanie,Flux physiques de Ile-de-France vers Pays-de-la-Loire,Flux physiques de Ile-de-France vers PACA,Flux physiques Allemagne vers Ile-de-France,Flux physiques Belgique vers Ile-de-France,Flux physiques Espagne vers Ile-de-France,Flux physiques Italie vers Ile-de-France,Flux physiques Luxembourg vers Ile-de-France,Flux physiques Royaume-Uni vers Ile-de-France,Flux physiques Suisse vers Ile-de-France,Flux physiques de Ile-de-France vers Allemagne,Flux physiques de Ile-de-France vers Belgique,Flux physiques de Ile-de-France vers Espagne,Flux physiques de Ile-de-France vers Italie,Flux physiques de Ile-de-France vers Luxembourg,Flux physiques de Ile-de-France vers Royaume-Uni,Flux physiques de Ile-de-France vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Ile-de-France,Données définitives,2021-01-01,02:30,9024.0,418.0,0.0,1.0,0.0,3.0,0.0,147.0,0,0,0,0,8455.0,-,0,-,3525,3283,2212,-,4,-,-,-,-,-,220,-,16,0,23,-,310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.63,18.81,0.0,-,0.01,0.94,0.0,0.0,0.03,15.0,1.63,45.94,
Ile-de-France,Données définitives,2021-01-01,02:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,03:00,8785.0,418.0,0.0,0.0,0.0,3.0,0.0,145.0,0,0,0,0,8219.0,-,0,-,3652,3022,2081,-,4,-,-,-,-,-,254,-,15,0,23,-,248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.76,18.81,0.0,-,0.0,0.0,0.0,0.0,0.03,15.0,1.65,45.31,
Ile-de-France,Données définitives,2021-01-01,03:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,03:30,8595.0,417.0,0.0,0.0,0.0,3.0,0.0,143.0,0,0,0,0,8032.0,-,0,-,3824,2720,1968,-,4,-,-,-,-,-,265,-,15,0,22,-,183,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.85,18.77,0.0,-,0.0,0.0,0.0,0.0,0.03,15.0,1.66,44.69,
Ile-de-France,Données définitives,2021-01-01,03:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,04:00,8452.0,417.0,0.0,0.0,0.0,3.0,0.0,141.0,0,0,0,0,7891.0,-,0,-,3893,2468,2032,-,4,-,-,-,-,-,328,-,15,0,21,-,141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.93,18.77,0.0,-,0.0,0.0,0.0,0.0,0.04,15.0,1.67,44.06,
Ile-de-France,Données définitives,2021-01-01,04:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,04:30,8406.0,417.0,0.0,0.0,0.0,3.0,0.0,142.0,0,0,0,0,7844.0,-,0,-,4073,2223,2050,-,8,-,-,-,-,-,359,-,15,0,22,-,114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.96,18.77,0.0,-,0.0,0.0,0.0,0.0,0.04,15.0,1.69,44.38,
Ile-de-France,Données définitives,2021-01-01,04:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,05:00,8376.0,417.0,0.0,0.0,0.0,3.0,0.0,140.0,0,0,0,0,7816.0,-,0,-,4112,2204,1985,-,11,-,-,-,-,-,351,-,15,0,22,-,109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.98,18.77,0.0,-,0.0,0.0,0.0,0.0,0.04,15.0,1.67,43.75,
Ile-de-France,Données définitives,2021-01-01,05:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,05:30,8517.0,417.0,0.0,1.0,0.0,3.0,0.0,137.0,0,0,0,0,7958.0,-,0,-,3769,2531,2160,-,4,-,-,-,-,-,349,-,15,0,21,-,121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.9,18.77,0.0,-,0.01,0.94,0.0,0.0,0.04,15.0,1.61,42.81,
Ile-de-France,Données définitives,2021-01-01,05:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,06:00,8530.0,417.0,0.0,0.0,0.0,3.0,0.0,140.0,0,0,0,0,7970.0,-,0,-,3760,2487,2231,-,7,-,-,-,-,-,358,-,15,0,22,-,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.89,18.77,0.0,-,0.0,0.0,0.0,0.0,0.04,15.0,1.64,43.75,
Ile-de-France,Données définitives,2021-01-01,06:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,06:30,8649.0,415.0,0.0,0.0,0.0,3.0,0.0,140.0,0,0,0,0,8091.0,-,0,-,3654,2704,2271,-,4,-,-,-,-,-,351,-,16,0,21,-,153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8,18.68,0.0,-,0.0,0.0,0.0,0.0,0.03,15.0,1.62,43.75,
Ile-de-France,Données définitives,2021-01-01,06:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,07:00,8636.0,421.0,0.0,0.0,0.0,3.0,0.0,139.0,0,0,0,0,8072.0,-,0,-,3802,2664,2152,-,4,-,-,-,-,-,348,-,16,0,22,-,163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.87,18.95,0.0,-,0.0,0.0,0.0,0.0,0.03,15.0,1.61,43.44,
Ile-de-France,Données définitives,2021-01-01,07:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,07:30,8776.0,424.0,0.0,1.0,0.0,3.0,0.0,141.0,0,0,0,0,8207.0,-,0,-,3885,2753,2095,-,4,-,-,-,-,-,320,-,16,0,22,-,172,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.83,19.08,0.0,-,0.01,0.94,0.0,0.0,0.03,15.0,1.61,44.06,
Ile-de-France,Données définitives,2021-01-01,07:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,08:00,8824.0,425.0,0.0,2.0,0.0,3.0,0.0,139.0,0,0,0,0,8256.0,-,0,-,3761,2752,2270,-,4,-,-,-,-,-,353,-,16,0,22,-,141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.82,19.13,0.0,-,0.02,1.89,0.0,0.0,0.03,15.0,1.58,43.44,
Ile-de-France,Données définitives,2021-01-01,08:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,08:30,8889.0,427.0,0.0,1.0,0.0,3.0,0.0,127.0,0,0,0,0,8332.0,-,0,-,3668,2679,2428,-,60,-,-,-,-,-,346,-,16,0,20,-,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8,19.22,0.0,-,0.01,0.94,0.0,0.0,0.03,15.0,1.43,39.69,
Ile-de-France,Données définitives,2021-01-01,08:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,09:00,8899.0,427.0,0.0,0.0,0.0,3.0,0.0,127.0,0,0,0,0,8342.0,-,0,-,3640,2541,2569,-,100,-,-,-,-,-,361,-,16,0,21,-,110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8,19.22,0.0,-,0.0,0.0,0.0,0.0,0.03,15.0,1.43,39.69,
Ile-de-France,Données définitives,2021-01-01,09:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,09:30,9069.0,422.0,0.0,0.0,1.0,4.0,0.0,128.0,0,0,0,0,8514.0,-,0,-,3611,2646,2650,-,105,-,-,-,-,-,353,-,16,0,20,-,108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.65,18.99,0.0,-,0.0,0.0,0.01,0.66,0.04,20.0,1.41,40.0,
Ile-de-France,Données définitives,2021-01-01,09:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,10:00,9204.0,423.0,0.0,0.0,4.0,4.0,0.0,125.0,0,0,0,0,8648.0,-,0,-,3548,2747,2759,-,102,-,-,-,-,-,358,-,16,0,21,-,113,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.6,19.04,0.0,-,0.0,0.0,0.04,2.65,0.04,20.0,1.36,39.06,
Ile-de-France,Données définitives,2021-01-01,10:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,10:30,9356.0,425.0,0.0,1.0,8.0,4.0,0.0,122.0,0,0,0,0,8797.0,-,0,-,3669,2775,2733,-,113,-,-,-,-,-,349,-,16,0,22,-,107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.54,19.13,0.0,-,0.01,0.94,0.09,5.3,0.04,20.0,1.3,38.13,
Ile-de-France,Données définitives,2021-01-01,10:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,11:00,9508.0,426.0,0.0,1.0,10.0,4.0,0.0,124.0,0,0,0,0,8944.0,-,0,-,3774,2832,2704,-,125,-,-,-,-,-,352,-,16,0,22,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.48,19.17,0.0,-,0.01,0.94,0.11,6.62,0.04,20.0,1.3,38.75,
Ile-de-France,Données définitives,2021-01-01,11:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,11:30,9680.0,425.0,0.0,1.0,14.0,4.0,0.0,127.0,0,0,0,0,9109.0,-,0,-,3783,2913,2759,-,118,-,-,-,-,-,325,-,17,0,23,-,98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.39,19.13,0.0,-,0.01,0.94,0.14,9.27,0.04,20.0,1.31,39.69,
Ile-de-France,Données définitives,2021-01-01,11:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,12:00,9841.0,426.0,0.0,1.0,17.0,4.0,0.0,127.0,0,0,0,0,9266.0,-,0,-,3947,2920,2686,-,121,-,-,-,-,-,273,-,17,0,24,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.33,19.17,0.0,-,0.01,0.94,0.17,11.26,0.04,20.0,1.29,39.69,
Ile-de-France,Données définitives,2021-01-01,12:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,12:30,9966.0,426.0,0.0,1.0,18.0,4.0,0.0,128.0,0,0,0,0,9390.0,-,0,-,4004,3043,2645,-,104,-,-,-,-,-,262,-,17,0,24,-,103,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.27,19.17,0.0,-,0.01,0.94,0.18,11.92,0.04,20.0,1.28,40.0,
Ile-de-France,Données définitives,2021-01-01,12:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,13:00,10025.0,426.0,0.0,0.0,21.0,4.0,0.0,127.0,0,0,0,0,9447.0,-,0,-,3895,3166,2705,-,90,-,-,-,-,-,256,-,17,0,24,-,112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.25,19.17,0.0,-,0.0,0.0,0.21,13.91,0.04,20.0,1.27,39.69,
Ile-de-France,Données définitives,2021-01-01,13:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,13:30,9887.0,425.0,0.0,0.0,19.0,4.0,0.0,127.0,0,0,0,0,9312.0,-,0,-,4030,2833,2720,-,152,-,-,-,-,-,300,-,16,0,24,-,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.3,19.13,0.0,-,0.0,0.0,0.19,12.58,0.04,20.0,1.28,39.69,
Ile-de-France,Données définitives,2021-01-01,13:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,14:00,9760.0,425.0,0.0,0.0,16.0,4.0,0.0,128.0,0,0,0,0,9187.0,-,0,-,4208,2535,2653,-,201,-,-,-,-,-,310,-,16,0,23,-,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.35,19.13,0.0,-,0.0,0.0,0.16,10.6,0.04,20.0,1.31,40.0,
Ile-de-France,Données définitives,2021-01-01,14:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,14:30,9734.0,418.0,0.0,0.0,15.0,4.0,0.0,129.0,0,0,0,0,9168.0,-,0,-,4378,2278,2699,-,265,-,-,-,-,-,371,-,17,0,22,-,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.29,18.81,0.0,-,0.0,0.0,0.15,9.93,0.04,20.0,1.33,40.31,
Ile-de-France,Données définitives,2021-01-01,14:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,15:00,9603.0,403.0,0.0,0.0,14.0,4.0,0.0,128.0,0,0,0,0,9053.0,-,0,-,4442,2107,2658,-,293,-,-,-,-,-,381,-,18,0,22,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.2,18.14,0.0,-,0.0,0.0,0.15,9.27,0.04,20.0,1.33,40.0,
Ile-de-France,Données définitives,2021-01-01,15:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,15:30,9531.0,409.0,0.0,0.0,8.0,4.0,0.0,126.0,0,0,0,0,8983.0,-,0,-,4485,2047,2606,-,298,-,-,-,-,-,393,-,17,0,21,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.29,18.41,0.0,-,0.0,0.0,0.08,5.3,0.04,20.0,1.32,39.38,
Ile-de-France,Données définitives,2021-01-01,15:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,16:00,9513.0,409.0,0.0,0.0,6.0,4.0,0.0,129.0,0,0,0,0,8965.0,-,0,-,4498,2021,2598,-,298,-,-,-,-,-,388,-,16,0,21,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.3,18.41,0.0,-,0.0,0.0,0.06,3.97,0.04,20.0,1.36,40.31,
Ile-de-France,Données définitives,2021-01-01,16:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,16:30,9546.0,407.0,0.0,0.0,3.0,4.0,0.0,130.0,0,0,0,0,9002.0,-,0,-,4606,2135,2411,-,267,-,-,-,-,-,348,-,16,0,22,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.26,18.32,0.0,-,0.0,0.0,0.03,1.99,0.04,20.0,1.36,40.63,
Ile-de-France,Données définitives,2021-01-01,16:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,17:00,9642.0,412.0,0.0,0.0,0.0,4.0,0.0,127.0,0,0,0,0,9099.0,-,0,-,4654,2286,2329,-,231,-,-,-,-,-,324,-,16,0,22,-,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.27,18.54,0.0,-,0.0,0.0,0.0,0.0,0.04,20.0,1.32,39.69,
Ile-de-France,Données définitives,2021-01-01,17:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,17:30,10054.0,414.0,0.0,0.0,0.0,4.0,0.0,125.0,0,0,0,0,9511.0,-,0,-,4437,2928,2305,-,149,-,-,-,-,-,200,-,16,0,24,-,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.12,18.63,0.0,-,0.0,0.0,0.0,0.0,0.04,20.0,1.24,39.06,
Ile-de-France,Données définitives,2021-01-01,17:45,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Ile-de-France,Données définitives,2021-01-01,18:00,10308.0,415.0,0.0,0.0,0.0,4.0,0.0,126.0,0,0,0,0,9762.0,-,0,-,4497,3205,2248,-,77,-,-,-,-,-,123,-,17,0,28,-,97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.03,18.68,0.0,-,0.0,0.0,0.0,0.0,0.04,20.0,1.22,39.38,
Ile-de-France,Données définitives,2021-01-01,18:15,,,,,,,,,,,,,,-,,-,,,,-,,-,-,-,-,-,,-,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
