Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Nouvelle-Aquitaine,Flux physiques de Bourgogne-Franche-Comté vers Nouvelle-Aquitaine,Flux physiques de Bretagne vers Nouvelle-Aquitaine,Flux physiques de Centre-Val de Loire vers Nouvelle-Aquitaine,Flux physiques de Grand-Est vers Nouvelle-Aquitaine,Flux physiques de Hauts-de-France vers Nouvelle-Aquitaine,Flux physiques d'Ile-de-France vers Nouvelle-Aquitaine,Flux physiques de Normandie vers Nouvelle-Aquitaine,Flux physiques de Nouvelle-Aquitaine vers Nouvelle-Aquitaine,Flux physiques d'Occitanie vers Nouvelle-Aquitaine,Flux physiques de Pays-de-la-Loire vers Nouvelle-Aquitaine,Flux physiques de PACA vers Nouvelle-Aquitaine,Flux physiques de Nouvelle-Aquitaine vers Auvergne-Rhône-Alpes,Flux physiques de Nouvelle-Aquitaine vers Bourgogne-Franche-Comté,Flux physiques de Nouvelle-Aquitaine vers Bretagne,Flux physiques de Nouvelle-Aquitaine vers Centre-Val de Loire,Flux physiques de Nouvelle-Aquitaine vers Grand-Est,Flux physiques de Nouvelle-Aquitaine vers Hauts-de-France,Flux physiques de Nouvelle-Aquitaine vers Ile-de-France,Flux physiques de Nouvelle-Aquitaine vers Normandie,Flux physiques de Nouvelle-Aquitaine vers Nouvelle-Aquitaine.1,Flux physiques de Nouvelle-Aquitaine vers Occitanie,Flux physiques de Nouvelle-Aquitaine vers Pays-de-la-Loire,Flux physiques de Nouvelle-Aquitaine vers PACA,Flux physiques Allemagne vers Nouvelle-Aquitaine,Flux physiques Belgique vers Nouvelle-Aquitaine,Flux physiques Espagne vers Nouvelle-Aquitaine,Flux physiques Italie vers Nouvelle-Aquitaine,Flux physiques Luxembourg vers Nouvelle-Aquitaine,Flux physiques Royaume-Uni vers Nouvelle-Aquitaine,Flux physiques Suisse vers Nouvelle-Aquitaine,Flux physiques de Nouvelle-Aquitaine vers Allemagne,Flux physiques de Nouvelle-Aquitaine vers Belgique,Flux physiques de Nouvelle-Aquitaine vers Espagne,Flux physiques de Nouvelle-Aquitaine vers Italie,Flux physiques de Nouvelle-Aquitaine vers Luxembourg,Flux physiques de Nouvelle-Aquitaine vers Royaume-Uni,Flux physiques de Nouvelle-Aquitaine vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Nouvelle-Aquitaine,Données définitives,2021-03-18,21:30,5871.0,194.0,5170.0,142.0,0.0,1159.0,0.0,143.0,0,0,0,0,-938.0,224,-,-,136,-,-,-,-,-,1589,26,-,57,-,-,1536,-,-,-,-,-,294,2431,-,-,-,1406,-,-,-,-,-,-,0,-,-,-,-,3.3,30.99,88.06,77.98,2.42,12.12,0.0,0.0,19.74,65.63,2.44,42.18,
Nouvelle-Aquitaine,Données définitives,2021-03-18,21:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-18,22:00,5686.0,194.0,5172.0,125.0,0.0,961.0,0.0,142.0,0,0,0,0,-908.0,201,-,-,143,-,-,-,-,-,1490,28,-,46,-,-,1393,-,-,-,-,-,240,2299,-,-,-,1208,-,-,-,-,-,-,0,-,-,-,-,3.41,30.99,90.96,78.01,2.2,10.67,0.0,0.0,16.9,54.42,2.5,41.89,
Nouvelle-Aquitaine,Données définitives,2021-03-18,22:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-18,22:30,5746.0,190.0,5171.0,129.0,0.0,948.0,0.0,144.0,0,0,0,0,-835.0,198,-,-,151,-,-,-,-,-,1670,31,-,58,-,-,1463,-,-,-,-,-,243,2403,-,-,-,1282,-,-,-,-,-,-,0,-,-,-,-,3.31,30.35,89.99,77.99,2.25,11.01,0.0,0.0,16.5,53.68,2.51,42.48,
Nouvelle-Aquitaine,Données définitives,2021-03-18,22:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-18,23:00,5981.0,190.0,5171.0,147.0,0.0,940.0,0.0,141.0,0,0,0,0,-607.0,196,-,-,174,-,-,-,-,-,2018,30,-,63,-,-,1384,-,-,-,-,-,242,2559,-,-,-,1223,-,-,-,-,-,-,0,-,-,-,-,3.18,30.35,86.46,77.99,2.46,12.54,0.0,0.0,15.72,53.23,2.36,41.59,
Nouvelle-Aquitaine,Données définitives,2021-03-18,23:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-18,23:30,5728.0,190.0,5170.0,143.0,0.0,776.0,0.0,138.0,0,0,0,0,-688.0,61,-,-,179,-,-,-,-,-,1606,26,-,31,-,-,1221,-,-,-,-,-,174,2244,-,-,-,1118,-,-,-,-,-,-,8,-,-,-,-,3.32,30.35,90.26,77.98,2.5,12.2,0.0,0.0,13.55,43.94,2.41,40.71,
Nouvelle-Aquitaine,Données définitives,2021-03-18,23:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,00:00,5747.0,191.0,5171.0,154.0,0.0,808.0,0.0,135.0,0,0,0,0,-710.0,92,-,-,177,-,-,-,-,-,1678,28,-,29,-,-,1243,-,-,-,-,-,173,2361,-,-,-,1131,-,-,-,-,-,-,11,-,-,-,-,3.32,30.51,89.98,77.99,2.68,13.14,0.0,0.0,14.06,45.75,2.35,39.82,
Nouvelle-Aquitaine,Données définitives,2021-03-19,00:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,00:30,5772.0,194.0,5171.0,160.0,0.0,902.0,0.0,138.0,0,0,0,0,-793.0,89,-,-,168,-,-,-,-,-,1712,28,-,32,-,-,1451,-,-,-,-,-,175,2569,-,-,-,1437,-,-,-,-,-,-,0,-,-,-,-,3.36,30.99,89.59,77.99,2.77,13.65,0.0,0.0,15.63,51.08,2.39,40.71,
Nouvelle-Aquitaine,Données définitives,2021-03-19,00:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,01:00,5559.0,195.0,5170.0,172.0,0.0,616.0,0.0,139.0,0,0,0,0,-732.0,99,-,-,171,-,-,-,-,-,1557,29,-,28,-,-,1407,-,-,-,-,-,181,2365,-,-,-,1392,-,-,-,-,-,-,0,-,-,-,-,3.51,31.15,93.0,77.98,3.09,14.68,0.0,0.0,11.08,34.88,2.5,41.0,
Nouvelle-Aquitaine,Données définitives,2021-03-19,01:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,01:30,5763.0,194.0,5169.0,179.0,0.0,586.0,0.0,137.0,0,0,0,0,-502.0,92,-,-,191,-,-,-,-,-,1589,31,-,26,-,-,1320,-,-,-,-,-,172,2204,-,-,-,1318,-,-,-,-,-,-,0,-,-,-,-,3.37,30.99,89.69,77.96,3.11,15.27,0.0,0.0,10.17,33.18,2.38,40.41,
Nouvelle-Aquitaine,Données définitives,2021-03-19,01:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,02:00,5595.0,194.0,5170.0,183.0,0.0,520.0,0.0,141.0,0,0,0,0,-612.0,89,-,-,192,-,-,-,-,-,1383,34,-,24,-,-,1265,-,-,-,-,-,174,2181,-,-,-,1336,-,-,-,-,-,-,0,-,-,-,-,3.47,30.99,92.4,77.98,3.27,15.61,0.0,0.0,9.29,29.45,2.52,41.59,
Nouvelle-Aquitaine,Données définitives,2021-03-19,02:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,02:30,5603.0,190.0,5169.0,204.0,0.0,405.0,0.0,143.0,0,0,0,0,-509.0,83,-,-,185,-,-,-,-,-,1281,32,-,25,-,-,1238,-,-,-,-,-,169,1984,-,-,-,1327,-,-,-,-,-,-,0,-,-,-,-,3.39,30.35,92.25,77.96,3.64,17.41,0.0,0.0,7.23,22.93,2.55,42.18,
Nouvelle-Aquitaine,Données définitives,2021-03-19,02:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,03:00,5393.0,190.0,5171.0,224.0,0.0,394.0,0.0,145.0,0,0,0,0,-730.0,76,-,-,173,-,-,-,-,-,1179,30,-,26,-,-,1331,-,-,-,-,-,164,1982,-,-,-,1316,-,-,-,-,-,-,0,-,-,-,-,3.52,30.35,95.88,77.99,4.15,19.11,0.0,0.0,7.31,22.31,2.69,42.77,
Nouvelle-Aquitaine,Données définitives,2021-03-19,03:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,03:30,5237.0,190.0,5171.0,234.0,0.0,393.0,0.0,144.0,0,0,0,0,-895.0,81,-,-,142,-,-,-,-,-,1176,29,-,28,-,-,1390,-,-,-,-,-,161,1969,-,-,-,1225,-,-,-,-,-,-,0,-,-,-,-,3.63,30.35,98.74,77.99,4.47,19.97,0.0,0.0,7.5,22.25,2.75,42.48,
Nouvelle-Aquitaine,Données définitives,2021-03-19,03:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,04:00,5163.0,188.0,5171.0,236.0,0.0,315.0,0.0,143.0,0,0,0,0,-890.0,129,-,-,47,-,-,-,-,-,1039,29,-,23,-,-,1233,-,-,-,-,-,186,1984,-,-,-,1291,-,-,-,-,-,-,0,-,-,-,-,3.64,30.03,100.15,77.99,4.57,20.14,0.0,0.0,6.1,17.84,2.77,42.18,
Nouvelle-Aquitaine,Données définitives,2021-03-19,04:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,04:30,5164.0,186.0,5171.0,247.0,0.0,321.0,0.0,143.0,0,0,0,0,-903.0,132,-,-,47,-,-,-,-,-,1096,30,-,22,-,-,1298,-,-,-,-,-,186,2035,-,-,-,1333,-,-,-,-,-,-,0,-,-,-,-,3.6,29.71,100.14,77.99,4.78,21.08,0.0,0.0,6.22,18.18,2.77,42.18,
Nouvelle-Aquitaine,Données définitives,2021-03-19,04:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,05:00,5194.0,186.0,5173.0,264.0,0.0,326.0,0.0,143.0,0,0,0,0,-898.0,133,-,-,46,-,-,-,-,-,1126,31,-,22,-,-,1339,-,-,-,-,-,192,2067,-,-,-,1387,-,-,-,-,-,-,0,-,-,-,-,3.58,29.71,99.6,78.02,5.08,22.53,0.0,0.0,6.28,18.46,2.75,42.18,
Nouvelle-Aquitaine,Données définitives,2021-03-19,05:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,05:30,5412.0,184.0,5173.0,275.0,0.0,333.0,0.0,143.0,0,0,0,0,-696.0,126,-,-,47,-,-,-,-,-,1141,30,-,23,-,-,1248,-,-,-,-,-,189,1985,-,-,-,1405,-,-,-,-,-,-,0,-,-,-,-,3.4,29.39,95.58,78.02,5.08,23.46,0.0,0.0,6.15,18.86,2.64,42.18,
Nouvelle-Aquitaine,Données définitives,2021-03-19,05:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,06:00,5592.0,185.0,5172.0,243.0,0.0,432.0,0.0,143.0,0,0,0,0,-581.0,127,-,-,49,-,-,-,-,-,1394,26,-,24,-,-,1278,-,-,-,-,-,209,2078,-,-,-,1413,-,-,-,-,-,-,0,-,-,-,-,3.31,29.55,92.49,78.01,4.35,20.73,0.0,0.0,7.73,24.46,2.56,42.18,
Nouvelle-Aquitaine,Données définitives,2021-03-19,06:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,06:30,5979.0,183.0,5172.0,239.0,0.0,1002.0,0.0,145.0,0,0,0,0,-762.0,203,-,-,52,-,-,-,-,-,1258,27,-,22,-,-,717,-,-,-,-,-,205,2288,-,-,-,966,-,-,-,-,-,-,35,-,-,-,-,3.06,29.23,86.5,78.01,4.0,20.39,0.0,0.0,16.76,56.74,2.43,42.77,
Nouvelle-Aquitaine,Données définitives,2021-03-19,06:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,07:00,6227.0,185.0,5171.0,248.0,0.0,1291.0,0.0,148.0,0,0,0,0,-815.0,189,-,-,289,-,-,-,-,-,1755,27,-,36,-,-,1085,-,-,-,-,-,314,2654,-,-,-,1026,-,-,-,-,-,-,14,-,-,-,-,2.97,29.55,83.04,77.99,3.98,21.16,0.0,0.0,20.73,73.1,2.38,43.66,
Nouvelle-Aquitaine,Données définitives,2021-03-19,07:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,07:30,6422.0,186.0,5171.0,289.0,5.0,1271.0,0.0,147.0,0,0,0,0,-647.0,182,-,-,321,-,-,-,-,-,1706,27,-,68,-,-,963,-,-,-,-,-,350,2590,-,-,-,1088,-,-,-,-,-,-,0,-,-,-,-,2.9,29.71,80.52,77.99,4.5,24.66,0.08,0.18,19.79,71.97,2.29,43.36,
Nouvelle-Aquitaine,Données définitives,2021-03-19,07:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,08:00,6565.0,186.0,5170.0,328.0,45.0,1375.0,0.0,149.0,0,0,0,0,-688.0,189,-,-,341,-,-,-,-,-,1699,26,-,93,-,-,1004,-,-,-,-,-,382,2658,-,-,-,1194,-,-,-,-,-,-,0,-,-,-,-,2.83,29.71,78.75,77.98,5.0,27.99,0.69,1.63,20.94,77.86,2.27,43.95,
Nouvelle-Aquitaine,Données définitives,2021-03-19,08:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,08:30,6624.0,186.0,5168.0,361.0,135.0,1316.0,0.0,147.0,0,0,0,0,-689.0,193,-,-,308,-,-,-,-,-,1600,29,-,106,-,-,921,-,-,-,-,-,388,2610,-,-,-,1206,-,-,-,-,-,-,0,-,-,-,-,2.81,29.71,78.02,77.95,5.45,30.8,2.04,4.9,19.87,74.52,2.22,43.36,
Nouvelle-Aquitaine,Données définitives,2021-03-19,08:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,09:00,6661.0,186.0,5169.0,451.0,267.0,1284.0,0.0,147.0,0,0,0,0,-841.0,194,-,-,254,-,-,-,-,-,1417,52,-,138,-,-,839,-,-,-,-,-,394,2555,-,-,-,1169,-,-,-,-,-,-,0,-,-,-,-,2.79,29.71,77.6,77.96,6.77,38.48,4.01,9.7,19.28,72.71,2.21,43.36,
Nouvelle-Aquitaine,Données définitives,2021-03-19,09:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,09:30,6679.0,186.0,5170.0,568.0,403.0,1172.0,0.0,135.0,0,0,0,0,-954.0,196,-,-,226,-,-,-,-,-,1415,61,-,126,-,-,871,-,-,-,-,-,378,2620,-,-,-,1144,-,-,-,-,-,-,0,-,-,-,-,2.78,29.71,77.41,77.98,8.5,48.46,6.03,14.64,17.55,66.36,2.02,39.82,
Nouvelle-Aquitaine,Données définitives,2021-03-19,09:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,10:00,6629.0,190.0,5169.0,654.0,535.0,909.0,0.0,133.0,0,0,0,0,-962.0,171,-,-,50,-,-,-,-,-,979,70,-,119,-,-,516,-,-,-,-,-,324,2305,-,-,-,1037,-,-,-,-,-,-,6,-,-,-,-,2.87,30.35,77.98,77.96,9.87,55.8,8.07,19.43,13.71,51.47,2.01,39.23,
Nouvelle-Aquitaine,Données définitives,2021-03-19,10:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,10:30,6617.0,188.0,5165.0,784.0,742.0,751.0,0.0,136.0,0,0,0,0,-1149.0,164,-,-,47,-,-,-,-,-,736,67,-,86,-,-,611,-,-,-,-,-,323,2307,-,-,-,1164,-,-,-,-,-,-,0,-,-,-,-,2.84,30.03,78.06,77.9,11.85,66.89,11.21,26.95,11.35,42.53,2.06,40.12,
Nouvelle-Aquitaine,Données définitives,2021-03-19,10:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,11:00,6605.0,189.0,5167.0,775.0,834.0,640.0,0.0,139.0,0,0,0,0,-1139.0,63,-,-,54,-,-,-,-,-,572,63,-,57,-,-,559,-,-,-,-,-,316,2099,-,-,-,1138,-,-,-,-,-,-,0,-,-,-,-,2.86,30.19,78.23,77.93,11.73,66.13,12.63,30.29,9.69,36.24,2.1,41.0,
Nouvelle-Aquitaine,Données définitives,2021-03-19,11:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,11:30,6600.0,189.0,5167.0,836.0,949.0,492.0,0.0,143.0,0,0,0,0,-1176.0,50,-,-,76,-,-,-,-,-,529,71,-,59,-,-,630,-,-,-,-,-,421,1879,-,-,-,1088,-,-,-,-,-,-,0,-,-,-,-,2.86,30.19,78.29,77.93,12.67,71.33,14.38,34.47,7.45,27.86,2.17,42.18,
Nouvelle-Aquitaine,Données définitives,2021-03-19,11:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,12:00,6581.0,193.0,5166.0,833.0,1071.0,470.0,0.0,148.0,0,0,0,0,-1300.0,25,-,-,89,-,-,-,-,-,480,71,-,48,-,-,620,-,-,-,-,-,456,1834,-,-,-,999,-,-,-,-,-,-,6,-,-,-,-,2.93,30.83,78.5,77.92,12.66,71.08,16.27,38.9,7.14,26.61,2.25,43.66,
Nouvelle-Aquitaine,Données définitives,2021-03-19,12:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,12:30,6517.0,192.0,5166.0,855.0,1238.0,475.0,0.0,144.0,0,0,0,0,-1553.0,17,-,-,92,-,-,-,-,-,399,73,-,41,-,-,574,-,-,-,-,-,426,1906,-,-,-,862,-,-,-,-,-,-,50,-,-,-,-,2.95,30.67,79.27,77.92,13.12,72.95,19.0,44.97,7.29,26.9,2.21,42.48,
Nouvelle-Aquitaine,Données définitives,2021-03-19,12:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,13:00,6637.0,192.0,5165.0,874.0,1209.0,452.0,0.0,147.0,0,0,0,0,-1403.0,21,-,-,96,-,-,-,-,-,404,69,-,30,-,-,576,-,-,-,-,-,446,1880,-,-,-,964,-,-,-,-,-,-,25,-,-,-,-,2.89,30.67,77.82,77.9,13.17,74.57,18.22,43.92,6.81,25.59,2.21,43.36,
Nouvelle-Aquitaine,Données définitives,2021-03-19,13:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,13:30,6421.0,192.0,5106.0,870.0,1212.0,433.0,0.0,147.0,0,0,0,0,-1539.0,25,-,-,90,-,-,-,-,-,421,65,-,24,-,-,648,-,-,-,-,-,461,1820,-,-,-,860,-,-,-,-,-,-,48,-,-,-,-,2.99,30.67,79.52,77.01,13.55,74.23,18.88,44.02,6.74,24.52,2.29,43.36,
Nouvelle-Aquitaine,Données définitives,2021-03-19,13:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,14:00,6394.0,192.0,5086.0,899.0,1209.0,424.0,0.0,119.0,0,0,0,0,-1535.0,30,-,-,86,-,-,-,-,-,400,70,-,24,-,-,721,-,-,-,-,-,506,1792,-,-,-,951,-,-,-,-,-,-,30,-,-,-,-,3.0,30.67,79.54,76.71,14.06,76.71,18.91,43.92,6.63,24.01,1.86,35.1,
Nouvelle-Aquitaine,Données définitives,2021-03-19,14:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,14:30,6343.0,192.0,5101.0,877.0,1132.0,411.0,0.0,121.0,0,0,0,0,-1491.0,21,-,-,108,-,-,-,-,-,450,66,-,26,-,-,749,-,-,-,-,-,566,1732,-,-,-,946,-,-,-,-,-,-,10,-,-,-,-,3.03,30.67,80.42,76.94,13.83,74.83,17.85,41.12,6.48,23.27,1.91,35.69,
Nouvelle-Aquitaine,Données définitives,2021-03-19,14:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,15:00,6130.0,191.0,5095.0,916.0,950.0,293.0,0.0,121.0,0,0,0,0,-1437.0,18,-,-,332,-,-,-,-,-,342,73,-,36,-,-,1100,-,-,-,-,-,496,1482,-,-,-,932,-,-,-,-,-,-,21,-,-,-,-,3.12,30.51,83.12,76.85,14.94,78.16,15.5,34.51,4.78,16.59,1.97,35.69,
Nouvelle-Aquitaine,Données définitives,2021-03-19,15:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,15:30,6117.0,191.0,5059.0,907.0,819.0,294.0,0.0,121.0,0,0,0,0,-1274.0,48,-,-,109,-,-,-,-,-,510,69,-,29,-,-,871,-,-,-,-,-,602,1891,-,-,-,1383,-,-,-,-,-,-,0,-,-,-,-,3.12,30.51,82.7,76.3,14.83,77.39,13.39,29.75,4.81,16.65,1.98,35.69,
Nouvelle-Aquitaine,Données définitives,2021-03-19,15:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-03-19,16:00,5907.0,192.0,5040.0,911.0,724.0,293.0,0.0,119.0,0,0,0,0,-1372.0,61,-,-,121,-,-,-,-,-,511,71,-,33,-,-,914,-,-,-,-,-,656,1933,-,-,-,1399,-,-,-,-,-,-,0,-,-,-,-,3.25,30.67,85.32,76.02,15.42,77.73,12.26,26.3,4.96,16.59,2.01,35.1,
Nouvelle-Aquitaine,Données définitives,2021-03-19,16:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
