Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Nouvelle-Aquitaine,Flux physiques de Bourgogne-Franche-Comté vers Nouvelle-Aquitaine,Flux physiques de Bretagne vers Nouvelle-Aquitaine,Flux physiques de Centre-Val de Loire vers Nouvelle-Aquitaine,Flux physiques de Grand-Est vers Nouvelle-Aquitaine,Flux physiques de Hauts-de-France vers Nouvelle-Aquitaine,Flux physiques d'Ile-de-France vers Nouvelle-Aquitaine,Flux physiques de Normandie vers Nouvelle-Aquitaine,Flux physiques de Nouvelle-Aquitaine vers Nouvelle-Aquitaine,Flux physiques d'Occitanie vers Nouvelle-Aquitaine,Flux physiques de Pays-de-la-Loire vers Nouvelle-Aquitaine,Flux physiques de PACA vers Nouvelle-Aquitaine,Flux physiques de Nouvelle-Aquitaine vers Auvergne-Rhône-Alpes,Flux physiques de Nouvelle-Aquitaine vers Bourgogne-Franche-Comté,Flux physiques de Nouvelle-Aquitaine vers Bretagne,Flux physiques de Nouvelle-Aquitaine vers Centre-Val de Loire,Flux physiques de Nouvelle-Aquitaine vers Grand-Est,Flux physiques de Nouvelle-Aquitaine vers Hauts-de-France,Flux physiques de Nouvelle-Aquitaine vers Ile-de-France,Flux physiques de Nouvelle-Aquitaine vers Normandie,Flux physiques de Nouvelle-Aquitaine vers Nouvelle-Aquitaine.1,Flux physiques de Nouvelle-Aquitaine vers Occitanie,Flux physiques de Nouvelle-Aquitaine vers Pays-de-la-Loire,Flux physiques de Nouvelle-Aquitaine vers PACA,Flux physiques Allemagne vers Nouvelle-Aquitaine,Flux physiques Belgique vers Nouvelle-Aquitaine,Flux physiques Espagne vers Nouvelle-Aquitaine,Flux physiques Italie vers Nouvelle-Aquitaine,Flux physiques Luxembourg vers Nouvelle-Aquitaine,Flux physiques Royaume-Uni vers Nouvelle-Aquitaine,Flux physiques Suisse vers Nouvelle-Aquitaine,Flux physiques de Nouvelle-Aquitaine vers Allemagne,Flux physiques de Nouvelle-Aquitaine vers Belgique,Flux physiques de Nouvelle-Aquitaine vers Espagne,Flux physiques de Nouvelle-Aquitaine vers Italie,Flux physiques de Nouvelle-Aquitaine vers Luxembourg,Flux physiques de Nouvelle-Aquitaine vers Royaume-Uni,Flux physiques de Nouvelle-Aquitaine vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Nouvelle-Aquitaine,Données définitives,2021-01-01,00:00,6522.0,141.0,6701.0,25.0,0.0,650.0,0.0,170.0,-,-,-,-,-1164.0,ND,-,-,ND,-,-,-,-,-,ND,ND,-,ND,-,-,ND,-,-,-,-,-,ND,ND,-,-,-,ND,-,-,-,-,-,-,ND,-,-,-,-,2.16,22.52,102.74,101.07,0.38,2.13,0.0,0.0,9.97,36.81,2.61,50.15,
Nouvelle-Aquitaine,Données définitives,2021-01-01,00:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,00:30,6604.0,136.0,6701.0,19.0,0.0,705.0,0.0,185.0,0,0,0,0,-1143.0,65,-,-,264,-,-,-,-,-,1141,44,-,68,-,-,981,-,-,-,-,-,202,2145,-,-,-,745,-,-,-,-,-,-,5,-,-,-,-,2.06,21.73,101.47,101.07,0.29,1.62,0.0,0.0,10.68,39.92,2.8,54.57,
Nouvelle-Aquitaine,Données définitives,2021-01-01,00:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,01:00,6422.0,136.0,6688.0,19.0,0.0,576.0,0.0,184.0,0,0,0,0,-1180.0,67,-,-,443,-,-,-,-,-,818,43,-,75,-,-,1094,-,-,-,-,-,185,1940,-,-,-,747,-,-,-,-,-,-,5,-,-,-,-,2.12,21.73,104.14,100.87,0.3,1.62,0.0,0.0,8.97,32.62,2.87,54.28,
Nouvelle-Aquitaine,Données définitives,2021-01-01,01:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,01:30,6619.0,136.0,6705.0,18.0,0.0,537.0,0.0,184.0,0,0,0,0,-963.0,73,-,-,332,-,-,-,-,-,1061,41,-,62,-,-,1162,-,-,-,-,-,182,2117,-,-,-,1052,-,-,-,-,-,-,0,-,-,-,-,2.05,21.73,101.3,101.13,0.27,1.54,0.0,0.0,8.11,30.41,2.78,54.28,
Nouvelle-Aquitaine,Données définitives,2021-01-01,01:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,02:00,6508.0,138.0,6705.0,18.0,0.0,540.0,0.0,183.0,0,0,0,0,-1077.0,76,-,-,274,-,-,-,-,-,1267,39,-,40,-,-,1180,-,-,-,-,-,186,2398,-,-,-,1130,-,-,-,-,-,-,59,-,-,-,-,2.12,22.04,103.03,101.13,0.28,1.54,0.0,0.0,8.3,30.58,2.81,53.98,
Nouvelle-Aquitaine,Données définitives,2021-01-01,02:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,02:30,6530.0,135.0,6710.0,22.0,0.0,440.0,0.0,182.0,0,0,0,0,-959.0,91,-,-,280,-,-,-,-,-,1173,37,-,38,-,-,1294,-,-,-,-,-,190,2354,-,-,-,1336,-,-,-,-,-,-,0,-,-,-,-,2.07,21.57,102.76,101.21,0.34,1.88,0.0,0.0,6.74,24.92,2.79,53.69,
Nouvelle-Aquitaine,Données définitives,2021-01-01,02:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,03:00,6316.0,135.0,6709.0,21.0,0.0,440.0,0.0,183.0,0,0,0,0,-1172.0,70,-,-,279,-,-,-,-,-,1050,37,-,43,-,-,1371,-,-,-,-,-,184,2253,-,-,-,1261,-,-,-,-,-,-,17,-,-,-,-,2.14,21.57,106.22,101.19,0.33,1.79,0.0,0.0,6.97,24.92,2.9,53.98,
Nouvelle-Aquitaine,Données définitives,2021-01-01,03:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,03:30,6123.0,135.0,6708.0,21.0,0.0,438.0,0.0,183.0,0,0,0,0,-1362.0,87,-,-,281,-,-,-,-,-,914,35,-,43,-,-,1500,-,-,-,-,-,184,2219,-,-,-,1280,-,-,-,-,-,-,14,-,-,-,-,2.2,21.57,109.55,101.18,0.34,1.79,0.0,0.0,7.15,24.8,2.99,53.98,
Nouvelle-Aquitaine,Données définitives,2021-01-01,03:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,04:00,5988.0,135.0,6711.0,22.0,0.0,438.0,0.0,185.0,0,0,0,0,-1503.0,86,-,-,273,-,-,-,-,-,835,34,-,44,-,-,1560,-,-,-,-,-,178,2164,-,-,-,1242,-,-,-,-,-,-,28,-,-,-,-,2.25,21.57,112.07,101.22,0.37,1.88,0.0,0.0,7.31,24.8,3.09,54.57,
Nouvelle-Aquitaine,Données définitives,2021-01-01,04:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,04:30,5918.0,135.0,6709.0,25.0,0.0,540.0,0.0,186.0,0,0,0,0,-1676.0,105,-,-,218,-,-,-,-,-,874,32,-,37,-,-,1663,-,-,-,-,-,173,2191,-,-,-,1197,-,-,-,-,-,-,39,-,-,-,-,2.28,21.57,113.37,101.19,0.42,2.13,0.0,0.0,9.12,30.58,3.14,54.87,
Nouvelle-Aquitaine,Données définitives,2021-01-01,04:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,05:00,5883.0,135.0,6710.0,29.0,0.0,442.0,0.0,182.0,0,0,0,0,-1614.0,124,-,-,239,-,-,-,-,-,899,32,-,36,-,-,1680,-,-,-,-,-,170,2170,-,-,-,1188,-,-,-,-,-,-,40,-,-,-,-,2.29,21.57,114.06,101.21,0.49,2.47,0.0,0.0,7.51,25.03,3.09,53.69,
Nouvelle-Aquitaine,Données définitives,2021-01-01,05:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,05:30,5922.0,135.0,6638.0,37.0,0.0,442.0,0.0,183.0,0,0,0,0,-1514.0,95,-,-,338,-,-,-,-,-,791,33,-,45,-,-,1598,-,-,-,-,-,170,2071,-,-,-,1156,-,-,-,-,-,-,43,-,-,-,-,2.28,21.57,112.09,100.12,0.62,3.16,0.0,0.0,7.46,25.03,3.09,53.98,
Nouvelle-Aquitaine,Données définitives,2021-01-01,05:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,06:00,5932.0,135.0,6618.0,48.0,0.0,442.0,0.0,182.0,0,0,0,0,-1494.0,95,-,-,336,-,-,-,-,-,809,34,-,38,-,-,1596,-,-,-,-,-,171,2057,-,-,-,1138,-,-,-,-,-,-,45,-,-,-,-,2.28,21.57,111.56,99.82,0.81,4.1,0.0,0.0,7.45,25.03,3.07,53.69,
Nouvelle-Aquitaine,Données définitives,2021-01-01,06:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,06:30,6065.0,135.0,6621.0,63.0,0.0,445.0,0.0,180.0,0,0,0,0,-1379.0,99,-,-,345,-,-,-,-,-,865,36,-,33,-,-,1533,-,-,-,-,-,176,2101,-,-,-,1153,-,-,-,-,-,-,34,-,-,-,-,2.23,21.57,109.17,99.86,1.04,5.38,0.0,0.0,7.34,25.2,2.97,53.1,
Nouvelle-Aquitaine,Données définitives,2021-01-01,06:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,07:00,6111.0,135.0,6617.0,72.0,0.0,444.0,0.0,185.0,0,0,0,0,-1341.0,105,-,-,268,-,-,-,-,-,1029,35,-,33,-,-,1522,-,-,-,-,-,175,2163,-,-,-,1157,-,-,-,-,-,-,42,-,-,-,-,2.21,21.57,108.28,99.8,1.18,6.14,0.0,0.0,7.27,25.14,3.03,54.57,
Nouvelle-Aquitaine,Données définitives,2021-01-01,07:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,07:30,6151.0,135.0,6622.0,67.0,0.0,456.0,0.0,186.0,0,0,0,0,-1315.0,137,-,-,252,-,-,-,-,-,1079,35,-,24,-,-,1549,-,-,-,-,-,179,2216,-,-,-,1185,-,-,-,-,-,-,37,-,-,-,-,2.19,21.57,107.66,99.88,1.09,5.72,0.0,0.0,7.41,25.82,3.02,54.87,
Nouvelle-Aquitaine,Données définitives,2021-01-01,07:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,08:00,6184.0,135.0,6634.0,75.0,0.0,468.0,0.0,183.0,0,0,0,0,-1311.0,135,-,-,251,-,-,-,-,-,1091,35,-,23,-,-,1491,-,-,-,-,-,180,2128,-,-,-,1063,-,-,-,-,-,-,64,-,-,-,-,2.18,21.57,107.28,100.06,1.21,6.4,0.0,0.0,7.57,26.5,2.96,53.98,
Nouvelle-Aquitaine,Données définitives,2021-01-01,08:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,08:30,6182.0,133.0,6623.0,90.0,1.0,485.0,0.0,183.0,0,0,0,0,-1333.0,110,-,-,323,-,-,-,-,-,949,36,-,35,-,-,1523,-,-,-,-,-,181,2083,-,-,-,1117,-,-,-,-,-,-,46,-,-,-,-,2.15,21.25,107.13,99.89,1.46,7.68,0.02,0.04,7.85,27.46,2.96,53.98,
Nouvelle-Aquitaine,Données définitives,2021-01-01,08:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,09:00,6199.0,133.0,6620.0,90.0,14.0,538.0,0.0,183.0,0,0,0,0,-1380.0,105,-,-,339,-,-,-,-,-,877,36,-,35,-,-,1529,-,-,-,-,-,185,2047,-,-,-,1109,-,-,-,-,-,-,50,-,-,-,-,2.15,21.25,106.79,99.85,1.45,7.68,0.23,0.51,8.68,30.46,2.95,53.98,
Nouvelle-Aquitaine,Données définitives,2021-01-01,09:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,09:30,6269.0,133.0,6618.0,80.0,105.0,675.0,0.0,182.0,0,0,0,0,-1525.0,87,-,-,318,-,-,-,-,-,748,35,-,35,-,-,1530,-,-,-,-,-,191,2061,-,-,-,1145,-,-,-,-,-,-,42,-,-,-,-,2.12,21.25,105.57,99.82,1.28,6.83,1.67,3.81,10.77,38.22,2.9,53.69,
Nouvelle-Aquitaine,Données définitives,2021-01-01,09:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,10:00,6363.0,133.0,6618.0,80.0,245.0,675.0,0.0,184.0,0,0,0,0,-1572.0,82,-,-,333,-,-,-,-,-,700,35,-,35,-,-,1521,-,-,-,-,-,196,2072,-,-,-,1143,-,-,-,-,-,-,40,-,-,-,-,2.09,21.25,104.01,99.82,1.26,6.83,3.85,8.9,10.61,38.22,2.89,54.28,
Nouvelle-Aquitaine,Données définitives,2021-01-01,10:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,10:30,6454.0,134.0,6625.0,92.0,376.0,677.0,0.0,182.0,0,0,0,0,-1631.0,102,-,-,310,-,-,-,-,-,669,36,-,32,-,-,1554,-,-,-,-,-,200,2109,-,-,-,1177,-,-,-,-,-,-,31,-,-,-,-,2.08,21.41,102.65,99.92,1.43,7.85,5.83,13.66,10.49,38.34,2.82,53.69,
Nouvelle-Aquitaine,Données définitives,2021-01-01,10:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,11:00,6493.0,134.0,6644.0,103.0,513.0,592.0,0.0,183.0,0,0,0,0,-1675.0,117,-,-,317,-,-,-,-,-,660,38,-,33,-,-,1605,-,-,-,-,-,194,2154,-,-,-,1209,-,-,-,-,-,-,30,-,-,-,-,2.06,21.41,102.33,100.21,1.59,8.79,7.9,18.63,9.12,33.52,2.82,53.98,
Nouvelle-Aquitaine,Données définitives,2021-01-01,11:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,11:30,6576.0,134.0,6654.0,86.0,565.0,549.0,0.0,182.0,0,0,0,0,-1594.0,105,-,-,326,-,-,-,-,-,686,40,-,33,-,-,1573,-,-,-,-,-,181,2156,-,-,-,1219,-,-,-,-,-,-,26,-,-,-,-,2.04,21.41,101.19,100.36,1.31,7.34,8.59,20.52,8.35,31.09,2.77,53.69,
Nouvelle-Aquitaine,Données définitives,2021-01-01,11:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,12:00,6667.0,131.0,6647.0,83.0,615.0,533.0,0.0,181.0,0,0,0,0,-1522.0,101,-,-,275,-,-,-,-,-,773,42,-,33,-,-,1528,-,-,-,-,-,181,2163,-,-,-,1216,-,-,-,-,-,-,23,-,-,-,-,1.96,20.93,99.7,100.26,1.24,7.08,9.22,22.34,7.99,30.18,2.71,53.39,
Nouvelle-Aquitaine,Données définitives,2021-01-01,12:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,12:30,6765.0,133.0,6602.0,69.0,697.0,608.0,0.0,155.0,0,0,0,0,-1498.0,91,-,-,226,-,-,-,-,-,905,42,-,34,-,-,1522,-,-,-,-,-,181,2264,-,-,-,1250,-,-,-,-,-,-,10,-,-,-,-,1.97,21.25,97.59,99.58,1.02,5.89,10.3,25.32,8.99,34.43,2.29,45.72,
Nouvelle-Aquitaine,Données définitives,2021-01-01,12:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,13:00,6867.0,133.0,6610.0,69.0,711.0,609.0,0.0,155.0,0,0,0,0,-1421.0,92,-,-,232,-,-,-,-,-,911,43,-,32,-,-,1465,-,-,-,-,-,192,2274,-,-,-,1265,-,-,-,-,-,-,0,-,-,-,-,1.94,21.25,96.26,99.7,1.0,5.89,10.35,25.83,8.87,34.48,2.26,45.72,
Nouvelle-Aquitaine,Données définitives,2021-01-01,13:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,13:30,6617.0,134.0,6617.0,81.0,527.0,597.0,0.0,153.0,0,0,0,0,-1492.0,88,-,-,203,-,-,-,-,-,837,44,-,32,-,-,1563,-,-,-,-,-,183,2167,-,-,-,1284,-,-,-,-,-,-,4,-,-,-,-,2.03,21.41,100.0,99.8,1.22,6.91,7.96,19.14,9.02,33.81,2.31,45.13,
Nouvelle-Aquitaine,Données définitives,2021-01-01,13:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,14:00,6564.0,132.0,6596.0,105.0,458.0,580.0,0.0,153.0,0,0,0,0,-1460.0,89,-,-,189,-,-,-,-,-,837,45,-,32,-,-,1619,-,-,-,-,-,191,2068,-,-,-,1296,-,-,-,-,-,-,6,-,-,-,-,2.01,21.09,100.49,99.49,1.6,8.96,6.98,16.64,8.84,32.84,2.33,45.13,
Nouvelle-Aquitaine,Données définitives,2021-01-01,14:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,14:30,6488.0,129.0,6616.0,140.0,378.0,578.0,0.0,159.0,0,0,0,0,-1511.0,78,-,-,176,-,-,-,-,-,818,42,-,42,-,-,1722,-,-,-,-,-,196,2000,-,-,-,1336,-,-,-,-,-,-,0,-,-,-,-,1.99,20.61,101.97,99.79,2.16,11.95,5.83,13.73,8.91,32.73,2.45,46.9,
Nouvelle-Aquitaine,Données définitives,2021-01-01,14:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,15:00,6296.0,129.0,6591.0,166.0,323.0,566.0,0.0,172.0,0,0,0,0,-1652.0,82,-,-,165,-,-,-,-,-,765,41,-,43,-,-,1806,-,-,-,-,-,197,2007,-,-,-,1348,-,-,-,-,-,-,0,-,-,-,-,2.05,20.61,104.69,99.41,2.64,14.16,5.13,11.73,8.99,32.05,2.73,50.74,
Nouvelle-Aquitaine,Données définitives,2021-01-01,15:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,15:30,6322.0,133.0,6618.0,202.0,271.0,504.0,0.0,175.0,0,0,0,0,-1581.0,99,-,-,189,-,-,-,-,-,778,43,-,42,-,-,1834,-,-,-,-,-,168,2006,-,-,-,1360,-,-,-,-,-,-,0,-,-,-,-,2.1,21.25,104.68,99.82,3.2,17.24,4.29,9.84,7.97,28.54,2.77,51.62,
Nouvelle-Aquitaine,Données définitives,2021-01-01,15:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,16:00,6216.0,134.0,6620.0,233.0,196.0,509.0,0.0,177.0,0,0,0,0,-1653.0,95,-,-,175,-,-,-,-,-,814,40,-,42,-,-,1866,-,-,-,-,-,163,2047,-,-,-,1346,-,-,-,-,-,-,4,-,-,-,-,2.16,21.41,106.5,99.85,3.75,19.88,3.15,7.12,8.19,28.82,2.85,52.21,
Nouvelle-Aquitaine,Données définitives,2021-01-01,16:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,16:30,6203.0,138.0,6630.0,257.0,108.0,543.0,0.0,179.0,0,0,0,0,-1652.0,109,-,-,169,-,-,-,-,-,787,38,-,35,-,-,1836,-,-,-,-,-,167,2089,-,-,-,1372,-,-,-,-,-,-,0,-,-,-,-,2.22,22.04,106.88,100.0,4.14,21.93,1.74,3.92,8.75,30.75,2.89,52.8,
Nouvelle-Aquitaine,Données définitives,2021-01-01,16:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,17:00,6270.0,138.0,6671.0,320.0,35.0,545.0,0.0,180.0,0,0,0,0,-1620.0,109,-,-,177,-,-,-,-,-,776,38,-,35,-,-,1834,-,-,-,-,-,178,2164,-,-,-,1489,-,-,-,-,-,-,0,-,-,-,-,2.2,22.04,106.4,100.62,5.1,27.3,0.56,1.27,8.69,30.86,2.87,53.1,
Nouvelle-Aquitaine,Données définitives,2021-01-01,17:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,17:30,6383.0,134.0,6660.0,362.0,2.0,616.0,0.0,177.0,0,0,0,0,-1570.0,95,-,-,194,-,-,-,-,-,762,39,-,30,-,-,1643,-,-,-,-,-,198,2210,-,-,-,1421,-,-,-,-,-,-,0,-,-,-,-,2.1,21.41,104.34,100.45,5.67,30.89,0.03,0.07,9.65,34.88,2.77,52.21,
Nouvelle-Aquitaine,Données définitives,2021-01-01,17:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,18:00,6703.0,135.0,6659.0,442.0,0.0,675.0,0.0,181.0,0,0,0,0,-1390.0,147,-,-,172,-,-,-,-,-,1104,40,-,26,-,-,1558,-,-,-,-,-,212,2394,-,-,-,1345,-,-,-,-,-,-,8,-,-,-,-,2.01,21.57,99.34,100.44,6.59,37.71,0.0,0.0,10.07,38.22,2.7,53.39,
Nouvelle-Aquitaine,Données définitives,2021-01-01,18:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-01-01,18:30,6850.0,135.0,6712.0,457.0,0.0,867.0,0.0,180.0,0,0,0,0,-1501.0,193,-,-,180,-,-,-,-,-,970,41,-,27,-,-,1534,-,-,-,-,-,213,2465,-,-,-,1361,-,-,-,-,-,-,9,-,-,-,-,1.97,21.57,97.99,101.24,6.67,38.99,0.0,0.0,12.66,49.09,2.63,53.1,
Nouvelle-Aquitaine,Données définitives,2021-01-01,18:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
