timestamp_fr,datetime_utc,country,export_fr_to_country,import_country_to_fr,net_fr_to_country
2021-08-08 02:00:00,2021-08-08 00:00:00,BE,0.0,854.9575,-854.9575
2021-08-08 02:00:00,2021-08-08 00:00:00,CH,1352.0,0.0,1352.0
2021-08-08 02:00:00,2021-08-08 00:00:00,DE-LU,3280.189,0.0,3280.189
2021-08-08 02:00:00,2021-08-08 00:00:00,ES,2285.73,0.0,2285.73
2021-08-08 02:00:00,2021-08-08 00:00:00,GB,712.0,0.0,712.0
2021-08-08 02:00:00,2021-08-08 00:00:00,IT-North,2442.0,0.0,2442.0
